編號,原文,臺灣用語,大陸用語,其他用語,
173,job oriented terminal,工作導向終端機；以工件為導向的終端,,,
174,job output data,工件輸出資料,,,
175,job output device,工件輸出裝置,,,
176,job output file,工件輸出檔案,,,
177,job output queue,工件輸出佇列,,,
178,job output stream,工件輸出流,,,
179,job pack area queue,工件包區佇列,,,
180,job pack area	,工件包區,,,
181,job parallel process,工件平行處理,,,
182,job parameter,工件參數,,,
183,job partition parameter,工件劃分參數,,,
184,job patch,工件修補,,,
185,job preparation,工件準備,,,
186,job priority,工件優先,作業優先級 ,,
187,job process,工件處理,,,
188,job processing,工件處理,作業處理 ,,
189,job processing control,工件處理控制,,,
190,job processing monitor,工件處理監視器,,,
191,job processing system,工件處理系統,,,
192,job processing unit,工件處理單元,,,
193,job processor,工件處理機,,,
194,job program,工件程式,,,
195,job program mode,工件程式模式,,,
196,job queue,工件佇列,作業隊列 ,,
197,job queue dump program,工件佇列傾印程式,,,
198,job queue entry,工件佇列入口,,,
199,job queue management,工件佇列管理,,,
200,job receiving message,工件接收訊息,,,
201,job recovery control file,工件恢復控制檔,,,
202,job region,工件區域,,,
203,job reporting,工件報告,,,
204,job request,工件請求,,,
205,job request control routine,工件請求控制常式,,,
206,job request selection,工件請求選擇,,,
207,job run,工件運行；工件運轉,,,
208,job schedule,工件排程,,,
209,job scheduler,工件排程器,,,
210,job scheduling,工件排程,作業調度 ,,
211,job search list,工件搜尋串列,,,
212,job selection,工件選擇,,,
213,job separation,工件分離,,,
214,job separator,工件分離器,,,
215,job separator pages,工件分隔頁,,,
216,job sequence,工件順序,,,
217,job sequence number,工件順序號碼,,,
218,job sequencing,工件定序,,,
219,job service prefix,工件服務前置,,,
220,job shop,工作現場；工件室,,,
221,job slot,工件槽,,,
222,job source device,工件源裝置,,,
223,job source file,工件源檔案,,,
224,job source image,工件源影像,,,
225,job source record,工件源記錄,,,
226,job specification language,工件規格語言,,,
227,job stack,工件堆疊,作業棧 ,,
228,job stack system,工件堆疊系統,,,
229,job start priority processing,工件起動優先處理,,,
230,job state,工件狀態,作業狀態 ,,
231,job statement,工件敘述,,,
232,job statement control,工件敘述控制,,,
233,job status,工件狀態,,,
234,job status area,工件狀態區,,,
235,job status information,工件狀態資訊,,,
236,job status word,工件狀態字,,,
237,job step,工件步驟,作業步 ,,
238,job step control,工件步驟控制,,,
239,job step control block	,工件步驟控制塊,,,
240,job step index	,工件步驟指標,,,
241,job step initiation,工件步驟啟動,,,
242,job step restart,工件步驟再啟動,,,
243,job step task,工件步驟任務,,,
244,job stream,工件流,作業流 ,,
245,job stream input,工件流輸入,,,
246,job stream processor,工件流處理機,,,
247,job submission,工件提交,,,
248,job support task,工件支援任務,,,
249,job swapping memory,工件調換記憶體,,,
250,job switching,工件交換,,,
251,job table,工件表,作業表 ,,
252,job throughput,工件通量,作業吞吐量 ,,
253,job time,工件時間,,,
254,job totals,工件總計,,,
255,job trailer,工件尾部,,,
256,job transfer port,工件傳送埠,,,
257,job unit block	,工件單元塊,,,
258,job virtual memory,工件虛擬記憶體,,,
259,job work order	,工件工作命令,,,
260,job's channel area,工件通道區,,,
261,job's console terminal,工件控制台終端機,,,
262,job's logical job name,工件邏輯工件名,,,
263,job's spooled listed output,工件排存列表輸出,,,
264,job's spooled punched output,工件排存打孔輸出,,,
265,joggle,輕搖,,,
266,join,聯合；結合；或,聯結 ,,
267,join dependency,結合相依,,,
268,join gate,結合閘；聯合閘,,,
269,join information content,聯合資訊內容,,,
270,join operation,結合運算,,,
271,joint,接頭,,,
272,joint access costs,聯合存取成本,,,
273,joint allocation,聯合配置量,,,
274,joint application design	,聯合應用設計,,,
275,joint computer conference	,聯合計算機會議,,,
276,joint coordinate system,聯合座標系統,,,
277,joint denial,反或,,,
278,joint denial gate,連斥閘；聯合拒絕閘,,,
279,joint gate,或閘,,,
280,joint information content,聯合資訊內容；聯合資訊內涵,,,
281,joint interpolated motion,聯合內插運動,,,
282,joint level control,聯合位準控制,,,
283,joint mark,結合標示,,,
284,joint operation,聯合操作,,,
285,Joint Photographic Experts Group,聯合影像專家小組 ;靜止影像壓縮標準,JPEG[靜止圖像壓縮]標准 ,,
286,joint position control,聯合位置控制,,,
287,joint rate control,聯合率控制,,,
288,joint space,聯合空間,,,
289,joint use,聯用,,,
290,jointed-arm configuration,聯合臂組態,,,
291,jointly managed device,聯合管理裝置,,,
292,Joseph effect,約瑟夫效應,約瑟夫效應 ,,
293,Josephosen memory,約瑟夫記憶體,,,
294,journal,日誌；期刊,日志 ,,
295,journal analyzer,日誌分析程式,,,
296,journal buffer,日誌緩衝器,,,
297,journal control command,日誌控制命令,,,
298,journal control program	,日誌控制程式,,,
299,journal control table	,日誌控制表,,,
300,journal dump,日誌傾印,,,
301,journal entry,日誌登錄,,,
302,journal file,日誌檔案,,,
303,journal management program	,日誌管理程式,,,
304,journal number,日誌號碼,,,
305,journal output,日誌輸出,,,
306,journal printer,日誌列印機,,,
307,journal reader,日誌閱讀機,,,
308,journal receiver,日誌接收器,,,
309,journal sheet,日誌表單,,,
310,journal tape printer,日誌帶列印機,,,
311,journal volume,日誌卷,,,
312,journaling,日誌登載,,,
313,journaling backup,日誌登載備份,,,
314,JOVIAL,JOVIAL語言,JOVIAL語言 ,,
315,joy stick,搖桿；操縱桿,操縱杆 ,,
316,joyswitch,操作開關,操作開關 ,,
317,JPEG,聯合影像專家小組 ;靜止影像壓縮標準,JPEG[靜止圖像壓縮]標准 ,,
318,JT,工件表,作業表 ,,
319,juke box optical disk system,自動換片光碟系統,,,
320,Jules' Own Version of International Algorithmic language,JOVIAL語言,JOVIAL語言 ,,
321,Julian data,太陽曆,,,
322,jumbo chip,大型晶片,,,
323,jump,跳越；跳位,跳 ,,
324,jump absolute,跳越絕對,,,
325,jump address register	,跳越位址暫存器,,,
326,jump address	,跳越位址,,,
327,jump and set return	,跳越並設定轉回,,,
328,jump condition,跳越條件,,,
329,jump instruction,跳越指令；跳位指令,轉移指令 ,,
330,jump last	,最後跳越,,,
331,jump lock,跳越鎖定,,,
332,jump on carry,進位則跳越,,,
333,jump on minus	,負則跳越,,,
334,jump on nonzero	,非零則跳越,,,
335,jump on parity even	,偶同位則跳越,,,
336,jump on positive	,正則跳越,,,
337,jump on zero	,零則跳越,,,
338,jump operation,跳越作業,,,
339,jump operator,跳越運算子,,,
340,jump order,跳越命令,,,
341,jump program,跳越程式,,,
342,jump relative,相對跳越,,,
343,jump relative instruction,相對跳越指令,,,
344,jump routine,跳越常式,,,
345,jump table,跳越表,,,
346,jump trace,跳越追蹤,,,
347,jumper,跳線器,跨接線 ,,
348,jumper area,跳線區,,,
349,jumper connection,跳線連接,,,
350,jumper wire,跳接線,,,
351,jumps and branching,跳位與分支,,,
352,junction,連接點,,,
353,junction box	,接線盒,,,
354,junction capacitance,接面電容,,,
355,junction record,連接記錄,,,
356,junction symbol,連接符號,,,
357,junction temperature,接點溫度,結溫 ,,
358,junction transistor,接面電晶體,,,
359,junction-to-ambient thermal resistance,結至環境熱阻,結至環境熱阻 ,,
360,junctor,連接器,,,
361,junior analyst,初級分析員,,,
362,junior computer operator,初級計算機操作員,,,
363,junior keypunch operator,初級打孔員,,,
364,junior operator,初級操作員,,,
365,junior programmer,初級程式員,,,
366,junior system analyst,初級系統分析員,,,
367,junk,無用數據,,,
368,Just In Time compiler,即時編譯程式,及時編譯程序 ,,
369,just in time learning	,適時學習,,,
370,justification,對齊；調整,調整 ,,
371,justification facility,整版設施,,,
372,justification range,調整範圍,,,
373,justified margin,整邊,邊緣調整 ,,
374,justified text,對齊文稿,,,
375,justify,整版；對齊；適當化,對齊,,
376,justify inhibit,禁止對齊,,,
377,just-in-time production,即時生產,及時生產 ,,
378,juxtaposition,並列,,,
379,JVM,Java虛擬機,Java虛擬機 ,,
