編號,原文,臺灣用語,大陸用語,其他用語,
187,random access storage,隨機存取儲存器；隨機存取儲存,,,
188,random access storage device,隨機存取儲存裝置,,,
189,random access store,隨機存取儲存,,,
190,random access stored program machine,隨機存取儲存程式機,,,
191,random access structure,隨機存取結構,,,
192,random access system,隨機存取系統,,,
193,random access time,隨機存取時間,,,
194,random address,隨機位址,,,
195,random addressing,隨機定址,,,
196,random analog signal analysis program,隨機類比信號分析程式,,,
197,random binary information,隨機二進制資訊,,,
198,random communication satellite,隨機通信衛星,,,
199,random communication satellite system,隨機通信衛星系統,,,
200,random context array grammar,隨機上下文陣列文法,,,
201,random counter,隨機計數器,,,
202,random data set,隨機資料集,,,
203,random defect,隨機缺陷,,,
204,random digit,隨機數位,,,
205,random distribution,隨機分配,,,
206,random encoding,隨機編碼,,,
207,random entry method,隨機登錄法,,,
208,random environment,隨機環境,,,
209,random error,隨機誤差,隨機差錯 ,,
210,random excitation simulation,隨機激勵模擬,,,
211,random failure,隨機失效；隨機故障,隨機失效 ,,
212,random fault,隨機故障,隨機故障 ,,
213,random fault analysis,隨機故障分析,,,
214,random file,隨機檔案,隨機文件 ,,
215,random file format,隨機檔案格式,,,
216,random file key,隨機檔案鍵,,,
217,random file mode,隨機檔案模式,,,
218,random file of fixed length record,（固）定長（度）記錄的隨機檔案,,,
219,random file organization,隨機檔案組織,,,
220,random file rollback,隨機檔案轉返,,,
221,random forcing function,隨機強制功能,,,
222,random function,隨機函數,,,
223,random Gaussian number,隨機高斯數,,,
224,random geometry technique,隨機幾何技術,,,
225,random library,隨機程式館,,,
226,random logic,隨機邏輯,,,
227,random logic design,隨機邏輯設計,,,
228,random logic device,隨機邏輯裝置,,,
229,random logic testing,隨機邏輯測試,,,
230,random model,隨機模型,,,
231,random multiple access,隨機多重存取,隨機多路訪問 ,,
232,random network,隨機網路,,,
233,random node,隨機節點,,,
234,random noise,隨機雜訊,隨機噪聲 ,,
235,random nonreturn-to-zero change on one,隨機逢1變化不歸零制,,,
236,random number,隨機數；亂數,隨機數 ,,
237,random number generation,隨機數產生,,,
238,random number generator,隨機數產生器,隨機數生成器 ,,
239,random number program,隨機數產生程式,,,
240,random number sequence,隨機數順序；隨機數數序,隨機數序列 ,,
241,random number table,隨機數表,,,
242,random order,隨機次序,,,
243,random organizational method,隨機組織方法,,,
244,random packet length,隨機包長度,,,
245,random page replacement,隨機頁面替換,隨機頁替換 ,,
246,random paralleling,隨機平行,,,
247,random path,隨機路徑,,,
248,random permutation,隨機置換；隨機排列,,,
249,random phase,隨機階段,,,
250,random placement,隨機布局,,,
251,random process,隨機處理,,,
252,random processing,隨機處理,隨機處理 ,,
253,random reducibility,隨機歸約,隨機歸約[性] ,,
254,random rehash,隨機再雜湊,,,
255,random rehash method,隨機再雜湊法,,,
256,random rehash technique,隨機再雜湊技術,,,
257,random replacement,隨機替換,,,
258,random retransmission interval,隨機再傳輸間隔,,,
259,random routing,隨機選路,,,
260,random sampling,隨機抽樣；隨機採樣,,,
261,random scan,隨機掃瞄,隨機掃描 ,,
262,random scan function,隨機掃瞄函數,,,
263,random scan storage tube display,隨機掃瞄存儲管顯示,,,
264,random schedule,隨機排程,隨機調度 ,,
265,random scheduling,隨機排程,,,
266,random search procedure,隨機搜尋程序,,,
267,random searching,隨機搜尋,隨機查找 ,,
268,random selection,隨機選擇,,,
269,random selection strategy,隨機選擇策略,,,
270,random self-reducibility,隨機自歸約,隨機自歸約[性] ,,
271,random sentence generator,隨機句子產生器,,,
272,random sequence,隨機序列,,,
273,random sequential access,隨機順序存取,,,
274,random series,隨機級數,,,
275,random signal,隨機信號,,,
276,random sine wave,隨機正弦波,,,
277,random software test,隨機軟體測試,,,
278,random sparse graph,隨機稀疏圖,,,
279,random start,隨機起動,,,
280,random switching,隨機開關,隨機開關 ,,
281,random test generation,隨機測試產生,隨機測試產生[法] ,,
282,random testing,隨機測試,隨機測試 ,,
283,random time,隨機時間,,,
284,random time varying channel,隨機時變通道,,,
285,random uniform number,均勻分散的隨機數,,,
286,random user buffer,隨機用戶緩衝器,,,
287,random variable,隨機變數,,,
288,random variation,隨機變動,隨機變化 ,,
289,random vector,隨機向量,,,
290,random vibration,隨機振動,,,
291,random walk,隨機走步,,,
292,random walk method,隨機漫步法,,,
293,random-coding bound,隨機編碼限界,,,
294,randoming scheme,隨機化方案,,,
295,randomization,隨機化,,,
296,randomize,隨機化,,,
297,randomize block,隨機段,,,
298,randomize routine,隨機化常式,,,
299,randomize scheme,隨機化方案,,,
300,randomize table,隨機化表,,,
301,randomized nonreturn-to-zero change on one,隨機逢1變化不歸零制,,,
302,randomizer,隨機產生器,,,
303,randomizing,隨機化,,,
304,randomizing distributed data,隨機分散資料,,,
305,randomizing file addressing,隨機化檔案定址,,,
306,randomizing formula,隨機化公式,,,
307,randomizing technique,隨機化技術,,,
308,randomizing transform,隨機化變換,,,
309,randomness,隨機（性）,,,
310,randomness test,隨機測試,,,
311,random-perturbation optimization,隨機擾動最佳化,,,
312,range,範圍；距離,,,
313,range adjustment,值域調整；距離調整,,,
314,range algorithm,範圍算法,,,
315,range analysis,值域分析,,,
316,range attribute,範圍屬性,,,
317,range check,範圍檢查；區域檢查,,,
318,range checking,範圍檢查,,,
319,range coding,範圍編碼,,,
320,range computer,範圍計算機,,,
321,range constraint,範圍約束,,,
322,range constriction,範圍壓縮,,,
323,range constriction search,範圍壓縮搜索,,,
324,range estimating procedure,範圍估計程序,,,
325,range evaluation procedure,範圍評估程序,,,
326,range extender,範圍延伸器,,,
327,range figures,範圍數,,,
328,range finder,測距器,,,
329,range image,範圍影像,,,
330,range independent,值域獨立,,,
331,range index,範圍索引,,,
332,range key,範圍鍵；範圍關鍵字,,,
333,range limit,範圍限制,范圍界限 ,,
334,range of a variable,變數作用域,,,
335,range of balanced error,平衡誤差範圍,,,
336,range of defocusing,散焦測距,散焦測距 ,,
337,range of DO,DO語句域,,,
338,range of error,誤差範圍,,,
339,range of scalar variable,純量變數範圍,,,
340,range of triangle,三角測距,三角測距 ,,
341,range query,範圍查詢,,,
342,range relation,範圍關係,,,
343,range specification,範圍規格,范圍規定,,
344,range switch,範圍開關,,,
345,range variable,範圍變數,,,
346,rank,階級；秩；等級,,,
347,rank defect,階級缺陷,,,
348,rank of a node,節點秩數,,,
349,rank statistics,秩統計量,,,
350,ranked alphabet,有序字母表,,,
351,ranked matching,有序匹配,,,
352,ranked of automata,自動機的秩評定,,,
353,rapid access,快速存取,,,
354,rapid access loop,快速存取迴路,,,
355,rapid access memory,快速存取記憶體,,,
356,rapid access processing,快速存取處理,,,
357,rapid access storage,快速存取儲存；快速存取儲存器,,,
358,rapid access storage memory,快速存取儲存器,,,
359,rapid answer,快速回答,,,
360,rapid cycle,快速循環,,,
361,rapid developement skill,快速開發技巧,,,
362,rapid digital automatic computing system,快速數位自動計算系統,,,
363,rapid internal storage,快速內儲存,,,
364,rapid memory,快速記憶體,,,
365,rapid printer,快速列印機,,,
366,rapid prototyping,快速原型設計,原型速成 ,,
367,rapid prototyping method,快速原型設計方法,,,
368,rapid random access memory,快速隨機存取記憶體,,,
369,rapid storage,快速儲存,,,
370,rapidly extensible language,快速可擴充語言,,,
371,rapidly growing function,快速增長函數,,,
372,rare earth,稀土,,,
373,rare earth element,稀土元素,,,
374,rare earth orthoferrite,稀土正鐵氧體,,,
375,rare gas,稀有氣體,,,
376,rarefaction state,稀疏狀態,,,
377,RARP,地址反解析協定,逆地址解析協議 ,,
378,r-ary function,r進函數,,,
379,r-ary predicate,r進述詞,,,
380,raster,光柵；光域,,,
381,raster burn,光柵燒毀,,,
382,raster count,光柵計數,,,
383,raster data structure,光柵資料結構,柵格數據結構 ,,
384,raster display,光柵顯示器,光柵顯示 ,,
385,raster display device,光柵顯示裝置；掃瞄顯示裝置,,,
386,raster distortion,光柵失真,,,
387,raster formatted picture,光柵格式化圖畫,,,
388,raster graphics,光柵圖形；光域圖形,,,
389,raster grid,光柵網格,,,
390,raster image processor	,光柵掃瞄影像處理機,,,
391,raster manipulation,光柵調處,,,
392,raster overlay,光柵覆蓋,,,
393,raster pattern,光柵型樣,,,
394,raster pattern generator,光柵型樣產生器,,,
395,raster pattern overlay,光柵型樣重疊,,,
396,raster pattern storage,光柵型樣儲存,,,
397,raster plotter,光柵繪圖器；光域繪圖器,,,
398,raster printer,光柵列印機,,,
399,raster scan,光柵掃瞄,光柵掃描 ,,
400,raster scan art,光柵掃瞄藝術,,,
401,raster scan computer graphic display,光柵掃瞄電腦圖形顯示,,,
402,raster scan display,光柵掃瞄顯示,,,
403,raster scan graphics,光柵掃瞄圖形學,,,
404,raster scan hidden surface algorithm,光柵掃瞄隱面算法,,,
405,raster scan imaging,光柵掃瞄成像,,,
406,raster scan plotter,光柵掃瞄繪圖器,,,
407,raster timing,光柵計時,,,
408,raster to vector,光柵至向量,,,
409,raster unit,光柵單位；光域單位,,,
410,raster-to-vector conversion,描點至向量轉換,,,
411,ratchet,棘輪；棘爪,,,
412,ratchet wheel,棘輪,,,
413,rate,速度；速率；（比）率；價格；費率,,,
414,rate and route operator,費率和路徑操作員,,,
415,rate center,費率中心,,,
416,rate control,速率控制,速率控制 ,,
417,rate distortion function,信號率失真函數,,,
418,rate multiplier,比率乘數,,,
419,rate network,費率網路,,,
420,rate of data signalling,收據傳輸速率,,,
421,rate of dynamic coincident code,動態重碼率,動態重碼率 ,,
422,rate of gate-to-pin,閘對接線比率,,,
423,rate of information throughput	,資訊通量率,,,
424,rate of information transmission,資訊傳輸率,,,
425,rate of keying error,鍵入錯誤率,,,
426,rate of load growth,負載成長率,,,
427,rate of occurrence of error,誤差出現率,,,
428,rate of perforation,打孔速率,,,
429,rate of punch,打孔速率,,,
430,rated current,額定電流,,,
431,rated frequency,額定頻率,,,
432,rated frequency range,額定頻率範圍,,,
433,rated load,額定負載,額定負載 ,,
434,rated output,額定輸出,,,
435,rated speed,額定速率,,,
436,rated voltage,額定電壓,額定電壓 ,,
437,rated voltage range,額定範圍電壓,,,
438,rate-grown junction,變速生長連接,,,
439,rate-grown method,變速生長法,,,
440,rate-grown transistor,變速生長電晶體,,,
441,rating,額定值；標稱值；定額,,,
442,ratio,比；比率,,,
443,ratio calculator,比率計算器,,,
444,ratio control,比率控制,比值控制 ,,
445,ratio controller,比率控制器,,,
446,ratio error,比率誤差,,,
447,ratio method,比率法,,,
448,ratio minimization,比率最小化,,,
449,ratio of gate-to-pin,閘對接線比,,,
450,ratiocination,推論,,,
451,rational,有理（的）；合法（的）,,,
452,rational agent,有理代理,理性主體 ,,
453,rational approximation,有理式近似,,,
454,rational Bezier curve,有理貝齊爾曲線,有理貝濟埃曲線 ,,
455,rational differential system,有理微分系統,,,
456,rational expression,有理表式,,,
457,rational fraction,有理分數,,,
458,rational fraction approximation,有理分數近似,,,
459,rational fraction interpolation,有理分數內插,,,
460,rational function,有理函數,,,
461,rational geometric design,有理幾何設計,有理几何設計 ,,
462,rational interpolating function,有理內插函數,,,
463,rational interval function,有理間隔函數,,,
464,rational number,有理數,,,
465,rationale,理論基礎；基本原理,,,
466,rationality,有理性,理性 ,,
467,rationalization,有理化,,,
468,rationalizing denominator,有理化分母,,,
469,raw,原始的；未處理的；未加工的；組糙的,寫后讀 ,,
470,raw data,原始資料,原始數據 ,,
471,raw event,原始事件,,,
472,raw information,原始資訊,,,
473,raw laser power,初始雷射功率,,,
474,raw material,原始材料,,,
475,raw queue,原始佇列,,,
476,raw read data,原始讀出數據,,,
477,raw storage,原始儲存,,,
478,raw tape,原始帶,,,
479,ray,線；射線；半直線,,,
480,ray cast,光線投射,光線投射 ,,
481,ray tracing,射線追蹤,光線跟蹤, *光線追蹤 ,,
482,Rayleigh distribution,雷利分佈,,,
483,Rayleigh fading channel,瑞雷衰落通道,,,
484,Rayleigh scattering,瑞利散射,,,
485,Rayleigh-Ritz method,瑞利－里茲方法,,,
486,RC paper,感光相紙,,,
487,RDA,遠程資料庫存取,遠程數據庫訪問 ,,
488,RDI,遠程缺陷指示,遠端缺陷指示 ,,
489,reach,到達,,,
490,reachability,可達性,可達性 ,,
491,reachability by step,步可達性,步可達性 ,,
492,reachability graph,可達性圖,可達圖 ,,
493,reachability matrix,可達性矩陣,,,
494,reachability relation,可達性關係,可達性關系 ,,
495,reachability tree,可達性樹,可達樹 ,,
496,reachable forest,可達森林,可達森林 ,,
497,reachable marking,可達標識,可達標識 ,,
498,reachable marking graph,可達標識圖,可達標識圖 ,,
499,reachable node,可達節點,,,
500,reachable point,可達點,,,
501,reachable symbol,可達符號,,,
502,reachable vertex,可達頂點,,,
503,reactance,電抗,,,
504,reactance association,電抗結合,,,
505,reactance modulator,電抗調變器,,,
506,reactivation,重激活；再生,,,
507,reactive,反應,,,
508,reactive agent,反應代理,反應主體 ,,
509,reactive information center,反應型資訊中心,,,
510,reactive learning environment,反應性學習環境,,,
511,reactive mode,反應模式,,,
512,reactor simulator,反應堆模擬器,,,
513,read,讀；讀出；讀取,讀 ,,
514,read access,讀出存取,讀訪問 ,,
515,read access time,讀出存取時間,,,
516,read access type,讀出存取型式,,,
517,read after punch check,打孔後讀出檢查,,,
518,read after write,寫後讀出,寫后讀 ,,
519,read after write check,寫後讀出檢查,,,
520,read after write delay,寫後讀出延遲,,,
521,read after write verify,寫後讀出驗證,,,
522,read after write	,寫後讀出,,,
523,read ahead queue,讀前隊列,,,
524,read amplifier,讀出放大器,,,
525,read and write head,讀寫頭,讀/寫磁頭,,
526,read and write statement,讀及寫敘述,,,
527,read around,繞讀,,,
528,read around check,繞讀檢查,,,
529,read around number,繞讀數,,,
530,read around ratio,繞讀比,,,
531,read back,回讀,,,
532,read back check,回讀核對（同echocheck）,,,
533,read back signal,回讀信號,,,
534,read backward,反向讀,,,
535,read buffer register,讀緩衝暫存器,,,
536,read bus,讀匯流排,,,
537,read channel,讀通道,,,
538,read counter,讀計數器,,,
539,read current,讀電流,,,
540,read cycle,讀週期,,,
541,read cycle time,讀週期時間,,,
542,read data latch signal,讀數據鎖存信號,,,
543,read data line,讀資料線,讀數據線 ,,
544,read data strobe,讀出資料選通,,,
545,read deskew,讀出抗扭斜,,,
546,read detector,讀出檢測器,,,
547,read driver,讀驅動器,,,
548,read equalization,讀均衡,讀均衡 ,,
549,read error rate,讀錯誤率,,,
550,read exit,讀出口,,,
551,read exit option,讀出口選項,,,
552,read file program,讀檔案程式,,,
553,read gap scatter,讀間隙散佈,,,
554,read gap skew,讀間隙偏斜,,,
555,read half-pulse,讀半脈波,,,
556,read halt,讀停止,,,
557,read head,讀頭,讀（磁）頭,,
558,read head stack,讀頭堆疊,,,
559,read home address,讀起始位址,,,
560,read hopper,讀卡箱,,,
561,read in,讀入,,,
562,read in program,讀入程式,,,
563,read in unit,讀入單元,,,
564,read initial program,讀初始程式,,,
565,read intent,讀意向,,,
566,read interpreter,讀解譯器,,,
567,read interrupt allow set,讀中斷容許集,,,
568,read line,讀線,,,
569,read lock,讀鎖,讀鎖 ,,
570,read mechanism,讀機構,,,
571,read modified operation,讀入修正操作,,,
572,read modify write,讀修改寫,,,
573,read modify write cycle,讀修改寫週期,,,
574,read mostly memory	,RMM可改寫唯讀記憶體,,,
575,read noise,讀雜訊,讀噪聲 ,,
576,read only,唯讀,,,
577,read only access,唯讀存取,,,
578,read only access mode,唯讀存取模式,,,
579,read only bit,唯讀位元,,,
580,read only device,唯讀裝置,,,
581,read only file,唯讀檔案,,,
582,read only input tape,唯讀輸入帶,,,
583,read only memory buffer,唯讀記憶體緩衝,,,
584,read only memory simulator,唯讀記憶體模擬器,,,
585,read only memory	,唯讀記憶體；僅讀記憶體,只讀存儲器,,
586,read only mode,唯讀模,,,
587,read only nano store file,唯讀毫微儲存檔案,,,
588,read only operation,唯讀操作,,,
589,read only optical disk,唯讀光碟,,,
590,read only procedure,唯讀程序,,,
591,read only program,唯讀程式,,,
592,read only register,唯讀暫存器,,,
593,read only storage,唯讀儲存；唯讀儲存（器）,,,
594,read only store,唯讀儲存,,,
595,read only subpool,唯讀子池,,,
596,read operation,閱讀作業,,,
597,read out,讀出,,,
598,read out circuit,讀出電路,,,
599,read out command,讀出命令,,,
600,read out counter,讀出計數器,,,
601,read out device,讀出裝置,,,
602,read out equipment,讀出設備,,,
603,read out gate,讀出閘,,,
604,read out information,讀出資訊,,,
605,read out position,讀出位置,,,
606,read out signal,讀出信號,,,
607,read out station,讀出站,,,
608,read out time,讀出時間,,,
609,read out tube,讀出管,,,
610,read out unit,讀出單元,,,
611,read out voltage,讀出電壓,,,
612,read out winding,讀出繞組,,,
613,read output,讀輸出,,,
614,read over,讀完,,,
615,read page procedure,讀頁程序,,,
616,read password,讀通行碼,,,
617,read path,讀路徑,閱讀通路,,
618,read permission,允讀,,,
619,read primitive,讀入基元,讀入原語 ,,
620,read procedure,讀過程；讀程序,,,
621,read protection,讀保護,,,
622,read pulse,閱讀脈波,,,
623,read punch overlap,讀打孔重疊,,,
624,read punch unit,讀打卡機,,,
625,read rate,閱讀率,,,
626,read raw data,讀原始數據,,,
627,read receipt,讀入回條,,,
628,read record,讀記錄,,,
629,read recovery,讀恢復,,,
630,read release,讀釋放,,,
631,read response,讀出回應,,,
632,read reverse,反讀,,,
633,read right,讀權,,,
634,read routine,讀常式,,,
635,read screen,讀螢幕,,,
636,read sector,讀扇區,,,
637,read select line,讀選擇線,讀選擇線 ,,
638,read sharing,共同讀取,,,
639,read signal,讀信號,讀信號 ,,
640,read skew,讀偏斜,,,
641,read start time,讀開始時間,,,
642,READ statement,讀敘述,,,
643,read station,讀取站,閱讀台,,
644,read strobe,讀選通,,,
645,read system call,讀入系統呼叫,,,
646,read tape operation,讀帶操作,,,
647,read text program,讀正文程式,,,
648,read through module,讀通過模組,,,
649,read time,閱讀時間,,,
650,read to read crosstalk,讀間串音,,,
651,read track,讀軌,,,
652,read unit,讀單元,,,
653,read verify,讀取驗證,,,
654,read while write,寫時讀；邊寫邊讀,邊寫邊讀 ,,
655,read while writing,寫時讀,,,
656,read winding,讀捲,,,
657,read writing,讀寫,,,
658,read/write,讀寫,,,
659,read/write access mode,讀寫存取模式,,,
660,read/write bipolar cell,讀寫雙極格,,,
661,read/write channel,讀寫通道,,,
662,read/write check,讀寫核對,,,
663,read/write check indicator,讀寫核對指示器,,,
664,read/write CMOS cell,讀寫互補金氧半導體晶格,,,
665,read/write command,讀寫命令,,,
666,read/write compatible head,讀寫相容頭,,,
667,read/write control,讀寫控制,,,
668,read/write counter,讀寫計數器,,,
669,read/write cycle,讀寫週期,,,
670,read/write cycle time,讀寫週期時間,,,
671,read/write disturbed-one output signal,讀寫受擾的1輸出信號,,,
672,read/write drive,讀寫驅動器,,,
673,read/write erase head,讀寫抹除頭,,,
674,read/write head,讀寫頭,讀寫[磁]頭 ,,
675,read/write indicator check,讀寫指示器檢查,,,
676,read/write memory,讀寫記憶體,,,
677,read/write memory module,讀寫記憶體模組,,,
678,read/write opening,讀寫開口,讀寫開口,,
679,read/write operation,讀寫操作,,,
680,read/write protection,讀寫保護,,,
681,read/write register,讀寫暫存器,,,
682,read/write slot,讀寫槽,讀寫槽,,
683,read/write station,讀寫站,,,
684,read/write storage tape,讀寫儲存帶,,,
685,read/write subpool,讀寫子池,,,
686,read/write system,讀寫系統,,,
687,read/write time,讀寫時間,,,
688,read/write waiting time,讀寫等待時間,,,
689,read/write/erase head assembly,讀寫抹除磁頭組合,,,
690,read〔write〕cycle time,讀〔寫〕週期時間,讀〔寫〕周期時間,,
691,readability,可讀性,,,
692,readable line,可讀性行,,,
693,readatron,印刷數據讀出和變換裝置,,,
694,readdressing,再編址；再尋址,,,
695,reader,閱讀機,,,
696,reader card punch,讀卡打卡機,,,
697,reader control,閱讀機控制,,,
698,reader copier,閱讀複製機,,,
699,reader interpreter,閱讀解譯機,,,
700,reader light,閱讀機燈,,,
701,reader mark,閱讀機標示,,,
702,reader printer,閱讀印刷機,,,
703,reader signal processing,閱讀機信號處理,,,
704,reader sorter,閱讀分類器,,,
705,reader table,閱讀機台,,,
706,reader type,閱讀機型式,,,
707,reader unit,閱讀機單元,,,
708,reader/writer,讀寫器,,,
709,readiness review,就緒查核,,,
710,readiness time,就緒時間,,,
711,reading access time,讀取時間,,,
712,reading accuracy,讀出精確度,,,
713,reading brush,讀取刷,,,
714,reading circuit,讀出電路,,,
715,reading duration,讀出期間,,,
716,reading gun,讀取電槍,,,
717,reading head,讀（出）頭,,,
