編號,原文,臺灣用語,大陸用語,其他用語,
200,Hanzi inputing code,漢字輸入碼,漢字輸入碼 ,,
201,Hanzi internal code,漢字內碼,漢字內碼 ,,
202,Hanzi keyboard,漢字鍵盤,漢字鍵盤 ,,
203,Hanzi keyboard input method,漢字鍵盤輸入法,漢字鍵盤輸入方法 ,,
204,Hanzi laser printer,漢字雷射印表機,漢字激光印刷機 ,,
205,Hanzi number,字號,字號 ,,
206,Hanzi order,字序,字序 ,,
207,Hanzi output,漢字輸出,漢字輸出 ,,
208,Hanzi printer,漢字印表機,漢字打印機 ,,
209,Hanzi pronunciation,字音,字音 ,,
210,Hanzi quantity,字量,字量 ,,
211,Hanzi recognition,漢字識別,漢字識別 ,,
212,Hanzi recognition system,漢字識別系統,漢字識別系統 ,,
213,Hanzi section-position code,漢字區位碼,漢字區位碼 ,,
214,Hanzi set,漢字集,漢字集 ,,
215,Hanzi specimen,漢字樣本,漢字樣本 ,,
216,Hanzi specimen bank,漢字樣本庫,漢字樣本庫 ,,
217,Hanzi structure,漢字結構,漢字結構 ,,
218,Hanzi style,字體,字體 ,,
219,Hanzi terminal,漢字終端機,漢字終端 ,,
220,Hanzi thermal printer,漢字熱轉印印表機,漢字熱敏印刷機 ,,
221,Hanzi utility program,漢字公用程式,漢字公用程序 ,,
222,Hanzi wire impact printer,漢字針式印表機,漢字針式打印機 ,,
223,hard,硬的,,,
224,hard adder,硬加法器,,,
225,hard axis,硬軸,,,
226,hard bubble,硬泡,,,
227,hard bubble suppression,硬泡抑制,,,
228,hard card,硬卡,,,
229,hard computing,硬計算,,,
230,hard copy,硬複製；硬拷貝,硬拷貝,,
231,hard copy facility,硬複製設施,,,
232,hard copy interface,硬複製介面,,,
233,hard copy interpretation,硬複製解譯,,,
234,hard copy log,硬複製登錄,,,
235,hard copy numeric input,硬複製數字輸入,,,
236,hard copy output,硬複製輸出,,,
237,hard copy peripheral,硬複製週邊,,,
238,hard copy printer,硬複製列印機,,,
239,hard copy printout,印出硬複製,,,
240,hard copy system,硬複製系統,,,
241,hard copy task,硬複製任務,,,
242,hard copy terminal,複印式終端機,,,
243,hard copy unit,硬複製單元,,,
244,hard copy video interface,硬複製視介面,,,
245,hard core,硬磁心,,,
246,hard core entry descriptor,硬核心入口描述符,,,
247,hard core fault,核心硬體故障,,,
248,hard disc,硬碟,硬盤,,
249,hard disc operating system,硬碟作業系統,,,
250,hard disk controller,硬碟控制器,,,
251,hard disk drive,硬磁碟驅動機,硬盤驅動器 ,,
252,hard disk,硬碟,硬盤,,
253,hard drive,硬驅動機,,,
254,hard error,硬體錯誤,硬錯誤 ,,
255,hard facility,硬設施,,,
256,hard failure,嚴重故障,,,
257,hard fault,硬故障,硬故障 ,,
258,hard format,硬格式,,,
259,hard hole,硬打孔,,,
260,hard hyphen,硬性,硬連字符,,
261,hard limited integrator,硬限量積分器,,,
262,hard limiter,硬限制器,,,
263,hard limiting,硬限制,,,
264,hard machine check,硬機器檢查,,,
265,hard magnetic material,硬磁材料,,,
266,hard page break,硬分頁,硬分頁,,
267,hard particle,硬粒子,,,
268,hard permalloy head,硬合金頭,,,
269,hard programmable control unit,硬可程式控制單元,,,
270,hard pulse,強脈衝,,,
271,hard return,硬回覆,,,
272,hard sector,硬扇區,,,
273,hard sector disk,硬扇區磁碟,,,
274,hard sectored,硬扇區,,,
275,hard sectored disk,硬扇區磁碟,,,
276,hard sectored format,硬扇區格式,硬扇區格式 ,,
277,hard sectoring,硬分區,硬分扇區,,
278,hard space,硬間隔,硬間隔  ,,
279,hard stop,硬停機,硬停機 ,,
280,hard to get data,難得資料,,,
281,hard wait,硬等待,,,
282,hard wired,硬佈線,,,
283,hard wired circuit,硬佈線電路,,,
284,hard wired connection,硬線連接,,,
285,hard wired control,硬佈線控制,,,
286,hard wired controller,硬佈線控制器,,,
287,hard wired index,硬佈線指數,,,
288,hard wired instruction,硬佈線指令,,,
289,hard wired interconnection,硬佈線互連,,,
290,hard wired logic,硬佈線邏輯,,,
291,hard wired numerical control,硬佈線數值控制,,,
292,hard wired system,硬佈線系統,,,
293,hard wired terminal,硬佈線終端,,,
294,hardened memory system,固化記憶體系統,,,
295,hardest first strategy,最難優先策略,,,
296,hardware,硬體,硬件 ,,
297,hardware address,硬體位址,,,
298,hardware address control,硬體位址控制,,,
299,hardware aid to software,軟體的硬體輔助,,,
300,hardware algorithm,硬體演算法,,,
301,hardware arbiter,硬體仲裁器,,,
302,hardware architecture,硬體體系架構,,,
303,hardware assembler,硬體組合程式,,,
304,hardware assisted high level debugging,硬體輔助的高階除錯,,,
305,hardware associative memory,硬體相聯記憶體,,,
306,hardware availability ratio,硬體可用率,,,
307,hardware bootstrap,硬體自舉,,,
308,hardware breakpoint,硬體斷點,,,
309,hardware character,硬體字元,,,
310,hardware character generator,硬體字元產生器,,,
311,hardware check,硬體檢查,硬件檢驗 ,,
312,hardware check routine,硬體檢查常式,,,
313,hardware checksum,硬體核對和,,,
314,hardware communication region,硬體通訊區域,,,
315,hardware compatibility,硬體相容性,,,
316,hardware compiler,硬體編譯程式,,,
317,hardware component,硬體組件,,,
318,hardware configuration,硬體組態,,,
319,hardware configuration item,硬體組態表項,硬件配置項 ,,
320,hardware configuration table,硬體組態表,,,
321,hardware console,硬體控制台,,,
322,hardware construction,硬體構造,,,
323,hardware context,硬體配置,,,
324,hardware control,硬體控制,,,
325,hardware control field,硬體控制欄,,,
326,hardware control flag,硬體控制旗標,,,
327,hardware core,硬體核心,,,
328,hardware cost,硬體成本,,,
329,hardware data control,硬體資料控制,,,
330,hardware data extraction,硬體資料萃取,,,
331,hardware debug,硬體除錯,,,
332,hardware deficiency,硬體缺陷,,,
333,hardware description language,硬體描述語言,硬件描述語言 ,,
334,hardware design,硬體設計,,,
335,hardware design language,硬體設計語言,硬件設計語言 ,,
336,hardware diagnostic,硬體診斷,,,
337,hardware diagnostic program,硬體診斷程式,,,
338,hardware digital processing,硬體數位處理,,,
339,hardware display vector,硬體顯示向量,,,
340,hardware dump,硬體傾印,,,
341,hardware dump area,硬體傾印區,,,
342,hardware emulation cross compiler,硬體仿真交叉編譯程式,,,
343,hardware emulator,硬體仿真器,,,
344,hardware enhancement,硬體增強,,,
345,hardware error,硬體錯誤,硬錯,,
346,hardware error recovery management system,硬體錯誤復原管理系統,,,
347,hardware evaluation,硬體評估,,,
348,hardware facility,硬體設施,,,
349,hardware fault,硬體故障,硬件故障 ,,
350,hardware fault detection,硬體故障檢測,,,
351,hardware fault recovery,硬體故障恢復,,,
352,hardware firmware software trade-off,硬體韌體軟體折衷,,,
353,hardware implemented fault tolerance,硬體實施容錯,,,
354,hardware instruction,硬體指令,,,
355,hardware instruction retry,硬體指令再試,,,
356,hardware intensive fault tolerance,硬體密集容錯,,,
357,hardware interface,硬體介面,,,
358,hardware interface module,硬體介面模組,,,
359,hardware interlock register,硬體互鎖暫存器,,,
360,hardware interpreter,硬體解譯器,,,
361,hardware interrupt,硬體中斷,,,
362,hardware interrupt facility,硬體中斷設施,,,
363,hardware interrupt system,硬體中斷系統,,,
364,hardware isolation of program,程式的硬體隔離,,,
365,hardware language,硬體語言,,,
366,hardware layer,硬體層,,,
367,hardware level,硬體層次,,,
368,hardware lock,硬體鎖定,,,
369,hardware logic diagram,硬體邏輯圖,,,
370,hardware maintenance,硬體維護,,,
371,hardware malfunction,硬體失靈,,,
372,hardware management,硬體管理,,,
373,hardware manufacturers association,硬體製造商協會,,,
374,hardware measurement tool,硬體測量工具,,,
375,hardware memory system,硬體記憶體系統,,,
376,hardware microcode optimizer,硬體微碼最佳化器,,,
377,hardware model,硬體模型,,,
378,hardware module,硬體模組,,,
379,hardware monitor,硬體監視器,硬件監控器 ,,
380,hardware monitor interface,硬體監視器介面,,,
381,hardware monitoring,硬體監視,,,
382,hardware multiplier,硬體乘法器,,,
383,hardware multiply module,硬體乘法模組,,,
384,hardware multithreading,硬體多線執行,硬件多線程 ,,
385,hardware operation,硬體操作,,,
386,hardware optimization,硬體最佳化,,,
387,hardware option,硬體選項,,,
388,hardware padding sequence,硬體填充順序,,,
389,hardware PCB,硬體處理控制段,,,
390,hardware performance,硬體效能,,,
391,hardware performance study,硬體效能研究,,,
392,hardware pipeline,硬體管線,,,
393,hardware platform,硬體平台,硬件平台 ,,
394,hardware priority interrupt,硬體優先中斷,,,
395,hardware probe,硬體探針,,,
396,hardware process control block,硬體處理控制段,,,
397,hardware realization of operating system,作業系統硬體實現,,,
398,hardware real-time monitor,硬體即時監視器,,,
399,hardware recovery,硬體恢復,,,
400,hardware redundancy,硬體冗餘,硬件冗余 ,,
401,hardware redundancy check,硬體冗餘檢查,硬件冗余檢驗 ,,
402,hardware register,硬體暫存器,,,
403,hardware register saving,硬體暫存器保存,,,
404,hardware reliability,硬體可靠性,,,
405,hardware representation,硬體表示式,,,
406,hardware requirement,硬體需求,,,
407,hardware resident,硬體常駐,,,
408,hardware resource,硬體資源,硬件資源 ,,
409,hardware resource control,硬體資源控制,,,
410,hardware resource utilization,硬體資源利用,,,
411,hardware security,硬體安全,硬件安全 ,,
412,hardware selection criteria,硬體選擇準則,,,
413,hardware selector,硬體選擇器,,,
414,hardware serviceability ratio,硬體可服務性比率,,,
415,hardware simulator,硬體模擬器,,,
416,hardware specification sheet,硬體規格表單,,,
417,hardware stack,硬體堆疊,,,
418,hardware structure,硬體結構,,,
419,hardware subassembly,硬體次總成,,,
420,hardware subsystem,硬體子系統,,,
421,hardware support,硬體支援,,,
422,hardware support device,硬體支援裝置,,,
423,hardware support kit,硬體支援套件,,,
424,hardware supported vector operation,硬體支援的向量運算,,,
425,hardware system,硬體系統,,,
426,hardware system command,硬體系統命令,,,
427,hardware tab,硬體欄標,,,
428,hardware tariff,硬體費率,,,
429,hardware technology,硬體技術,,,
430,hardware test,硬體測試,,,
431,hardware testing,硬體測試,硬件測試 ,,
432,hardware timer,硬體計時器,,,
433,hardware trace mode,硬體追蹤模,,,
434,hardware unit,硬體單元,,,
435,hardware verification,硬體驗證,硬件驗証 ,,
436,hardware verification technique,硬體驗證技術,,,
437,hardware virtualizer,硬體虛擬器,,,
438,hardware word package,硬體字套裝軟體,,,
439,hardware word size,硬體字長,,,
440,hardware zone,硬體區,,,
441,hardware/software co-design,軟硬體協同設計,軟硬件協同設計 ,,
442,hardwire,固線；硬線,,,
443,hardwired control,硬線控制,硬聯線控制 ,,
444,hard-wired logic,硬線邏輯,硬連線邏輯[電路] ,,
445,hardwiring,硬連線,,,
446,harmful interference,有害干擾,,,
447,harmonic,諧波；調和,,,
448,harmonic analysis,諧波分析,,,
449,harmonic distortion,諧波失真,,,
450,harmonic equation,調和方程式,,,
451,harmonic excitation,諧波激勵,,,
452,harmonic filter,諧波濾波器,,,
453,harmonic function,調和函數,,,
454,harmonic number,調和數,,,
455,harmonic oscillator,諧波振盪器,,,
456,harmonic response,諧波回應,,,
457,harmonic response characteristic,諧波回應特性,,,
458,harmonic series,調和級數,,,
459,harmonic signal,諧波信號,諧波信號 ,,
460,harmonic telephone ringer,諧波電話振鈴器,,,
461,harness,導線,,,
462,Hartley,哈特立,,,
463,Harvard structure,哈佛結構,哈佛結構 ,,
464,hash,散列,,,
465,hash address,散列位址,,,
466,hash addressing,散列定址,,,
467,hash addressing method,散列定址法,,,
468,hash algorithm,散列演算法,,,
469,hash algorithm information table,散列演算法資訊表,,,
470,hash algorithm library,散列演算法程式館,,,
471,hash block,散列段,,,
472,hash code,散列碼,,,
473,hash coding,散列編碼,,,
474,hash coding scheme,散列編碼方案,,,
475,hash file,散列檔案,,,
476,hash file system,散列檔案系統,,,
477,hash function,散列函數,散列函數 ,,
478,hash function solvability,散列函數可解性,,,
479,hash index,散列索引,散列索引 ,,
480,hash indexing,散列索引,,,
481,hash indexing technique,散列索引技術,,,
482,hash key,散列關鍵,,,
483,hash mark,散列標示,,,
484,hash method,散列法,,,
485,hash routine,散列常式,,,
486,hash table,散列表,,,
487,hash table bucket,散列表包,,,
488,hash table entry,散列表項,,,
489,hash table search,散列表搜尋,散列表搜索,,
490,hash total,散列總計,,,
491,hash transformation,散列變換,,,
492,hash vector,散列向量,,,
493,hashed index,散列索引,,,
494,hashed value,散列值,,,
495,hashing,散列定址法,,,
496,hashing technique,散列技術,,,
497,hatted code,隨機碼,,,
498,haul,通信距離,,,
499,hauled down,拉下,,,
500,hazard,冒險,冒險 ,,
501,hazard analysis,冒險分析,,,
502,hazard circuit,冒險電路,,,
503,hazard detection,冒險檢測,,,
504,hazard elimination,冒險消除,,,
505,hazard function,冒險函數,,,
506,hazardous voltage,危險電壓,,,
507,HCI,硬體組態表項,硬件配置項 ,,
508,HDA,磁頭磁碟組合,頭盤組合件 ,,
509,HDD,硬磁碟驅動機,硬盤驅動器 ,,
510,HDL,硬體設計語言,硬件設計語言 ,,
511,HDL,硬體描述語言,硬件描述語言 ,,
512,HDLC [procedures],高級資料鏈結控制,高級數據鏈路控制[規程], *HDLC規程 ,,
513,HDS,併合動態系統,混合動態系統 ,,
514,HDTV,高定義電視；高畫質電視,高清晰度電視 ,,
515,head,頭；磁頭,中心詞 ,,
516,head access window,磁頭存取視窗,,,
517,head address register,磁頭位址暫存器,,,
518,head alignment,磁頭對準,,,
519,head arm,磁頭臂,,,
520,head assembly,磁頭組合,,,
521,head carriage,磁頭托架,,,
522,head clogging,磁頭堵塞,,,
523,head core,磁頭心,,,
524,head cover,磁頭罩,,,
525,head crash,頭損壞,磁頭碰撞,,
526,head degausser,磁頭消磁器,,,
527,head demagnetizer,磁頭消磁器,,,
528,head disk assembly,磁頭磁碟組合,頭盤組合件 ,,
529,head disk interference,磁頭磁碟干擾,,,
530,head driven phrase structure grammar,磁頭驅動片語結構文法,中心詞驅動短語結構語法 ,,
531,head driver,磁頭驅動器,,,
532,head drum,磁頭鼓,,,
533,head end,磁頭端,,,
534,head field,磁頭場,,,
535,head flag,頭旗標,,,
536,head gap,磁頭間隙,磁頭縫隙 ,,
537,head housing,磁頭罩,,,
538,head information,磁頭資訊,,,
539,head intertrack shield,磁頭軌間屏蔽,,,
540,head landing zone,磁頭定位區,磁頭起落區 ,,
541,head life,磁頭壽命,,,
542,head load,磁頭載入,,,
543,head load instruction,磁頭載入指令,,,
544,head load pad,磁頭載入墊,,,
545,head loader,磁頭載入器,,,
546,head loading mechanism,磁頭載入機構,磁頭加載機構 ,,
547,head loading time,磁頭載入時間,,,
548,head loading zone,磁頭載入區,磁頭加載區 ,,
549,head lock mechanism,磁頭定機構,,,
550,head marker,頭標誌,,,
551,head message,磁頭訊息,,,
552,head mounted display,頭戴式顯示器,頭戴式顯示器 ,,
553,head movement,磁頭移動,,,
554,head node,頭節點,,,
555,head noun,中心名詞,中心名詞 ,,
556,head number,磁頭號,,,
557,head of form,表格頭,,,
558,head of list,列表頭,,,
559,head of ready list,就緒表頭,,,
560,head of string,字串頭,,,
561,head of the queue,佇列頭,,,
562,head per track,每軌磁頭數,,,
563,head pointer,指標頭,,,
564,head positioner,磁頭定位器,,,
565,head positioning cartridge,磁頭定位匣,,,
566,head positioning mechanism,機制磁頭定位,磁頭定位機構 ,,
567,head positioning time,磁頭定位時間,,,
568,head pressure solenoid,磁頭壓力螺線管,,,
569,head record,頭標題記錄,,,
570,head rotor,磁頭轉子,,,
571,head scatter,磁頭散射,,,
572,head search controller,磁頭搜尋控制器,,,
573,head segment,頭段,,,
574,head select signal,磁頭選擇信號,,,
575,head settling time,磁頭安頓時間,,,
576,head sheet,頭表單,,,
577,head slider,磁頭浮動塊,,,
578,head slot,磁頭槽,磁頭讀寫槽 ,,
579,head stack,磁頭堆疊,,,
580,head step settling time,磁頭步進安頓時間,,,
581,head support arm,磁頭支援臂,,,
582,head switch,磁頭開關,,,
583,head switching,磁頭交換,磁頭切換,,
584,head symbol,磁頭符號,,,
585,head unloading,磁頭卸載,,,
586,head unloading zone,磁頭卸載區,磁頭卸載區 ,,
587,head vector field,磁頭向量磁場,,,
588,head verb,中心動詞,中心動詞 ,,
589,head wheel,磁頭輪,,,
590,head/disk assembly,磁頭／磁碟組合,(磁)頭盤組和件,,
591,head/disk interface,磁頭／磁碟介面,頭盤界面 ,,
592,headend,頭端,頭端[器] ,,
593,header,標頭,首部, *頭部 ,,
594,header area,標頭區,,,
595,header block,標頭塊,,,
596,header buffer,標頭緩衝器,,,
597,header byte,標頭位元組,,,
598,header card,標頭卡,,,
599,header checking,標頭核對,,,
600,header coil,標頭線圈,,,
601,header element,標頭元件,,,
602,header entry,標頭項,,,
603,header field,標頭欄,,,
604,header file,標頭檔案,,,
605,header format,標頭格式,,,
606,header information,標頭資訊,,,
607,header label,標頭標號,,,
608,header line,標頭行,,,
609,header message,標頭訊息,,,
610,header part,標頭部分,,,
611,header record,標頭記錄,,,
612,header record format,標頭記錄格式,,,
613,header section,標頭節,,,
614,header segment,標頭段,,,
615,header sheet,標頭表單,,,
616,header statement,標頭敘述,,,
617,header switching,標頭交換,,,
618,header table,標頭表,,,
619,header word,標頭字,,,
620,headers and trailers,頭部及尾部,,,
621,heading,標頭,,,
622,heading and footing,標頭及註腳,,,
623,heading block,標頭塊,,,
624,heading card,標頭卡,,,
625,heading character,標頭字元,,,
626,heading code,標頭碼,,,
627,heading control,標頭控制,,,
628,heading frame,標頭框,,,
629,heading information,標頭資訊,,,
630,heading line,標頭列,,,
631,heading message,標頭訊息,,,
632,heading printing,標頭列印,,,
633,heading record,標頭記錄,,,
634,heading sense,標頭感測,,,
635,heading statement,標頭敘述,,,
636,heading syntax,標頭語法,,,
637,heading volume,標頭卷,,,
638,head-per-track disk drive,固定磁頭磁碟機,,,
639,headphone,耳機,,,
640,headset,磁頭組,,,
641,healing,恢復,,,
642,health care system,健保系統,,,
643,health check program,健康檢查程式,,,
644,heap,堆,堆 ,,
645,heap allocation,堆配置,,,
646,heap construction,堆構造,,,
647,heap element,堆元素,,,
648,heap file,堆檔案,,,
649,heap sort,錐形排序法,堆排序 ,,
650,heap sort program,堆排序程式,,,
651,heap storage allocation,堆儲存配置,,,
652,heap storage management,堆儲存管理,,,
653,heap storage space requirement,堆儲存空間需求,,,
654,heap symbol,堆符號,,,
655,heat beat,熱擊,,,
656,heat capacity,熱容量,,,
657,heat conduction,熱傳導,熱傳導 ,,
658,heat conduction equation,熱傳導方程式,,,
659,heat convection,熱對流,熱對流 ,,
660,heat dissipation techniques,散熱技術,散熱技朮 ,,
661,heat dissipator,散熱器,散熱器 ,,
662,heat drift,熱漂移,,,
663,heat equation,熱方程式,,,
664,heat exchanger,熱交換器,,,
665,heat fixing,熱固定,,,
666,heat flow,熱流,熱流 ,,
667,heat flow problem,熱流問題,,,
668,heat flux,熱通量,熱通量 ,,
669,heat fusing,熱熔化,,,
670,heat gradient,熱梯度,熱梯度 ,,
671,heat insulator,熱絕緣體,,,
672,heat pipe,熱管,熱管 ,,
673,heat proof,防熱,,,
674,heat radiation,熱輻射,熱輻射 ,,
675,heat run,發熱試驗,,,
676,heat shield,熱屏蔽,,,
677,heat sink,熱槽,散熱器 ,,
678,heat sink compound,熱槽混合填料,,,
679,heat sink cooling,熱槽冷卻,,,
680,heat sink strip,熱槽條,,,
681,heat sinking capability,熱沉能力,,,
682,heat source,熱源,熱源 ,,
683,heat spot,熱點,,,
684,heat test,熱測試,,,
685,heat transfer,熱傳送,傳熱 ,,
686,heat transfer coefficient,熱傳送係數,,,
687,heat transfer computer,熱轉移計算機,,,
688,heat transfer path,熱傳送路徑,,,
