編號,原文,臺灣用語,大陸用語,其他用語,
98,identification call letter,識別呼叫字母,,,
99,identification card,識別卡,,,
100,identification card reader,識別卡閱讀機,,,
101,identification characters,識別字元,,,
102,identification code,識別碼,,,
103,identification condition,識別條件,,,
104,identification data	,識別資料,,,
105,identification division,識別部門,,,
106,identification facility,識別設施,,,
107,identification field,識別欄,,,
108,identification item,識別項,,,
109,identification letter,識別字母,,,
110,identification mark,識別標示,,,
111,identification name,識別名,,,
112,identification number,識別號碼,,,
113,identification point,識別點,,,
114,identification problem,識別問題,,,
115,identification record,識別記錄,,,
116,identification register,識別暫存器,,,
117,identification rule,識別規則,,,
118,identification satellite,識別衛星,,,
119,identification section,識別區段,,,
120,identification sequence number,識別順序號碼,,,
121,identification sign,識別記號,,,
122,identification signal,識別信號,,,
123,identification world,識別世界,,,
124,identified DTE service,識別型DTE服務,識別型DTE業務 ,,
125,identifier,識別符；標識符號,標識符 ,,
126,identifier attribute,識別符屬性,,,
127,identifier block,識別符塊,,,
128,identifier circuit,識別符電路,,,
129,identifier declaration,識別符宣告,,,
130,identifier expected,期望識別符,,,
131,identifier length,識別符長度,,,
132,identifier list,識別符列表,,,
133,identifier name,識別符名,,,
134,identifier pointer,識別符指標,,,
135,identifier protection,識別符保護,,,
136,identifier table,識別符表,,,
137,identifier word,識別符字,,,
138,identify,識別,,,
139,identify absolute mode,識別絕對模式,,,
140,identify circuit,識別電路,,,
141,identify class sentence,識別類句子,,,
142,identify control section,識別控制區段,,,
143,identify dummy section,識別虛擬區段,,,
144,identify listed output,識別列表輸出,,,
145,identify relocatable mode,識別可再定位模式,,,
146,identify routine,識別常式,,,
147,identifying call,識別呼叫,,,
148,identifying code,識別碼,,,
149,identity,恆等,,,
150,identity authentication,身分鑑別,標識鑒別 ,,
151,identity declaration,恆等宣告,,,
152,identity definition,恆等定義,,,
153,identity element,恆等元件,,,
154,identity function,恆等函數,,,
155,identity gate,恆等閘,,,
156,identity group,恆等群,,,
157,identity mapping,恆等對映,,,
158,identity matrix,恆等矩陣,,,
159,identity message,恆等訊息,,,
160,identity operation,恆等運算,,,
161,identity permutation,恆等排列,,,
162,identity property,恆等性質,,,
163,identity relation,恒等關係,,,
164,identity relator,恒等關係符,,,
165,identity selector,恆等選擇器,,,
166,identity sign,恆等記號,,,
167,identity token,身分符記,標識權標 ,,
168,identity transform,恆等變換,,,
169,identity unit,恆等單元,,,
170,identity validation,身分確認,標識確認 ,,
171,ideogram,表意文字,表意字,,
172,ideogram entry,表意文字登入點,表意文字錄入,,
173,ideogram spacing,字間矩,,,
174,ideographic,表意文字,表意字,,
175,ideographic character,表意字元,表意字符,,
176,ideographic session,表意文字對話,,,
177,ideographic support,表意文字支援,,,
178,ideographic system,表意系統,,,
179,idiom recognition,識別成語,,,
180,IDL,介面定義語言,接口定義語言 ,,
181,idle,閒置,[空]閑 ,,
182,idle block,閒置塊,,,
183,idle call,閒置呼叫,,,
184,idle capacity,閒置容量,,,
185,idle channel,閒置通道,,,
186,idle channel state,閒置通道狀態,空閑信道狀態 ,,
187,idle character,閒置字元,,,
188,idle circuit,閒置電路,,,
189,idle circuit condition,閒置電路情況,,,
190,idle communication mode,閒置通信模式,,,
191,idle condition,閒置情況,,,
192,idle contact,空接點,,,
193,idle frequency,閒頻,,,
194,idle indication signal,閒置指示信號,,,
195,idle jack,閒置孔,,,
196,idle line termination,閒置線路終接設備,,,
197,idle link,閒置鏈路,,,
198,idle loop,閒置迴路,,,
199,idle process,閒置處理,,,
200,idle route,閒置路線,,,
201,idle route indicator,閒置路線指示器,,,
202,idle routine,閒置常式,,,
203,idle segment,閒置段,,,
204,idle signal,閒置信號,,,
205,idle slot detector,閒置槽檢測器,,,
206,idle state,閒置狀態,,,
207,idle time,閒置時間,,,
208,idle trunk,閒置中繼線,,,
209,idle two-way selector stage indicator,閒置雙向選擇器階段指示器,,,
210,idle wire,閒置線,,,
211,idleness,閒置,,,
212,idling,閒置,,,
213,idling adjustment,閒置調整,,,
214,idling condition,閒置情況,,,
215,idling signal,閒置信號,,,
216,IDPR,域際策略選路,域際策略路由選擇 ,,
217,IDS,入侵檢測系統,入侵檢測系統 ,,
218,IDSS,智慧型交互式整合決策支援系統,智能[型]交互式集成決策支持系統 ,,
219,IEC-488,IEC－488標準匯流排介面,,,
220,IEEE 488,IEEE 488標準,,,
221,IEEE 754 floating-point standard,IEEE 754浮點標準,IEEE 754浮點標准 ,,
222,IEEE 802.4 token bus access method,IEEE 802.4符記匯流排存取方法,,,
223,IEEE standard bus interface,IEEE 標準匯流排介面,,,
224,IEN,網際網路工程備忘錄,因特網工程備忘錄 ,,
225,IESG,網際網路工程指導組,因特網工程指導組 ,,
226,IETF,網際網路工程任務編組,因特網工程[任務]部 ,,
227,IF clause,若子句,,,
228,IF statement,若敘述,,,
229,if then rule,若─則規則,,,
230,IF-AND-ONLY-IF element,若且唯若元件,,,
231,IF-AND-ONLY-IF gate,若且唯若閘,,,
232,IF-A-THEN-B gate,若A則B閘,,,
233,IF-A-THEN-NOT gate,若A則反B閘,,,
234,IFP,整數因式分解難題,整數分解難題 ,,
235,IFS,可安裝檔案系統,可安裝文件系統 ,,
236,if-then,若則,,,
237,IF-THEN element,若則元件,,,
238,IF-THEN gate,若則閘,,,
239,IF-THEN logic,若則邏輯,,,
240,IGES,IGES圖形交換標準,,,
241,ignore,略,,,
242,ignore bit,忽略位元,,,
243,ignore block character,忽略塊字元,,,
244,ignore character,忽略符元；取消字元,,,
245,ignore character block,忽略字元塊,,,
246,ignore class,忽略類,,,
247,ignore code,忽略碼,,,
248,ignore data,忽略資料,,,
249,ignore gate,忽略閘；略閘,,,
250,ignore instruction,忽略指令,,,
251,ignore label check,忽略標號檢查,,,
252,ignore specification,忽略規格,,,
253,IGP,內部閘道協定,內部網關協議 ,,
254,IILC,積體注入邏輯電路,集成注入邏輯電路 ,,
255,IIOP,網際ORB間協定,網際ORB間協議 ,,
256,IIS,網際網路資訊伺服器,因特網信息服務器 ,,
257,Iliffe vector,伊利夫向量,,,
258,ill condition,病態情況,,,
259,ill conditioned equation,病態方程式,,,
260,ill conditioned matrix,病態矩陣,,,
261,ill conditioned polynomial,病態多項式,,,
262,ill formed input,病態形式輸入,,,
263,illegal address check,非法位址檢查,,,
264,illegal binary card,非法二進制卡,,,
265,illegal blank field,非法空白欄,,,
266,illegal character,非法字元,,,
267,illegal code,非法代碼,,,
268,illegal code motion,非法代碼移動,,,
269,illegal command,非法命令,,,
270,illegal command check,非法命令檢查,,,
271,illegal control message error,非法控制訊息錯誤,,,
272,illegal delimiter,非法定界符,,,
273,illegal element,非法元件,,,
274,illegal entry,非法入口,,,
275,illegal entry count,非法入口計數,,,
276,illegal field width,非法欄寬度,,,
277,illegal file password,非法檔案通行碼,,,
278,illegal function assignment,非法函數指定,,,
279,illegal host connection,非法主機連接,,,
280,illegal instruction,非法指令,,,
281,illegal interrupt,非法中斷,,,
282,illegal load address,非法載入位址,,,
283,illegal move,非法移動,,,
284,illegal operation,非法操作,,,
285,illegal operation code,非法操作碼,,,
286,illegal packet,非法小包,,,
287,illegal parameter substitution,非法參數替代,,,
288,illegal procedure fault,非法程序故障,,,
289,illegal punctuation,非法標點,,,
290,illegal random access,非法隨機存取,,,
291,illegal request,非法請求,,,
292,illegal user,非法用戶,,,
293,illogicality,不合邏輯,不合邏輯 ,,
294,illuminance,照明,,,
295,illuminate,照明,,,
296,illuminating engineering,照明工程,,,
297,illumination,照明；照度,,,
298,illumination model,光照模型,光照模型 ,,
299,illuminator,照明器,,,
300,illuminometer,照度計,,,
301,ILP,指令層次平行性,指令級并行 ,,
302,IM,資訊管理,信息管理 ,,
303,image,影像,圖像 ,,
304,image activator,影像激發器,,,
305,image analysis,影像分析,,,
306,image analyzing computer,影像分析計算機,,,
307,image annotation record,影像註解記錄,,,
308,image antenna,影像天線,,,
309,image area,影像區,,,
310,image array,影像陣列,,,
311,image aspect,影像寬高比,,,
312,image attenuation coefficient,影像衰減係數,,,
313,image attenuation constant,影像衰減常數,,,
314,image attribute,影像屬性,,,
315,image averaging,影像平均,,,
316,image backup,影像備份,,,
317,image basis,影像基底,,,
318,image binaryzation,影像二值比,,,
319,image block,影像塊,,,
320,image brightness,影像亮度,,,
321,image buffering,影像緩衝,,,
322,image carrier,影像載波,,,
323,image cell,影像格,,,
324,image charge,影像電荷,,,
325,image classification,影像分類,圖像分類 ,,
326,image coding,影像編碼,,,
327,image compression,影像壓縮,圖像壓縮 ,,
328,image conversion and retrieval	,影像轉換及檢索,,,
329,image converter,影像轉換器,,,
330,image copy,影像副本,,,
331,image cosmetic processing,影像整飾處理,,,
332,image current,影像電流,,,
333,image data,影像資料,,,
334,image data compression,影像資料壓縮,,,
335,image data degradation,影像資料退化,,,
336,image data format,影像資料格式,,,
337,image data query language,影像資料查詢語言,,,
338,image data structure,影像資料結構,,,
339,image database,影像資料庫,圖像數據庫 ,,
340,image database management,影像資料庫管理,,,
341,image database management system,影像資料庫管理系統,,,
342,image database manipulation system,影像資料庫調處系統,,,
343,image database organization,影像資料庫組織,,,
344,image database system,影像資料庫系統,,,
345,image defect,影像缺陷,,,
346,image degradation,影像退化,,,
347,image degradation model,影像退化模型,,,
348,image denoising,影像去雜訊,圖像去噪 ,,
349,image description,影像描述,,,
350,image description file,影像描述檔案,,,
351,image detection,影像檢測,,,
352,image digitizer,影像數化器,,,
353,image directory structure,影像目錄結構,,,
354,image dissector,影像析像管,,,
355,image distortion,影像失真,,,
356,image editor,影像編輯器,,,
357,image element,影像元件,,,
358,image encoding,影像編碼,圖像編碼 ,,
359,image enhancement,影像增強,圖像增強 ,,
360,image enhancement technique,影像增強技術,,,
361,image event,影像事件,,,
362,image exit,影像退出,,,
363,image feature extraction,影像特徵擷取,,,
364,image fidelity,影像保真度,圖像逼真[度] ,,
365,image file,影像檔案,,,
366,image formation,影像成形,,,
367,image frequency interference,影像頻率干擾,,,
368,image function,影像函數,圖像函數 ,,
369,image generation,影像產生,,,
370,image geometry,影像幾何學,圖像几何學 ,,
371,image graphics,影像圖學,,,
372,image head adjustor,影像頭調整器,,,
373,image header,影像標頭,,,
374,image I/O segment,影像輸入輸出片段,,,
375,image impedance,影像阻抗,,,
376,image input device,影像輸入裝置,圖像輸入設備 ,,
377,image intensifier,影像增強器,,,
378,image interpretation,影像解譯,,,
379,image inverter,影像反向器,,,
380,image jump,影像跳,,,
381,image library,影像程式館,,,
382,image manipulation language,影像調處語言,,,
383,image matching,影像匹配,圖像匹配 ,,
384,image memory,影像記憶體,,,
385,image method,影像法,,,
386,image mixing,影像混合,,,
387,image mode,影像模態,,,
388,image model,影像模型,,,
389,image mosaicking,影像鑲嵌,圖像拼接 ,,
390,image name,影像名稱,,,
391,image orthicon,影像正析管,,,
392,image output device,影像輸出裝置,,,
393,image parallel processing,影像平行處理,圖像并行處理 ,,
394,image parameter,影像參數,,,
395,image phase constant,影像相位常數,,,
396,image plane,影像平面,圖像平面 ,,
397,image point,影像點,,,
398,image preprocessing,影像預處理,,,
399,image primitive,影像基元,圖像元 ,,
400,image printer,影像列印機,,,
401,image printing,影像列印,,,
402,image privilege,影像特權,,,
403,image processing,影像處理,圖像處理 ,,
404,image processor,影像處理機,,,
405,image protocol,影像協定,,,
406,image quality,影像品質,圖像質量 ,,
407,image quality indicator	,影像品質指示器,,,
408,image quantization,影像量子化,,,
409,image recognition,影像識別,圖像識別 ,,
410,image reconstruction,影像重建,圖像重建 ,,
411,image reconstruction technique,影像重建技術,,,
412,image recovery technique,影像恢復技術,,,
413,image refresh database,影像再新資料庫,,,
414,image regeneration,影像再生,,,
415,image registration,影像對準,,,
416,image rejection,影像排斥,,,
417,image representation,影像表示,,,
418,image restoration,影像復原,圖像復原 ,,
419,image retention,影像保留,,,
420,image retrieval,影像檢索,圖像檢索 ,,
421,image roam,影像漫游,,,
422,image roam scrolling,影像漫游翻捲,,,
423,image rotation,影像旋轉,,,
424,image rotator,影像旋轉器,,,
425,image sampling,影像抽樣,,,
426,image scanner,影像掃瞄器,,,
427,image scanner digitizer,影像掃瞄數化器,,,
428,image scrolling,影像翻捲,,,
429,image section descriptor	,影像區段描述符,,,
430,image section	,影像區段,,,
431,image segmentation,影像分段,圖像分割 ,,
432,image sensor,影像感測器,,,
433,image sequence,影像序列,圖像序列 ,,
434,image sequence processing,影像順序處理,,,
435,image sequence understanding,影像順序理解,,,
436,image setter,影像排版機,,,
437,image sharpening,影像銳化,,,
438,image signal,影像信號,,,
439,image sketch relation conversion,影像草圖關係轉換,,,
440,image smoothing,影像平滑化,圖像平滑 ,,
441,image space,影像空間,圖像空間 ,,
442,image spread,影像展開,,,
443,image stability,影像穩定性,,,
444,image statement,影像敘述,,,
445,image storage space,影像儲存空間,,,
446,image store management system	,影像儲存管理系統,,,
447,image symbol set	,影像符號集,,,
448,image synthesis,影像合成,,,
449,image system,影像系統,,,
450,image table,影像表,,,
451,image texture analysis technique,影像紋理分析技術,,,
452,image transfer,影像轉移,,,
453,image transfer coefficient,影像傳送係數,,,
454,image transfer constant,影像轉移常數,,,
455,image transform,影像變換,,,
456,image transformation,影像變換,圖像變換 ,,
457,image transmission,影像傳輸,,,
458,image tube,影像管,,,
459,image understanding,影像理解,圖像理解 ,,
460,image understanding model,影像理解模型,,,
461,image understanding program,影像理解程式,,,
462,image understanding system,影像理解系統,,,
463,image understanding	,影像理解,,,
464,image value,影像值,,,
465,image velocity sensor,影像速度感測器,,,
466,image zoom,影像變焦,,,
467,imagery,成像,,,
468,imagery processing	,成像處理,,,
469,imaginaries,虛數,,,
470,imaginaries accumulator,虛數累加器,,,
471,imaginaries axis,虛軸,,,
472,imaginaries constant,虛常數,,,
473,imaginaries frequency,虛頻率,,,
474,imaginaries number,虛數,,,
475,imaginaries part,虛部,,,
476,imaginaries space,虛空間,,,
477,imaginaries terms,虛數項,,,
478,imaginaries test,虛部測試,,,
479,imaginary line,虛線,,,
480,imaging,成像,成像 ,,
481,imaging array,成像陣列,,,
482,imaging device,成像裝,,,
483,imaging model,成像模型,,,
484,imaging optics,成像光學,,,
485,imaging path,成像路徑,,,
486,imaging system,成像系統,,,
487,imbalance,不平衡,,,
488,imbedding method,嵌入法,,,
489,imitate,模擬,,,
490,imitator,模擬器,,,
491,IML,初始微碼載入,初始微碼裝入 ,,
492,immaterial safety circuit,非本質安全電路,,,
493,immediate access,立即存取,,,
494,immediate access cathode ray tube storage,立即存取陰極射線管儲存,,,
495,immediate access memory,立即存取記憶體,,,
496,immediate access storage,立即存取儲存,,,
497,immediate access store,立即存取儲存,,,
498,immediate acknowledgement,立即承認,,,
499,immediate add,立即加,,,
500,immediate adder,立即加法器,,,
501,immediate address,立即位址；即時位址,立即地址 ,,
502,immediate address instruction,立即位址指令,,,
503,immediate address mode,立即位址模式,,,
504,immediate addressing,即時定位,,,
505,immediate character,立即字元,,,
506,immediate checkpoint,立即檢查點,,,
507,immediate command,立即命令,,,
508,immediate component,直接分量,,,
509,immediate conditional assembly,立即條件組合,,,
510,immediate constituent,直接成分,,,
511,immediate constituent grammar,直接成分文法,直接成分語法 ,,
512,immediate constraint,直接約束,,,
513,immediate control mode,立即控制模式,,,
514,immediate data,立即資料,,,
515,immediate data dependency,立即資料相依,,,
516,immediate device control block,立即裝置控制塊,,,
517,immediate expression indicator,立即表式指示符,,,
518,immediate extended,立即延伸,,,
519,immediate inference,立即推理,,,
520,immediate instruction,立即指令；即時指令,,,
521,immediate left recursion,立即左遞迴,,,
522,immediate maintenance,立即維護,,,
523,immediate mode,立即模式,,,
524,immediate mode addressing,立即模式定址,,,
525,immediate operand,立即運算元,,,
526,immediate operation,立即操作,,,
527,immediate precedence,直接優先,,,
528,immediate predecessor,直接前導子,,,
529,immediate processing,立即處理,,,
530,immediate release signal,立即釋放信號,,,
531,immediate request mode,立即請求模式,,,
532,immediate resource allocation,立即資源分配,,,
533,immediate response mode,立即回應模式,,,
534,immediate scheduler,立即排程器,,,
535,immediate skip,立即跨越,,,
536,immediate subcommand,立即次命令,,,
537,immediate successor,直接後繼子,,,
538,immediate symbol,立即符號,,,
539,immediate task,立即任務,,,
540,immediate transition,立即變遷,瞬時變遷 ,,
541,immediate type instruction,立即型指令,,,
542,immediate value,立即值,,,
543,immersion cooling,浸漬冷卻,,,
544,immersion effect,浸漬效應,,,
545,immersion heater,浸漬加熱器,,,
546,immersion plating,浸鍍,,,
547,immersive VR,沉浸式虛擬實境,沉浸式虛擬現實 ,,
548,immune set,禁集,禁集 ,,
549,immunity,抗擾性,,,
550,impact,撞擊,,,
551,impact duration,撞擊歷時,,,
552,impact force,撞擊力,,,
553,impact line printer,撞擊式行列印機,,,
554,impact matrix printer,撞擊式矩陣列印機,,,
555,impact paper,壓敏紙,,,
556,impact point,撞擊點,,,
557,impact printer,撞擊式列印機,擊打式打印機, *打印機 ,,
558,impact strength,撞擊強度,,,
559,impact test,撞擊測試,,,
560,impact wear,撞擊磨損,,,
561,impact wear theory,撞擊磨損理論,,,
562,impacted medium,撞擊媒體,,,
563,impairment,減損,,,
564,impairment scale,減損標度,,,
565,impedance,阻抗,,,
566,impedance bridge,阻抗電橋,,,
567,impedance discontinuity,阻抗不連續性,,,
568,impedance function,阻抗函數,,,
569,impedance matching,阻抗匹配,阻抗匹配 ,,
570,impedance matching transformer,阻抗匹配變壓器,,,
571,impedance meter,阻抗計,,,
572,impedance mismatch,阻抗失配,,,
573,impedance unbalance measuring set,阻抗失衡量測裝置,,,
574,imperative instruction,命令式指令,,,
575,imperative language,命令式語言,,,
576,imperative macro instruction,命令式巨集指令,,,
577,imperative operation,命令式操作,,,
578,imperative statement,命令式敘述,,,
579,imperfect contact,接觸不良接點,,,
580,imperfect debugging,不完全除錯,不完全排錯 ,,
581,imperfect earth,接地不良,,,
582,imperfect tape,缺陷磁帶,,,
583,imperfection,不完全,,,
584,impersonation,冒名頂替,冒名 ,,
585,impersonation attack,冒名攻擊,假冒攻擊 ,,
586,impinge,撞擊,,,
587,implant,植入,,,
588,implantation,植入,,,
589,implanted channel,植入通道,,,
590,implanted resistor,植入電阻器,,,
591,implement,實施,,,
592,implement level,實施層次,,,
593,implement system,實施系統,,,
594,implementation,實施,實現 ,,
595,implementation defined pragma,實施定義標註；實施定義編譯指令,,,
596,implementation grammar,實施文法,,,
597,implementation language,實施語言,,,
598,implementation level,實施層次,,,
599,implementation module,實施模組,,,
600,implementation name,實施名稱,,,
601,implementation phase,實施階段,實現階段 ,,
602,implementation plan,實施計劃,,,
603,implementation procedure,實施程序,,,
604,implementation requirement,實施需求,,,
605,implementation requirements,實施需求,實現需求 ,,
606,implementation restriction,實施限制,,,
607,implementation result,實施結果,,,
608,implementation rule,實施規則,,,
609,implementation schedule,實施時程,,,
610,implementation strategy,實施策略,,,
611,implementation study,實施研究,,,
612,implementation technique,實施技術,,,
613,implementation tool,實施工具,,,
614,implementation under test,實施測試,,,
615,implementation verb,實施動詞,,,
616,implemented library,已建置程式館,,,
617,implementor,實施者,,,
618,implementor name,實施者名稱,,,
619,implicant,蘊含項,,,
620,implication,蘊含；隱含式,,,
621,implication function,蘊含函數,,,
622,implication gate,蘊含閘,,,
623,implication graph,蘊含圖,,,
624,implication operation,蘊含操作；蘊含運算,,,
625,implication relation,蘊含關係,,,
626,implication routine,蘊含常式,,,
627,implication table,蘊含表,,,
628,implicit address,隱含位址,,,
629,implicit address instruction,隱位址指令,,,
630,implicit address instruction format,隱含位址指令格式,,,
631,implicit addressing,隱含定址,,,
632,implicit attribute,隱含屬性,,,
633,implicit binding,隱含連結,,,
634,implicit computation,隱含計算,,,
635,implicit data structure,隱含資料結構,,,
636,implicit deallocation,隱含解除配置,,,
637,implicit decision,隱含決策,,,
638,implicit declaration,隱含宣告,,,
639,implicit definition,隱含定義,,,
640,implicit difference equation,隱含差分方程式,,,
641,implicit difference method,隱含差分法,,,
642,implicit difference scheme,隱含差分方案,,,
643,implicit DO list,隱含DO串列,,,
644,implicit enumeration method,隱含枚舉法,,,
645,implicit estimation technique,隱含估計技術,,,
646,implicit file assignment,隱含檔案指定,,,
647,implicit function,隱含函數,,,
648,implicit function equation,隱含函數方程式,,,
649,implicit identification,隱含標識,,,
650,implicit instruction format,隱含指令格式,,,
651,implicit job startup,隱含工件起動,,,
652,implicit mapping,隱含對映,,,
653,implicit method,隱含法,,,
654,implicit normal release,隱含正常釋放,,,
655,implicit opening,隱含啟開,,,
656,implicit operand,隱含運算元,,,
657,implicit output file code,隱含輸出檔案碼,,,
658,implicit parallelism,隱含平行性,隱式并行性 ,,
659,implicit parameter,隱含參數,,,
660,implicit partition,隱含分區,,,
661,implicit partition state,隱含分區狀態,,,
662,implicit pointer,隱含指標,,,
663,implicit precedence,隱含居先,,,
664,implicit price,隱含價格,,,
665,implicit procedure,隱含程序,,,
666,implicit procedure division reference,隱含程序部門引用,,,
667,implicit procedure parameter,隱含程序參數,,,
668,implicit quadratic equation,隱含二次方程式,,,
669,implicit qualification,隱含資格,,,
670,implicit reference,隱含引用,,,
671,implicit representation,隱含表示法,,,
672,implicit request,隱含請求,,,
673,implicit result,隱含結果,,,
674,implicit scope terminator,隱含範疇終止符,,,
675,implicit segmentation,隱含分段,,,
676,implicit send/receive,隱含發送接收,,,
677,implicit sequence control,隱含順序控制,,,
678,implicit shared use,隱含分享使用,,,
679,implicit sign clause,隱含正負號子句,,,
680,implicit solid model,隱含實體模型,隱式實體模型 ,,
681,implicit solution,隱含解答,,,
682,implicit storage management,隱含儲存管理,,,
683,implicit type,隱含類型,,,
684,implicit type association,隱含類型結合,,,
685,implicit type conversion,隱含類型轉換,,,
686,implicit type statement,隱含類型敘述,,,
687,implicit variable,隱含變數,,,
688,implicit word order,隱含字次序,,,
689,implied addressing,隱含定址,,,
690,import,進口,,,
691,import schema,輸入綱目,輸入模式 ,,
692,imported specification,導入規格,導入規約, *移入規約 ,,
693,imprecise interrupt,不精確中斷,不精確中斷 ,,
694,improper code,不適當碼,,,
695,improper command,不適當命令,,,
696,impulse,脈衝,,,
697,impulse element,脈衝元件,,,
698,impulse excitation,脈衝激勵,,,
699,impulse function,脈衝函數,,,
700,impulse noise,脈衝雜訊,,,
701,impulse recorder,脈衝記錄器,,,
702,impulse register,脈衝暫存器,,,
703,impulse response,脈衝回應,,,
704,impulse response analysis,脈衝回應分析,,,
705,impulse response function,脈衝回應函數,,,
706,impulse scaler,脈衝計數器（定標器）,,,
707,impulse signaling,脈衝式信號傳送,,,
708,impulse source,脈衝源,,,
709,impulse system,脈衝制,,,
710,impulse testing,脈衝測試,,,
711,impulse testing machine circuit,脈衝測試機電路,,,
712,impulse time division system,脈衝時分系統,,,
713,impulsing,脈衝,,,
714,impulsion,脈衝,,,
715,impure code,不純碼,,,
716,IMS,資訊管理系統,信息管理系統 ,,
717,in,內；入；輸入,,,
718,in amplifier,輸入放大器,,,
719,in array,內陣列,,,
720,in block subgroup,塊內子群,,,
721,in call count,進入呼叫計數,,,
722,in gate,輸入閘,,,
723,in house computer,內部計算機,,,
724,in house facility,內部設施；自用設施,,,
725,in house line,室內線,,,
726,in house machine,內部機器,,,
727,in house network,內部網路,,,
728,in house operation,內部作業；室內作業,,,
729,in house system,內部系統,,,
730,in item,輸入項,,,
731,in line,直接插入；聯機；成行,,,
732,in line assembly,直接插入組合,,,
733,in line assembly language,直插組合語言,,,
734,in line code,直接插入碼,,,
735,in line coding,直接插入編碼,,,
736,in line control statement,直接插入控制敘述,,,
737,in line data processing,線內資料處理,,,
738,in line diagnosis,直接插入診斷,,,
739,in line equipment,聯機設備,,,
