編號,原文,臺灣用語,大陸用語,其他用語,
152,tag converting unit,標籤轉換單位,,,
153,tag field,標籤欄,,,
154,tag file,標籤檔案,,,
155,tag format,標籤格式,,,
156,tag list,標籤列表,,,
157,tag mark,標籤標示,,,
158,tag notation,加標記法,,,
159,tag number list,標籤號碼列表,,,
160,tag path,標籤路徑,,,
161,tag reader,標籤閱讀機,,,
162,tag reader puncher,標籤閱讀機打孔機,,,
163,tag sequence,標籤順序,,,
164,tag set,標籤集,,,
165,tag slot,標籤槽,,,
166,tag sort,標籤排序,,,
167,tag system,標籤系統,,,
168,tag type,標籤類型,,,
169,tag type identifier,標籤類型識別符,,,
170,tag value,標籤值,,,
171,tag value compilation	,標籤值編譯,,,
172,tagged image file format	,帶標影像檔案格式,,,
173,tagged memory,帶標記憶體,,,
174,tagged word,帶標簽字,,,
175,tagging reader,加標閱讀機,,,
176,taikonaut,太空人,宇航員,,
177,tail,尾,,,
178,tail link,尾鏈接,,,
179,tail pointer,尾指標,,,
180,tail recursion,尾遞迴,尾遞歸 ,,
181,tail recursion elimination,尾遞迴刪除,尾遞歸刪除 ,,
182,tail recursive,尾遞迴,,,
183,tail recursive evaluation,尾遞迴評估,,,
184,tail symbol,尾部符號,,,
185,tailer,結尾段,,,
186,tailgating,借道,,,
187,tailor,裁剪,,,
188,tailorable option,可裁剪任選,,,
189,tailored configuration,裁剪組態,,,
190,tailored version,裁剪版本,,,
191,tailoring,裁剪,剪裁 ,,
192,tailoring process,裁剪過程,剪裁過程 ,,
193,Tait's conjecture,泰特推測,,,
194,Taiwan academic network	,台灣學術網路,,,
195,take in,接收,,,
196,takedown,卸下,,,
197,takedown connection,拆線,,,
198,takedown time,卸下時間,,,
199,takeoff,去除,,,
200,take-up hub,接納集線器,,,
201,take-up motor,接納馬達,,,
202,take-up reel,接納捲盤,,,
203,take-up spool,接納排存,,,
204,talk,通話,交談[服務] ,,
205,talk off,取消對話,,,
206,talkback,對話,,,
207,talker,通話器,,,
208,talker echo,通話器回音,,,
209,talker-independent system,非特定說話者系統,,,
210,talking book,有聲書刊,,,
211,talking connection,通話連接,,,
212,talking printer,聲控列印機,,,
213,talking robot,有聲機器人,,,
214,talking terminal,通話終端機,,,
215,talking typewriter,通話打字機,,,
216,tally,結算,,,
217,tally down,向下計數,,,
218,tally order,結算訂單,,,
219,tally register,結算暫存器,,,
220,tally set,結算集,標簽集 ,,
221,tally up,向上計數,,,
222,tallying,計數,,,
223,tamper proof,干預防護,,,
224,tandem,串接；彙接,,,
225,TANDEM 16,TANDEM 16計算機,,,
226,tandem connection,串接連接,,,
227,tandem data circuit,串接數料電路；彙接數據電路,,,
228,tandem exchange,串接交換,,,
229,tandem link,串接鏈接,,,
230,tandem office,彙接交換所,,,
231,tandem queue,串接佇列,,,
232,tandem routing,串接選路,,,
233,tandem selector,串接選擇器,,,
234,tandem switching,串接交換,,,
235,tandem switching exchange,串接交換交換,,,
236,tandem system,串接系統,,,
237,tandem trunk,串接中繼線,,,
238,tangent,正切,,,
239,tangent vector,正切向量,,,
240,tangential approximation method,切線近似法,,,
241,tangential derivative,切線導數,,,
242,tangible factor,有形因數,,,
243,tangible object,有形目標,,,
244,tangible state,有形狀態,實存狀態 ,,
245,tanglement,糾纏,,,
246,Tanimoto's expression,塔尼莫托表示,,,
247,tank,儲槽,,,
248,tank circuit,儲槽電路,,,
249,tantalum,鉭,,,
250,tantalum capacitor,鉭電容器,,,
251,tantamount,等值,,,
252,tap,分接頭,分接頭 ,,
253,tap circuit,分接頭電路,,,
254,tape,磁帶,帶 ,,
255,tape adapter,帶配接器,,,
256,tape adapter unit	,帶配接器單元,,,
257,tape advance,紙帶向前,,,
258,tape alphabet,帶字母表,帶字母表 ,,
259,tape alternation,帶交替,,,
260,tape alternation subroutine,換帶次常式,,,
261,tape and buffer system,磁帶與緩衝器系統,,,
262,tape automatic checkout equipment,磁帶自動檢測設備,,,
263,tape automatic positioning,磁帶自動定位,,,
264,tape back spacing,磁帶回退間距,,,
265,tape backup unit,磁帶備份單元,,,
266,tape beginning marker,磁帶起始標誌,,,
267,tape bin,磁帶箱,,,
268,tape block,磁帶信息塊,,,
269,tape bootstrap loader,帶自舉載入器,,,
270,tape bootstrap routine,帶自舉常式,,,
271,tape bound,磁帶界限,,,
272,tape bounded Turing machine,帶限制杜林機,,,
273,tape buffer,磁帶緩衝器,,,
274,tape cable,帶形電纜,,,
275,tape card,磁帶卡,,,
276,tape card converter,磁帶卡裶轉換器,,,
277,tape cartridge,磁帶匣,,,
278,tape cartridge reader	,帶匣閱讀機,,,
279,tape cassette,卡式磁帶,,,
280,tape cassette recorder	,匣式磁帶機,,,
281,tape cell,磁帶單元,,,
282,tape certification,磁帶認證,,,
283,tape channel,帶通道,,,
284,tape character,帶字元,,,
285,tape character check,帶字元檢查,,,
286,tape checking,帶檢查,,,
287,tape cleaner,帶清潔器,,,
288,tape cluster,帶叢集,,,
289,tape code,帶碼,,,
290,tape coiling,捲帶,,,
291,tape comparator,帶比較器,,,
292,tape compiler,帶編譯程式,,,
293,tape compiling program,帶編譯程式,,,
294,tape compiling routine	,帶編譯常式,,,
295,tape complexity,帶複雜性,,,
296,tape compression,帶壓縮,帶壓縮 ,,
297,tape conditioning,帶調節,,,
298,tape control unit	,帶控制單元,,,
299,tape controlled carriage,帶受控托架,,,
300,tape controlled recording equipment,帶受控記錄設備,,,
301,tape conversion program,紙帶轉換程式,,,
302,tape copy,磁帶複製,,,
303,tape core,磁帶心,,,
304,tape counter,帶計數器,,,
305,tape data family	,帶資料族,,,
306,tape data handling system	,帶資料處置系統,,,
307,tape data processing system,帶資料處理系統,,,
308,tape data register	,帶資料暫存器,,,
309,tape data selector	,紙帶資料選擇器,,,
310,tape data validation,帶資料驗證,,,
311,tape deck,帶具疊,,,
312,tape delivery	,帶遞送,,,
313,tape disc operating system	,磁帶磁碟作業系統,,,
314,tape drive,磁帶驅動,(磁)帶驅動器,,
315,tape drive controller,帶驅動控制器,,,
316,tape drive interrupt routine,帶驅動中斷常式,,,
317,tape drive mechanism,帶驅動機構,,,
318,tape driver interrupt,磁帶驅動器中斷,,,
319,tape dump,帶傾印,,,
320,tape duplicator,帶複製機,,,
321,tape editor,帶編輯器,,,
322,tape entry,帶入口,,,
323,tape erasure,帶抹除,,,
324,tape error,帶錯誤,,,
325,tape executive program,帶執行程式,,,
326,tape expression,磁帶表式,,,
327,tape facsimile,帶式傳真機,,,
328,tape feed,饋帶機件,,,
329,tape feed motor,饋帶馬達,,,
330,tape feed switch,饋帶開關,,,
331,tape field,帶信息欄,,,
332,tape file,帶檔案,,,
333,tape file copying,帶檔案複製,,,
334,tape file management	,磁帶檔案管理,,,
335,tape file octal load	,磁帶檔案八進制載入,,,
336,tape file supervisor	,帶檔案監督器,,,
337,tape file-to-tape file transfer,帶檔案到帶檔案轉移,,,
338,tape format,帶格式,,,
339,tape format plotting system,磁帶格式的繪圖系統,,,
340,tape frame,帶框,,,
341,tape garble,紙帶孔損,,,
342,tape group,帶組,,,
343,tape guide,磁帶導引桿,,,
344,tape guide cam,帶導引凸輪,,,
345,tape guide roller,帶導引滾輪,,,
346,tape handler,帶處置器,,,
347,tape handling,帶處置,,,
348,tape handling option routines	,帶處置任選常式,,,
349,tape handling optional routines	,磁帶處置任選常式,,,
350,tape handling unit,帶處置單元,,,
351,tape head,磁帶頭,帶頭 ,,
352,tape hierarchy,帶階層,,,
353,tape housing,磁帶罩,,,
354,tape identification,帶識別,,,
355,tape identification card	,帶識別卡,,,
356,tape identification unit	,帶識別單元,,,
357,tape image,磁帶影像,,,
358,tape index,帶索引,,,
359,tape input,帶輸入,,,
360,tape input tape output,磁帶輸入輸出,,,
361,tape input/output control,帶輸入輸出控制,,,
362,tape input/output swapping,帶輸入輸出調換,,,
363,tape input/output system,磁帶輸入輸出系統,,,
364,tape inscriber,帶記錄器,,,
365,tape inverter,倒帶機,,,
366,tape label	,磁帶標號,,,
367,tape layout,帶布置,,,
368,tape layout form,帶布置形式,,,
369,tape leader,帶引導,,,
370,tape leader tool,帶引導工具,,,
371,tape librarian,帶程式館管理器,,,
372,tape librarian system	,帶程式館管理器系統,,,
373,tape library,帶程式館；帶館；磁帶庫,磁帶庫 ,,
374,tape library management system	,帶程式館管理系統,,,
375,tape limited,帶限制,,,
376,tape load key,帶載入鍵,,,
377,tape load point,磁帶載入點,,,
378,tape loading,帶載入,,,
379,tape loop storage,環帶儲存,,,
380,tape lossing,磁帶鬆馳,,,
381,tape management catalog	,帶管理目錄,,,
382,tape management system	,帶管理系統,,,
383,tape mark	,帶標示；磁帶標示,,,
384,tape marker,磁帶標誌,,,
385,tape master file,磁帶主檔案,,,
386,tape mechanism,卷帶機構,,,
387,tape memory,帶記憶體,,,
388,tape merge,帶合併,,,
389,tape module	,磁帶模組,,,
390,tape operated printer,帶操作列印機,,,
391,tape operated typewriter,帶操作打字機,,,
392,tape operating system	,磁帶作業系統,,,
393,tape oriented system,帶導向系統；磁帶導向系統,,,
394,tape overlap emulator	,帶重疊仿真器,,,
395,tape pack,帶碟組,,,
396,tape parity,磁帶奇偶性,,,
397,tape path,磁帶路徑,,,
398,tape perforating,紙帶打孔,,,
399,tape perforator,紙帶打孔機,紙帶穿孔機,,
400,tape perforator interface,帶打孔機介面,,,
401,tape phase inverter	,磁帶反相器,,,
402,tape plotting system,磁帶繪圖系統,,,
403,tape pool,磁帶集用場,,,
404,tape preparation unit	,帶準備單元,,,
405,tape preventive maintenance	,帶預防維護,,,
406,tape printer,帶列印機,,,
407,tape printing,打孔帶列印,,,
408,tape printing counter,帶列印計數器,,,
409,tape printing system,帶式列印系統,,,
410,tape print-out routine,帶印出常式,,,
411,tape processing,磁帶處理,,,
412,tape processing simultaneity,帶處理的同時性,,,
413,tape processing unit,帶處理單元,,,
414,tape program,磁帶程式,,,
415,tape programmer,紙帶程式器,,,
416,tape punch,紙帶打孔機,紙帶穿孔[機] ,,
417,tape punch control key,紙帶打孔控制鍵,,,
418,tape punch interface,紙帶打孔機介面,,,
419,tape punch output,紙帶打孔輸出,,,
420,tape punch reproduce check unit,帶打孔再製檢查單元,,,
421,tape punch subassembly,紙帶打孔機組件,,,
422,tape punch subassembly panel,紙帶打孔機組件面板,,,
423,tape punch typewriter,紙帶打孔打字機,,,
424,tape puncher,紙帶打孔機,紙帶穿孔機,,
425,tape puncher output,紙帶打孔機輸出,,,
426,tape punching mechanism,紙帶打孔機構,,,
427,tape read and write library,磁帶讀寫館,,,
428,tape read head,讀帶磁頭,,,
429,tape read register	,讀帶暫存器,,,
430,tape reader,帶閱讀機,紙帶讀入機 ,,
431,tape reader control	,帶閱讀機控制,,,
432,tape reader emulator module	,帶閱讀機仿真器模組,,,
433,tape reader input,帶閱讀機輸入,,,
434,tape reader punch,帶閱讀機打孔,,,
435,tape reader/punch controller,紙帶閱讀打孔控制器,,,
436,tape reading,帶讀出,,,
437,tape record coordinator	,磁帶記錄協調器,,,
438,tape recorder amplifier	,帶記錄器放大器,,,
439,tape recorder	,帶記錄器,,,
440,tape recording,帶記錄,,,
441,tape recording density,磁帶記錄密度,,,
442,tape reduction,帶縮減,帶減少 ,,
443,tape reduction theorem,帶縮減定理,,,
444,tape reel,磁帶捲盤,,,
445,tape register	,磁帶暫存器,,,
446,tape relay,帶中繼,,,
447,tape repeating automatic data integration system	,帶重複自動資料整合系統,,,
448,tape reproducer,帶再製器,紙帶復制機,,
449,tape request word,帶請求字,,,
450,tape rerun,帶重作,,,
451,tape reservoir,帶儲藏庫,,,
452,tape resident system,帶常駐系統,,,
453,tape resident	,磁帶常駐程式,,,
454,tape rewind,帶回捲,,,
455,tape row,帶列,帶行,,
456,tape running accuracy,帶運行準確度,,,
457,tape running speed,帶運行速率,,,
458,tape running stability,帶運行穩定性,,,
459,tape sealer,帶密封器,,,
460,tape search,帶搜尋,,,
461,tape search unit,帶搜尋單元,,,
462,tape select switch,帶選擇開關,,,
463,tape selection,磁帶選擇,,,
464,tape sender,帶發送器,,,
465,tape serial number,帶串列號碼,,,
466,tape servo swap,磁帶伺服調換,,,
467,tape skew,帶偏斜,帶扭斜 ,,
468,tape skip,帶跨越,,,
469,tape skip restore,帶跨越復原,,,
470,tape skip restore character,帶跨越復原字元,,,
471,tape sort,磁帶分類,,,
472,tape sort and collate program,帶分類及對照程式,,,
473,tape sorting,磁帶分類,,,
474,tape sorting and collating program,磁帶排序及對照程式,,,
475,tape span,磁帶跨距,,,
476,tape speed,帶速率,,,
477,tape speed monitor,帶速率監視器,,,
478,tape speed variation,帶速率變動,,,
479,tape splicing,帶編接,,,
480,tape spool,帶排存,帶軸,,
481,tape squeal,磁帶尖叫聲,,,
482,tape stand-alone dump/restore,磁帶獨立傾印／復原,,,
483,tape starting,帶起動,,,
484,tape station,磁帶站,,,
485,tape stopping,帶停止,,,
486,tape storage,帶儲存,,,
487,tape storage bin,帶儲存箱,,,
488,tape storage bin magnetic tape storage,帶儲存箱磁帶儲存,,,
489,tape string,帶串,,,
490,tape strip,磁帶條,,,
491,tape strip cartridge,帶條匣,,,
492,tape strip storage,磁帶條儲存器,,,
493,tape supply motor,供帶馬達,,,
494,tape swapping,帶調換,,,
495,tape switching,磁帶交換,,,
496,tape symbol,帶符號,帶符號 ,,
497,tape symbolic editor,帶符號編輯器,,,
498,tape synchronizer,磁帶同步器,,,
499,tape teleprinter,帶電傳列印機,,,
500,tape teletypewriter,帶式電傳打字機,,,
501,tape tension,磁帶張力,,,
502,tape test,帶測試,,,
503,tape test set,帶測試裝置,,,
504,tape thickness,磁帶厚度,,,
505,tape threading,穿帶,,,
506,tape timer,帶計時器,,,
507,tape trailer,帶尾,,,
508,tape transfer procedure,帶轉移程序,,,
509,tape transfer restart procedure,帶轉移再啟動程序,,,
510,tape transmitter distributor,磁帶傳輸分配器,,,
511,tape transport,帶傳送；磁帶傳送機,,,
512,tape transport mechanism,帶傳送機構,,,
513,tape transport speed,帶傳送速率,,,
514,tape travel,帶行程,,,
515,tape unit,磁帶機,磁帶機,,
516,tape unit bus in	,磁帶機匯流排輸入,,,
517,tape unit bus out	,磁帶機匯流排輸出,,,
518,tape unit check,磁帶機校驗,,,
519,tape unit perforator,紙帶打孔機,紙帶穿孔機,,
520,tape verifier,帶驗證器,,,
521,tape volume,帶卷,,,
522,tape wheel,傳帶輪,,,
523,tape width,帶寬,,,
524,tape winder,捲帶器,,,
525,tape wound core,帶捲磁芯；捲帶心,,,
526,tape wound magnetic core,帶捲磁蕊,,,
527,tapered n-best forward pruning,錐形n最佳正向修剪,,,
528,tapered quantization,錐形量化,,,
529,tapered search,錐形搜尋,,,
530,tape-skip key,跳帶鍵,,,
531,tape-switching center,紙帶轉接中心,,,
532,tape-to-card,磁帶至卡,,,
533,tape-to-card communication,磁帶至卡通信,,,
534,tape-to-card convert program,磁帶至卡轉換程式,,,
535,tape-to-card converter,磁帶至卡轉換器,,,
536,tape-to-card program,磁帶至卡程式,,,
537,tape-to-print converter,磁帶至列印轉換器,,,
538,tape-to-print program,磁帶至列印程式,,,
539,tape-to-print system	,磁帶至列印系統,,,
540,tape-to-printer converter,磁帶至列表機轉換器,,,
541,tape-to-printer program,磁帶至列印機程式,,,
542,tape-to-tape converter,磁帶至磁帶轉換器,,,
543,tapped,分接,,,
544,tapped-potentiometer function generator,分接頭電位計函數產生器,,,
545,tapping cable,分接電纜,,,
546,tapping point,分接點,,,
547,target,目標,目標 ,,
548,target acquisition,目標（信息）獲取,,,
549,target architecture,目標架構,,,
550,target area,目標區,,,
551,target attribute,目標屬性,,,
552,target block,目標程序塊,,,
553,target character item,目標字元項,,,
554,target code,目標碼,目標[代]碼 ,,
555,target compiler,目標編譯程式,,,
556,target computer,靶標計算機,目標計算機 ,,
557,target configuration,目標組態,,,
558,target curve,目標曲線,,,
559,target data model,目標資料模型,,,
560,target data set,目標資料集,,,
561,target data structure,目標資料結構,,,
562,target designation,目標指定,,,
563,target directory,目標目錄,目標目錄 ,,
564,target diskette,目標磁片,,,
565,target domain,目標定義域,,,
566,target echo,目標回音,,,
567,target group,目標群,,,
568,target identification system,目標識別系統,,,
569,target identification	,目標識別,,,
570,target image,目標影像,,,
571,target information system	,目標資訊系統,,,
572,target input panel	,目標輸入控制盤,,,
573,target instruction register	,目標指令暫存器,,,
574,target intercept computer	,目標截取電腦,,,
575,target language,目標語言,目標語言 ,,
576,target language dictionary,目標語言詞典,目標語言詞典 ,,
577,target language generation,目標語言產生,目標語生成 ,,
578,target language output,目標語言輸出,目標語輸出 ,,
579,target language	,靶語言；目標語言,,,
580,target level,靶標位準,,,
581,target list,靶標列表,,,
582,target machine,目標機,目標機 ,,
583,target microprocessor,目標微處理機,,,
584,target of an assignment,指定目標,,,
585,target oriented,目標導向的,,,
586,target phase,目標階段,,,
587,target processor,目標處理機,,,
588,target program,靶標程式；目標程式,目標程序 ,,
589,target recognition	,目標識別,,,
590,target routine,靶標常式,,,
591,target screen,目標螢幕,,,
592,target segment,目標段,,,
593,target specification,目標規格,,,
594,target statement,目標敘述,,,
595,target system,目標系統,目標系統 ,,
596,target token rotation time	,目標符記旋轉時間,,,
597,target track,目標軌道,,,
598,target track correction,目標軌校正,,,
599,target variable,目標變數,,,
600,target view,目標視野,,,
601,target word,目標字,,,
602,target zone,目標區域,,,
603,tariff,費率,,,
604,tarnishing,鏽污,鏽污 ,,
605,t-ary tree,t元樹,,,
606,TAS instruction,測試與置位指令,,,
607,TAS operation,測試與置位操作,,,
608,task,任務,任務 ,,
609,task abnormal exit routine,任務異常出口常式,,,
610,task abort receiver,任務異常中止接收器,,,
611,task activation,任務活動,,,
612,task address,任務位址,,,
613,task allocation,任務分配,任務分配 ,,
614,task allocation problem	,任務分配問題,,,
615,task analysis	,任務分析,,,
616,task appendage routine,任務附件常式,,,
617,task assignment,任務指派,,,
618,task asynchronous exit,任務異步出口,任務異步出口 ,,
619,task attribute,任務屬性,,,
620,task body,任務本體,,,
621,task builder,任務建立器,,,
622,task call,任務呼叫,,,
623,task code,任務代碼,,,
624,task code word,任務代碼字,任務代碼字 ,,
625,task communication,任務通訊,,,
626,task control,任務控制,,,
627,task control block,任務控制塊,任務控制塊 ,,
628,task control block	,任務控制塊,,,
629,task control call,任務控制呼叫,,,
630,task control card,任務控制卡,,,
631,task control program	,任務控制程式,,,
632,task coordinate,任務協調,任務協調 ,,
633,task creation,任務建立,,,
634,task data,任務資料,,,
635,task declaration,任務宣告,,,
636,task decomposition,任務分解,,,
637,task definition table,任務定義表,,,
638,task dependent option,任務相關任選項,,,
639,task description,任務描述,,,
640,task descriptor,任務描述符,任務描述符 ,,
641,task determination,任務確定,,,
642,task dictionary,任務字典,,,
643,task dictionary table,任務字典表,,,
644,task dispatcher,任務調度器,任務分派程序 ,,
645,task dump,任務傾印,,,
646,task error exit routine,任務錯誤退出常式,,,
647,task execution,任務執行,,,
648,task execution area,任務執行區,任務執行區 ,,
649,task execution language	,任務執行語言,,,
650,task execution memory,任務執行記憶體,,,
651,task execution scheduler,任務執行排程器,,,
652,task extended area,任務擴充區,,,
653,task family,任務族,,,
654,task force,任務編組,,,
655,task form specification	,任務形式規格,,,
656,task frame,任務框,,,
657,task graph,任務圖,任務圖 ,,
658,task group identification,任務組識別,,,
659,task group resource,任務組資源,,,
660,task group	,任務組,,,
661,task group's error-out file,任務組錯誤輸出檔案,,,
662,task I/O table,任務輸入輸出表,任務輸入輸出表 ,,
663,task identifier,任務識別符,,,
664,task immigration,任務遷移,任務遷移 ,,
665,task information area,任務資訊區,,,
666,task initiation/termination,任務啟始或終止,,,
667,task input queue,任務輸入佇列,任務輸入隊列 ,,
668,task input queue	,任務輸入佇列,,,
669,task interrupt control	,任務中斷控制,,,
670,task interrupt routine,任務中斷常式,,,
671,task level controller,任務等級控制器,,,
672,task level language,任務層次語言,,,
673,task level queuing model,任務級佇列模型,,,
674,task library,任務館,,,
675,task list,任務串列,,,
676,task load module,任務載入模組,,,
677,task load module file,任務載入模組檔案,,,
678,task location,任務位置,,,
679,task logical address space,任務邏輯位址空間,,,
680,task macro,任務巨集指令,,,
681,task management,任務管理,任務管理 ,,
682,task management program,任務管理程式,,,
683,task management system,任務管理系統,,,
684,task manager,任務管理器,任務管理程序 ,,
685,task memorandum	,任務備忘錄,,,
686,task memory pool,任務記憶集用場,,,
687,task memory requirement,任務記憶體需求,,,
688,task menu,任務選項單,,,
689,task message receiver routine,任務信息接收常式,,,
690,task mix,作業混合,,,
691,task model,任務模型,任務模型 ,,
692,task name,任務名,,,
693,task number	,任務號碼,,,
694,task object,任務目標,,,
695,task option,任務選項,,,
696,task option word,任務任選字,,,
697,task option word inquiry system,任務任選字詢問系統,,,
698,task oriented image database,任務導向影像資料庫,,,
699,task output queue,任務輸出佇列,任務輸出隊列 ,,
700,task owner name,任務持有者名,,,
701,task planner,任務計畫者,,,
702,task pool,任務池,任務池 ,,
703,task priority,任務優先級,,,
704,task priority dispatching,任務優先調度,,,
705,task processing,任務處理,任務處理 ,,
706,task processing unit	,任務處理裝置,,,
707,task processor scheduling,任務處理機排程,,,
708,task program,任務程式,,,
709,task pseudo interrupt receiver,任務偽中斷接收器,,,
710,task queue,任務佇列,任務隊列 ,,
711,task queue table	,任務佇列表,,,
712,task quit,任務退出,,,
713,task ready queue	,任務就緒佇列,,,
714,task reassignment,任務重指定,,,
715,task request block,任務請求塊,,,
716,task restart processing,任務再啟動處理,,,
717,task run,任務運行,,,
718,task run on-line,任務連線運行,,,
719,task scheduler,任務排程器,任務調度程序 ,,
720,task scheduler queue,任務排程器佇列,,,
721,task scheduling,任務排程,任務調度 ,,
722,task scheduling priority,任務排程優先級,任務調度優先級 ,,
723,task selection,任務選擇,,,
724,task service area,任務服務區,,,
725,task service area structure,任務服務區結構,,,
726,task set,任務集,任務集 ,,
727,task set control block,任務集控制塊,,,
728,task set installation,任務集安裝,,,
729,task set library,任務集庫,任務集庫 ,,
730,task set load module,任務集載入模組,任務集裝入模塊 ,,
731,task set reference table	,任務集引用表,,,
732,task specification,任務規格,,,
733,task stack descriptor,任務堆疊描述符,任務棧描述符 ,,
734,task stack space,任務堆疊空間,,,
735,task start,任務開始,任務啟動 ,,
736,task state,任務狀態,,,
737,task state segment,任務狀態段,,,
738,task status,任務狀態,,,
739,task status index	,任務狀態索引,,,
740,task storage,任務儲存,,,
741,task subsequent execution,任務後繼執行,,,
742,task supervisor,任務監督器,任務管理程序 ,,
743,task suspension,任務懸置,,,
