編號,原文,臺灣用語,大陸用語,其他用語,
187,pad,格板；填補；襯填；增損器；墊；填充；拼湊篇幅；焊盤；焊接點；衰減器,包裝拆器, *分組裝拆器 ,,
188,pad character,填補字元；墊入字符,,,
189,pad method,墊入法,,,
190,padder,微調電容器,,,
191,padding,填塞；填補；整墊；墊塞；填充；補白,,,
192,padding bit,填充位元,,,
193,padding character,填充字元,,,
194,padding data,填充資料,,,
195,page,頁；分頁；頁（面）；頁式；版面,頁[面] ,,
196,page access time,頁面存取時間,頁面存取時間 ,,
197,page address,頁面位址,頁地址 ,,
198,page address field,頁面位址欄,,,
199,page address register,頁面位址暫存器,,,
200,page addressing,頁面定址,,,
201,page addressing algorithm,頁面定址演算法,,,
202,page algorithm,頁面演算法,,,
203,page alignment,頁面對齊,,,
204,page and line,頁號和行號,,,
205,page and segment table,頁表和段表,,,
206,page assignment table,頁面指定表,頁分配表 ,,
207,page backward,反向翻頁,,,
208,page balancing,頁平衡,,,
209,page base,頁基,,,
210,page base address,頁基位址,,,
211,page body,頁體,,,
212,page boundary,頁界,,,
213,page boundary error,頁界錯誤,,,
214,page break,頁分斷,分頁,,
215,page breakage,分頁,,,
216,page breaking,分頁,,,
217,page buffer,頁緩衝區；頁面緩衝器；頁面緩衝區,,,
218,page change,換頁,,,
219,page check,頁面檢查,,,
220,page command,頁命令,,,
221,page composer,頁面編排器,,,
222,page composition software,組頁軟體,,,
223,page control block,頁面控制塊,頁控制塊 ,,
224,page control register,頁面控制暫存器,,,
225,page controls,頁面控制（程序）,,,
226,page copy,頁面複製,,,
227,page counter,頁面計數器,,,
228,page data,頁面資料,,,
229,page data register,頁面資料暫存器,,,
230,page data set,頁面資料集,,,
231,page definition,頁面定義,,,
232,page depth,頁面長度,頁長,,
233,page depth control,頁面長度控制,頁長控制,,
234,page description language,頁描述語言,頁面描述語言 ,,
235,page descriptor register,頁描述符暫存器,,,
236,page descriptor word,頁尾描述符字,,,
237,page device,調頁裝置,,,
238,page device description table,調頁設備描述表,,,
239,page directory,頁面目錄,,,
240,page directory base register,頁面目錄基底暫存器,,,
241,page displacement,頁位移,,,
242,page display,頁式顯示,,,
243,page down,頁下移；版面往下移,,,
244,page eject,頁彈出；跳頁；換頁,,,
245,page end character,頁終字符；頁終（字）符,,,
246,page end mark,頁尾標示,,,
247,page entry,頁入口；頁面入口,,,
248,page exit,頁出口；頁面出口,,,
249,page facsimile recorder,頁式傳真記錄器,,,
250,page failure,尋頁失敗,,,
251,page fault,尋頁錯失,缺頁 ,,
252,page fault cluster size,尋頁錯失群集大小,,,
253,page fault frequency,尋頁錯失頻率,缺頁頻率 ,,
254,page fault frequency replacement algorithm,尋頁錯失頻率替換算法,,,
255,page fault handling,尋頁錯失處置,,,
256,page fault trace,尋頁錯失追蹤,,,
257,page file,頁式檔案,,,
258,page fix,頁面固定；頁面鎖定,,,
259,page fixing,頁固定,,,
260,page footing,頁註腳,,,
261,page format item,頁面格式項,,,
262,page formatter,頁格式器,,,
263,page formatting,頁格式化,,,
264,page forward,向下翻頁,,,
265,page frame,頁框,頁幀 ,,
266,page frame number,頁框號碼,,,
267,page frame number database,頁框號碼資料庫,,,
268,page frame number mapping,頁框號碼對映,,,
269,page frame real address,頁框實位址,,,
270,page frame table,頁框表,頁幀表 ,,
271,page frame table entry,頁框表項,,,
272,page head,頁頭,,,
273,page header,頁標頭,頁眉;頁頭,,
274,page heading,頁標題,,,
275,page hierarchical memory,頁階層式記憶體,,,
276,page I/O,頁入頁出,,,
277,page interrupt,尋頁中斷,,,
278,page invalid bit,頁無效位元,,,
279,page key,頁鍵,,,
280,page layout,頁面布置,,,
281,page length field,頁長度欄,,,
282,page letter,頁碼字母,,,
283,page loading station,頁載入站,,,
284,page locking,頁面鎖定,,,
285,page make up,整頁拼版,,,
286,page map address,頁面映射位址,,,
287,page map address register,頁面映射位址暫存器,,,
288,page map register,頁面映射暫存器,,,
289,page map table,頁面映射表,頁映射表 ,,
290,page mapping table,頁面對映表,,,
291,page marker,分頁標誌；頁標誌,,,
292,page memory,頁記憶體,,,
293,page memory management,頁式記憶管理,,,
294,page memory system,頁式記憶系統,,,
295,page merging,頁合併,,,
296,page migration,頁面遷移,,,
297,page mode,頁面模式,頁模式 ,,
298,page number,頁數；頁號,,,
299,page numbering,頁編號,,,
300,page option,頁選項,,,
301,page orientation,頁定向,,,
302,page oriented program memory,頁導向程式記憶體,,,
303,page out,頁出；出頁面,,,
304,page overflow,頁溢出,,,
305,page overflow condition,頁溢出情況,,,
306,page pointer,頁指標,,,
307,page pool,頁面共用區；頁（面）池,頁池 ,,
308,page printer,頁式列印機,頁式打印機 ,,
309,page printing,頁式列印,,,
310,page printing system,頁式列印系統,,,
311,page proof,頁校樣,,,
312,page protection,頁面保護,,,
313,page queue,頁面佇列,,,
314,page reader,頁閱讀機,頁式閱讀機,,
315,page reclaim,頁面收回,,,
316,page reclamation,頁面回收,頁回收 ,,
317,page refresh,頁面再新,,,
318,page register,頁暫存器,,,
319,page releasing station,頁釋放站,,,
320,page removal algorithms,頁移去演算法,,,
321,page replacement,頁面替換,頁[面]替換 ,,
322,page replacement algorithm,頁面替換演算法,,,
323,page replacement algorithm and control logic,頁面替換演算法和控制邏輯,,,
324,page replacement policy,頁面替換原則,,,
325,page replacement strategy,頁面替換策略,頁面替換策略 ,,
326,page replacement time,頁面替換時間,,,
327,page scanner,頁掃瞄器,,,
328,page scrolling,頁面翻捲,,,
329,page segment,頁段,,,
330,page selection,頁面選擇,,,
331,page selector,頁面選擇器,,,
332,page size,頁面大小；版面尺寸,,,
333,page size option,頁面大小選項；版面尺寸選項,,,
334,page slot,頁槽,,,
335,page splitting,頁面劃分；頁面分裂,,,
336,page stealing,頁面竊用；頁面挪用,,,
337,page storage,頁儲存（器）,,,
338,page structure,頁面結構,,,
339,page swapping,頁面調換,,,
340,page table,頁表,頁表 ,,
341,page table association,頁表結合,,,
342,page table base,頁表基,,,
343,page table base register,頁表基暫存器,,,
344,page table building,頁表構建,,,
345,page table directory,頁表目錄,,,
346,page table entry,頁表項；頁表入口,頁表項 ,,
347,page table lookat,查頁表,頁表查看 ,,
348,page table lookup,查頁表,,,
349,page table origin,頁表原點,,,
350,page tape,頁帶,,,
351,page throw,跳頁；換頁,,,
352,page top,頁頂,,,
353,page translation exception,頁變換異常,,,
354,page turning,翻頁,,,
355,page turning capability,翻頁能力,,,
356,page type,頁面類型,,,
357,page use list,頁使用列表,,,
358,page view terminal,頁式顯示終端,,,
359,page viewing station,頁檢視站,,,
360,page virtual memory system,頁式虛擬記憶系統,,,
361,page wait,頁面等待,頁等待 ,,
362,page width,頁寬度,,,
363,page zero,零頁,,,
364,page zero direct addressing,零頁直接定址,,,
365,pageable,可調頁的；可分頁的,,,
366,pageable area,可分頁區,,,
367,pageable dynamic area,可分頁動態區,可分頁動態區 ,,
368,pageable nucleus,可分頁核心程序,,,
369,pageable partition,可分頁分區,可分頁分區 ,,
370,pageable region,可分頁區域,可分頁區域 ,,
371,pageable system task,可分頁系統任務,,,
372,page-by-page memory protection,逐頁記憶保護,,,
373,paged algorithm,分頁演算法,,,
374,paged allocation method,分頁配置法,,,
375,paged direct addressing,分頁直接定址,,,
376,paged hierarchical memory,分頁階層式記憶體,,,
377,paged memory,分頁記憶體,,,
378,paged memory management,分頁記憶體管理,,,
379,paged memory system,分頁記憶體系統,頁式存儲系統 ,,
380,paged segmentation,頁式分段,,,
381,paged system,分頁系統,,,
382,page-in,頁入,頁調入 ,,
383,page-in operation,頁入作業,,,
384,page-mode RAM,頁模式RAM,,,
385,page-out,頁出；出頁面,頁調出 ,,
386,pager,頁調器,分頁程序 ,,
387,page-row-column,頁－列－行,,,
388,pages per minute,每分鐘列印頁數；頁／分,,,
389,page-up,頁上移,,,
390,paginal translation,逐頁（對照）翻譯,,,
391,paginate,編頁,,,
392,paginating,編頁,,,
393,paginating machine,編頁機,,,
394,pagination,編頁,,,
395,paging,分頁；調頁,分頁 ,,
396,paging access,調頁存取,,,
397,paging activity indexes,調頁活動指數,,,
398,paging algorithm,調頁演算法,,,
399,paging area,調頁區,,,
400,paging date,調頁日期,,,
401,paging device,調頁裝置,,,
402,paging disorder,調頁錯亂,,,
403,paging mechanism,調頁機構,,,
404,paging performance,調頁效能,,,
405,paging rate,調頁率,,,
406,paging receive,調頁接收,,,
407,paging routine,調頁常式,,,
408,paging supervisor,調頁監督器,,,
409,paging technique,調頁技術；分頁技術,,,
410,paging terminal,調頁終端,,,
411,paging time-sharing,調頁分時,,,
412,paint,塗（顏色）,,,
413,paint program,塗抹程式,,,
414,paint tiling,填磚式塗刷,,,
415,paintbrush,塗抹刷,,,
416,painter's algorithm,畫家演算法,畫家算法 ,,
417,paint-on technique,塗抹技術,,,
418,pair cable,雙股電線；對絞型電纜,,,
419,pair delay,配對延遲,,,
420,pair diode,配對二極體,,,
421,pair formation,配對形成,,,
422,pair gain,配對增益,,,
423,pair generator,配對產生器,對偶產生器 ,,
424,pair register,配對暫存器,,,
425,pair table,配對表,,,
426,pair test,配對測試,,,
427,pair transistor,配對電晶體,,,
428,pair-disparity code,成對不均等碼,,,
429,paired cable,成對電纜,,,
430,paired comparison,成對比較,,,
431,paired data,成對資料,,,
432,pairing,配對；成對,,,
433,pairing function,配對函數,,,
434,pair-selected ternary,成對選擇三進制,,,
435,pairwise independent events,成對獨立事件,,,
436,PAL,可程式陣列邏輯,可編程陣列邏輯[電路] ,,
437,palette,調色,調色板 ,,
438,palette chart,調色圖,,,
439,palindrome,回文,,,
440,palmtop computer,掌上計算機,掌上計算機 ,,
441,pamphlet,小冊子,,,
442,pan film,全色軟片,,,
443,pan head screw,平頭螺釘,,,
444,pan scrolling,平捲,,,
445,panchromatic,全色的,,,
446,panchromatic film,全色軟片,,,
447,panel,面板；盤,,,
448,panel data interface,面板資料介面,,,
449,panel data set,面板資料集,,,
450,panel definition program,面板定義程式,,,
451,panel display,面板顯示；平板顯示器,,,
452,panel editor,面板編輯器,,,
453,panel field,面板欄位,,,
454,panel group,面板群組,,,
455,panel interrupt mask off,面板中斷遮罩撤消,,,
456,panel interrupt mask on,面板中斷遮罩擺置,,,
457,panel monitor,面板監視器,,,
458,panel number,面板號碼,,,
459,panel services,面板服務程序,,,
460,panic,應急,,,
461,panic button,應急鈕,緊急開頭 ,,
462,panic dump,應急傾印,應急轉儲 ,,
463,panic dump routine,應急傾印常式,,,
464,panic equipment,應急設備,,,
465,panic mode,應急模式,,,
466,panning,平移；攝像機水平移動,移動鏡頭 ,,
467,pantograph,縮圖器,,,
468,pantograph optical projection system,縮圖光學投影系統,,,
469,paper advance mechanism,進紙機構,,,
470,paper advance unit,進紙裝置,,,
471,paper advance,進紙,,,
472,paper bail,壓紙桿,,,
473,paper base,紙基座,,,
474,paper capacity,紙張容量,,,
475,paper card,紙卡,,,
476,paper carrier,紙張輸送器,,,
477,paper cassette,存紙盒,,,
478,paper change,換紙,,,
479,paper change lever,用紙變更桿,,,
480,paper core,紙蕊,,,
481,paper curl,紙起皺紋,,,
482,paper deflector,導紙板,,,
483,paper delivery,紙出口；送紙,,,
484,paper document conveyor,紙張文件輸送器,,,
485,paper drawer,紙匣,,,
486,paper end stop,紙端擋塊,,,
487,paper extraction,抽紙,,,
488,paper feed,饋紙；饋紙機件,,,
489,paper feed aperture,饋紙孔,,,
490,paper feed control,饋紙控制,,,
491,paper feed control electronics,饋紙控制電子電路,,,
492,paper feed fault sensing,饋紙故障感測,,,
493,paper feed gate,饋紙閘,,,
494,paper feed mechanism,饋紙機構,,,
495,paper feed motor,饋紙馬達,,,
496,paper feed ready,饋紙就緒,,,
497,paper feed rollers,饋紙滾輪,,,
498,paper feed speed,饋紙速率,,,
499,paper feed tray,饋紙托架,,,
500,paper feed unit,饋紙單元,,,
501,paper form,紙張形式,,,
502,paper guide,導紙機,,,
503,paper holder,持紙器；壓紙尺,,,
504,paper holding roller,持紙滾輪；壓紙滾棒,,,
505,paper injection/extractor,引紙抽紙器,,,
506,paper insulated lead-covered cable,紙絕緣包鉛電纜,,,
507,paper jam,夾紙,卡紙 ,,
508,paper labor tickets,計工單,,,
509,paper lift,升紙,,,
510,paper like document,紙類文件,,,
511,paper like document editing & management system,表格文件管理系統,,,
512,paper loop,紙環,,,
513,paper low,紙不足,,,
514,paper low indicator,紙不足指示器,,,
515,paper perforator,紙帶打孔機,紙帶穿孔機,,
516,paper phenol,酚醛紙,,,
517,paper platform,托紙平台,,,
518,paper registration,紙對準,,,
519,paper release,釋紙,,,
520,paper set lever,紙張設定桿,,,
521,paper shredder,紙張銷毀器,,,
522,paper side guides,紙側擋板,,,
523,paper size,紙張大小,,,
524,paper skip,跑紙,跑紙,,
525,paper slew,跳紙,,,
526,paper speed,紙速,,,
527,paper stack,紙疊,,,
528,paper support,托紙；紙支撐,,,
529,paper support extension,托紙延伸板,,,
530,paper tape,紙帶,,,
531,paper tape accessory,紙帶附件,,,
532,paper tape and transmission code,紙帶及傳輸代碼,,,
533,paper tape channels,紙帶通道,,,
534,paper tape character,紙帶字元,,,
535,paper tape code,紙帶代碼；紙帶碼,,,
536,paper tape coder,紙帶編碼器,,,
537,paper tape coil,紙帶捲,,,
538,paper tape control,紙帶控制,,,
539,paper tape control symbol,紙帶控制符號,,,
540,paper tape copy,紙帶複製,,,
541,paper tape data processing,紙帶資料處理,,,
542,paper tape editor,紙帶編輯器,,,
543,paper tape equipment,紙帶設備,,,
544,paper tape input device,紙帶輸入裝置,,,
545,paper tape input/output system,紙帶輸入輸出系統,,,
546,paper tape loop,紙帶環,,,
547,paper tape macro,紙帶巨集指令,,,
548,paper tape micro,紙帶微指令,,,
549,paper tape operation,紙帶作業,,,
550,paper tape oriented operating system,紙帶導向作業系統,,,
551,paper tape output device,紙帶輸出裝置,,,
552,paper tape parity,紙帶奇偶,,,
553,paper tape perforating typewriter,紙帶打孔打字機,,,
554,paper tape perforator,紙帶打孔機,紙帶穿孔機,,
555,paper tape punch,紙帶打孔機,紙帶穿孔機,,
556,paper tape punch control,紙帶打孔控制,,,
557,paper tape punch control unit,紙帶打孔控制裝置,,,
558,paper tape read,紙帶讀取,,,
559,paper tape reader,紙帶讀取機,,,
560,paper tape reader control unit,紙帶讀取機控制單元,,,
561,paper tape reader control,紙帶讀取機控制,,,
562,paper tape rewind,紙帶回捲,,,
563,paper tape space,紙帶間隔,,,
564,paper tape speed,紙帶速率,,,
565,paper tape splicing equipment,紙帶編接設備,,,
566,paper tape sprocket,紙帶鏈齒,,,
567,paper tape system,紙帶系統,,,
568,paper tape to magnetic tape,紙帶到磁帶（轉換）,,,
569,paper tape to magnetic tape conversion system,紙帶到磁帶轉換系統,,,
570,paper tape transcriber,紙帶轉錄機,,,
571,paper tape transport,紙帶傳送,,,
572,paper tape type,紙帶類型,,,
573,paper tape unit,紙帶機,,,
574,paper tape write,紙帶寫（命令）,,,
575,paper thickness adjustment,紙張厚度調整,,,
576,paper thickness set knob,紙張厚度設定鈕,,,
577,paper throw,紙張空移,跑紙 ,,
578,paper throw character,紙張空移字元,,,
579,paper transport,輸紙,輸紙器 ,,
580,paper transport mechanism,輸紙機構,,,
581,paper tray,紙托盤,,,
582,paperless entry processing,無紙登錄處理,,,
583,paperless item processing system,無紙項目處理系統,,,
584,paperless office,無紙辦公室,無紙辦公室 ,,
585,paperless publication,無紙出版品,,,
586,paper-low reset,紙不足重置,,,
587,paper-out,紙用完,,,
588,paper-out sensor,紙用完感測器,,,
589,paper-out state,紙用完狀態,,,
590,paper-supply section,供紙區段,,,
591,parabola,拋物線,,,
592,parabolic antenna,拋物線天線,,,
593,parabolic approximation,拋物線近似,,,
594,parabolic differential equation,拋物線微分方程式,,,
595,parabolic dish,拋物線反射器,,,
596,parabolic distribution,拋物線分配,,,
597,parabolic interpolator,拋物線內插器,,,
598,paraboloid,拋物面,,,
599,paradigmatic relation,詞形變化關係,,,
600,paradox,悖論；詭論,,,
601,Paradox application language,悖論應用語言,,,
602,paragraph,段落；段,,,
603,paragraph and line number,段號和行號,,,
604,paragraph assembly,段組合,,,
605,paragraph format,段格式,,,
606,paragraph header,段標頭,,,
607,paragraph indent,段內縮,,,
608,paragraph key,段鍵,,,
609,paragraph label,段標號,,,
610,paragraph mark,段標示,,,
611,paragraph marker,段標誌,,,
612,paragraph name,段名,,,
613,paragraph number,段號,,,
614,paragraph numbering,段編號,,,
615,paragraph type,段類型,,,
616,parallax,視差,,,
617,parallax angle,視差角,,,
618,parallax correction,視差校正,,,
619,parallax effect,視差效應,,,
620,parallel,平行；並列；併列,,,
621,parallel access,平行存取,,,
622,parallel access multiple distribution,平行存取多址分配,,,
623,parallel access parallel distribution,平行存取平行分配,,,
624,parallel access shift register,平行存取移位暫存器,,,
625,parallel accumulator,平行累加器,,,
626,parallel action,平行作用,,,
627,parallel active tracking program,平行主動追蹤程式,,,
628,parallel added,平行加,,,
629,parallel adder,平行加法器,并行加法器 ,,
630,parallel addition,平行加法,并行加法,,
631,parallel algorithm,平行演算法,并行算法 ,,
632,parallel algorithm folding method,平行算法折疊方法,,,
633,parallel allocation,平行分配,,,
634,parallel and pipeline processing,平行和管線處理,,,
635,parallel architecture,平行架構,,,
636,parallel architecture system,平行架構系統,,,
637,parallel arithmetic,平行算術,,,
638,parallel arithmetic element,平行算術元件,,,
639,parallel arithmetic operation,平行算術運算,,,
640,parallel arithmetic unit,平行算術單元,,,
641,parallel array processor,平行陣列處理機,,,
642,parallel assignment algorithm,平行指定演算法,,,
643,parallel association processor,平行相聯處理機,,,
644,parallel associative processor,平行相聯處理機,,,
645,parallel asynchronous computer,平行異步計算機,,,
646,parallel asynchronous computer architecture,平行異步電腦架構,,,
647,parallel backtracking,平行回溯法,,,
648,parallel binary accumulator,平行二進制累加器,,,
649,parallel binary adder,平行二進制加法器,,,
650,parallel binary computer,平行二進制計算機,,,
651,parallel bit transmission,平行位元傳輸,,,
652,parallel block,平行塊,,,
653,parallel buffer,平行緩衝器,,,
654,parallel bus,平行匯流排,,,
655,parallel by bit,依位元平行,,,
656,parallel by byte,依位元組平行,,,
657,parallel by character,依字元平行,,,
658,parallel C language,平行C語言,,,
659,parallel card reader,平行讀卡機,,,
660,parallel cascade action,平行串接動作,,,
661,parallel cellular chain,平行胞狀鍊接,,,
662,parallel cellular inverted list,平行胞狀倒排串列,,,
663,parallel cellular organization,平行胞狀組織,,,
664,parallel certainty rule,平行確定規則,,,
665,parallel channel,平行通道,,,
666,parallel chord method,平行弦法,,,
667,parallel circuit,平行電路,,,
668,parallel clause,平行子句,,,
669,parallel combination,平行組合,,,
670,parallel combinational circuit,平行組合電路,,,
671,parallel command,平行命令,,,
672,parallel communication interface,平行通信介面,,,
673,parallel communication link receiver,平行通訊鏈路接收器,,,
674,parallel communication link transmitter,平行通訊鏈路發送器,,,
675,parallel communication link,平行通信鏈接,,,
676,parallel compensation,平行補償,,,
677,parallel computation,平行計算,,,
678,parallel computation approach,平行計算方式,,,
679,parallel computation environment,平行計算環境,,,
680,parallel computation technique,平行計算技術,,,
681,parallel computation thesis,平行計算理論,并行計算論題 ,,
682,parallel computer,平行計算機,并行計算機 ,,
683,parallel computer architecture,平行電腦架構,,,
684,parallel computer hardware,平行計算機硬體,,,
685,parallel computer performance,平行計算機效能,,,
686,parallel computer simulator,平行計算機模擬器,,,
687,parallel computer software,平行計算機軟體,,,
688,parallel computing,平行計算,并行計算 ,,
689,parallel computing system,平行計算系統,,,
690,parallel connection,並聯；平行連接,,,
691,parallel construction,平行構造,,,
692,parallel conversion,平行轉換,,,
693,parallel counter,平行計數器,,,
694,parallel cutover,平行截轉,,,
695,parallel data adapter,平行資料配接器,,,
696,parallel data communicator,平行資料通信器,,,
697,parallel data controller,平行資料控制器,,,
698,parallel data driven processor,平行資料驅動處理機,,,
699,parallel data form,平行資料形式,,,
700,parallel data medium,平行資料媒體,,,
701,parallel data processing,平行資料處理,,,
702,parallel data structure,平行資料結構,,,
703,parallel data transmission,平行資料傳輸,,,
704,parallel database,平行資料庫,并行數據庫 ,,
705,parallel decimal adder,平行十進制加法器,,,
706,parallel design,平行設計,,,
707,parallel detection,平行檢測,,,
708,parallel diagnosis,平行診斷,,,
709,parallel digital computer,平行數位計算機,,,
710,parallel digital computing system,平行數位計算系統,,,
711,parallel digital input/output,平行數位輸入輸出,,,
712,parallel distribution processing system,平行分配處理系統,,,
713,parallel edge,平行邊,,,
714,parallel element processing ensemble,平行元素處理總體,,,
715,parallel entry,平行入口,,,
