編號,原文,臺灣用語,大陸用語,其他用語,
171,LAN server,區域網路伺服器,局域網服務器 ,,
172,LAN switch,區域網路交換機,局域網交換機 ,,
173,land based facilities,地面為本的設備,,,
174,land development accounting system,土地開發會計系統,,,
175,land line,陸線,,,
176,land line facilities,陸線設施,,,
177,land line teletype,陸線電傳打字,,,
178,land line teletypewriter,陸線電傳打字機,,,
179,land station,地面站,,,
180,land terminal,地面終端站,,,
181,landing,著陸；定位,,,
182,landing line teletype,定位行電傳打字,,,
183,landing zone,定位區,,,
184,Landsat,地球衛星,,,
185,LANDSAT image processing,地球衛星影像處理,,,
186,landscape,橫向排法；風景排法,橫向 ,,
187,language,語言,語言 ,,
188,language acquisition,語言獲取,語言獲取 ,,
189,language analysis,語言分析,,,
190,language and language behavior abstracts,語言與語言行為摘要,,,
191,language and terminal,語言和終端,,,
192,language assembler,語言組合程式,,,
193,language based architecture,語言為本的架構,,,
194,language binding,語言連結,,,
195,language call,語言呼叫,,,
196,language character,語言字元,,,
197,language character set,語言字元集,,,
198,language class,語言類,,,
199,language code,語言碼,,,
200,language complexity,語言複雜性,,,
201,language concept,語言概念,,,
202,language construction,語言構造,,,
203,language control form,語言控制形式,,,
204,language convention,語言規約,,,
205,language conversion program,語言轉換程式,,,
206,language converter,語言轉換器,,,
207,language converter translator,語言轉換翻譯器,,,
208,language data,語言數據,,,
209,language data processing,語言資料處理,,,
210,language definition,語言定義,,,
211,language dependent parameter,語言相關的參數,,,
212,language dependent translator,語言相關翻譯器,,,
213,language description,語言描述,,,
214,language description language,描述語言的語言,,,
215,language design criteria,語言設計準則,,,
216,language designer,語言設計師,,,
217,language development,語言開發,,,
218,language digit,語言數位,,,
219,language editor,語言編輯器,,,
220,language element,語言元素,,,
221,language engineering,語言工程,,,
222,language exploitation condense,利用語言的濃縮,,,
223,language extendibility,語言可擴充性,,,
224,language feature,語言特徵,,,
225,language file,語言檔；語言檔案,,,
226,language for conversational computing,交談計算語言,,,
227,language for programming-in-the-small,設計小型程式的語言,,,
228,language for robot control,機器人控制語言,,,
229,language for symbolic simulation,符號模擬語言,,,
230,language for system development,系統開發語言,,,
231,language for your remote instruction by computer,計算機遠程教學語言,,,
232,language form,語言形式,,,
233,language fundamental frequency recognition,語言基頻識別,,,
234,language generation system,語言產生系統,,,
235,language graph,語言圖,,,
236,language hierarchy,語言階層,,,
237,language identification,語言識別,,,
238,language independent error recovery method,獨立於語言的錯誤復原方法,,,
239,language independent macroprocessor,語言無關的巨集處理器,,,
240,language inference,語言推理,,,
241,language information,語言資訊,語言信息 ,,
242,language information algebra system,語言資訊代數系統,,,
243,language information processing,語言資訊處理,,,
244,language interpretation module,語言解譯模組,,,
245,language interpreter,語言解譯器,,,
246,language knowledge base,語言知識庫,語言知識庫 ,,
247,language level,語言位準,,,
248,language list processing,語言串列處理,,,
249,language media format,語言媒體格式,,,
250,language membership proof system,語言隸屬證明系統,語言成員証明系統 ,,
251,language model,語言模型,語言模型 ,,
252,language of production system,生成系統語言,,,
253,language oriented system analysis table,語言導向的系統分析表,,,
254,language pair,語言對,,,
255,language pattern,語言型樣,,,
256,language primitive,語言基元,,,
257,language processing and debugging,語言處理和除錯,,,
258,language processor,語言處理器,語言處理程序 ,,
259,language processor unit,語言處理機單元,,,
260,language recognition,語言識別,語言識別 ,,
261,language reference manual,語言參考手冊,,,
262,language reliability,語言可靠性,,,
263,language requirement,語言需求,,,
264,language rules,語言規則,,,
265,language selection,語言選擇,,,
266,language shift,語言移位,,,
267,language size,語言大小,,,
268,language specific linkage,語言特定鏈接,,,
269,language specification,語言規格,,,
270,language standard,語言標準,語言標准 ,,
271,language standardization,語言標準化,,,
272,language statement,語言敘述,,,
273,language structure,語言結構,,,
274,language structure group,語言結構組,,,
275,language subset,語言子集,,,
276,language subsystem,語言子系統,,,
277,language summary,語言摘要,,,
278,language support environment,語言支援環境,,,
279,language system,語言系統,,,
280,language teaching system,語言教學系統,,,
281,language theory semantics,語言理論語意學,,,
282,language tool,語言工具,,,
283,language transformation,語言變換,,,
284,language translation feature,語言翻譯特徵,,,
285,language translation system,語言翻譯系統,,,
286,language translation,語言翻譯,,,
287,language translator,語言翻譯器,,,
288,language understanding system,語言理解系統,,,
289,language virtuality,語言可虛擬性,,,
290,language-description language,語言描述語言,語言描述語言 ,,
291,languageless programming,無語言程式設計,,,
292,language's fundamental structure,語言的基本結構,,,
293,LAPB,平衡型鏈接存取程序,平衡型鏈路接入規程 ,,
294,lapel microphone,佩帶式麥克風,,,
295,Laplace operator,拉普拉斯運算子,,,
296,Laplace's law,拉普拉斯定律,,,
297,Laplacian,拉普拉斯算符,,,
298,lapse,失誤,,,
299,laptop,膝上型電腦,膝上（型）計算機,,
300,laptop computer,膝上型電腦,膝上計算機 ,,
301,large area display,大面積顯示器,,,
302,large area electronic display panel,大面積電子顯示面板,,,
303,large area record reader,大面積記錄閱讀機,,,
304,large artificial nerve network,大型人工神經網路,,,
305,large associative processor,大相聯處理機,,,
306,large attribute,大屬性,,,
307,large automatic research computer,大型自動研究計算機,,,
308,large capacity core storage,大容量磁心儲存器,,,
309,large capacity memory,大容量記憶體,,,
310,large capacity satellite,大容量衛星,,,
311,large capacity storage,大容量儲存器,,,
312,large computer,大型計算機,,,
313,large computer project,大型計算機專案,,,
314,large computer supply,大型計算機電源,,,
315,large computer system,大型計算機系統,,,
316,large computerized branch exchange,大型電腦化分局交換機,,,
317,large core memory,大容量磁心記憶體,,,
318,large core storage access method,大容量磁心儲存器存取法,,,
319,large core storage,大容量磁心儲存器,,,
320,large data processing,大量資料處理,,,
321,large database system,大型資料庫系統,,,
322,large database,大型資料庫,,,
323,large deformation,大變形,,,
324,large digital circuits,大型數位電路,,,
325,large electronic display panel,大型電子顯示面板,,,
326,large electronic display,大型電子顯示器,,,
327,large general purpose computer,大型通用計算機,,,
328,large injection,大量注入,,,
329,large integrated monolithic array computer,大型積體單石陣列計算機,,,
330,large letter,大字母,,,
331,large linear system,大線性系統,,,
332,large matrix store,大容量矩陣儲存器,,,
333,large panel display,大型面板顯示,,,
334,large power semiconductor device,大功率半導體裝置,,,
335,large power supply,大電源,,,
336,large print video terminal,大型列印視頻終端機,,,
337,large program life cycle,大型程式生命週期,,,
338,large real-time problem,大型即時問題,,,
339,large retainer,大型扣件,,,
340,large sample theory,大樣本理論,,,
341,large scale,大型；大規模,,,
342,large scale compound integration circuit,大型複合積體電路,,,
343,large scale computer project,大型計算機專案,,,
344,large scale computer system,大型計算機系統,,,
345,large scale computer,大型計算機,,,
346,large scale data processor,大型資料處理機,,,
347,large scale digital computer,大型數位計算機,,,
348,large scale display,大型顯示器,大屏幕顯示器 ,,
349,large scale dynamic system,大型動態系統,,,
350,large scale hybrid integrated circuit,大型併合積體電路,,,
351,large scale hybrid microprocessor,大型併合微處理機,,,
352,large scale integrated chip,大型積體晶片,,,
353,large scale integrated circuit design,大型積體電路設計,,,
354,large scale integrated circuit,大型積體電路,,,
355,large scale integrated microprocessor,大型積體微處理機,,,
356,large scale integrated,大型積體,,,
357,large scale integration,大型積體,,,
358,large scale knowledge system,大型知識系統,,,
359,large scale memory,大型記憶體,,,
360,large scale numerical problem,大型數值問題,,,
361,large scale program,大型程式,,,
362,large scale software development,大型軟體開發,,,
363,large scale structure,大型結構,,,
364,large scale system,大型系統,,,
365,large scale target display,大型目標顯示器,,,
366,large scale time-sharing system,大型分時系統,,,
367,large scientific code,大型科學碼,,,
368,large screen display system,大螢幕顯示系統,,,
369,large screen display,大螢幕顯示,,,
370,large screen projector,大螢幕投影機,,,
371,large signal operation,大信號操作,,,
372,large signal parameter,大信號參數,,,
373,large syntactic mark,大語法標示,,,
374,large system engineering operation,大系統工程作業,,,
375,large system job,大系統工件,,,
376,large value capacitor,大值電容器,,,
377,large vocabulary speech recognition,大詞彙語音識別,大詞表語音識別 ,,
378,large volume data exchange,大容量資料交換；大容量資料交換機,,,
379,large volume data,大容量資料,,,
380,larger topology,較大拓撲學,,,
381,larger word,較大字,,,
382,large-scale computer,大型計算機,大型計算機 ,,
383,largest integral equivalent,最大等價整數,,,
384,largest logical record size,最大邏輯記錄長度,,,
385,largest processing time first,最長處理時間優先,,,
386,laser,雷射,,,
387,laser acoustic delay,雷射聲響延遲,,,
388,laser acquisition and direction,雷射搜索和指揮,,,
389,laser addressed memory,雷射定址記憶體,,,
390,laser aerospace communications equipment,航太雷射通信設備；航空雷射通信設備,,,
391,laser amplifier chain,雷射放大器鍊接,,,
392,laser annealed solar cell,雷射退火太陽能單元,,,
393,laser annealing,雷射退火,,,
394,laser attenuator assembly,雷射衰減器組合,,,
395,laser basic mode,雷射基本模式,,,
396,laser beam accessible storage,雷射束可存取儲存器,,,
397,laser beam deflection circuit,雷射束偏轉電路,,,
398,laser beam printer,雷射束列印機,激光打印機,,
399,laser beam recorder,雷射束記錄器,,,
400,laser beam recording,雷射束記錄技術,,,
401,laser beam rotating mirror image recorder,轉鏡式雷射束影像記錄器,,,
402,laser beam scanner,雷射束掃瞄器,,,
403,laser beam storage,雷射束儲存,,,
404,laser beam sweep,雷射束拂掠,,,
405,laser beam transmission,雷射束傳輸,,,
406,laser beam,雷射束,,,
407,laser cavity,雷射空腔,,,
408,laser channel capacity,雷射通道容量,,,
409,laser coding memory,雷射編碼記憶體,,,
410,laser COM,雷射COM；電腦輸出雷射微膠片,,,
411,laser communication,雷射通信,,,
412,laser communication and tracking,雷射通信與追蹤,,,
413,laser communication link,雷射通信鏈接,,,
414,laser communication satellite experiment,雷射通信衛星實驗,,,
415,laser computer,雷射計算機,,,
416,laser connector,雷射連接器,,,
417,laser creation,雷射建立,,,
418,laser data transmission,雷射資料傳輸,,,
419,laser designator seeker system,雷射指定符尋覓系統,,,
420,laser detector diode,雷射檢波二極體,,,
421,laser diode,雷射二極體,,,
422,laser display,雷射顯示,,,
423,laser display system,雷射顯示系統,,,
424,laser emulsion storage,雷射乳劑儲存器,,,
425,laser facility storage,雷射設施儲存,,,
426,laser font,雷射字型,,,
427,laser holography memory,雷射全像術記憶體,,,
428,laser homing and warning system,雷射歸位與警告系統,,,
429,laser intersatellite communication,衛星間雷射通訊,,,
430,laser measuring system,雷射測量系統,,,
431,laser memory,雷射記憶體,激光存儲器 ,,
432,laser mode,雷射模,,,
433,laser optical video-disc,雷射光學影碟,,,
434,laser phototypesetter,雷射照相排版機,,,
435,laser plotter,雷射繪圖器,,,
436,laser print head,雷射列印頭,,,
437,laser printer,雷射列印機,激光印刷機 ,,
438,laser profile system,雷射設定檔系統,,,
439,laser ranging and tracking system,雷射測距與追縱系統,,,
440,laser ranging and tracking system,雷射測距與追蹤系統,,,
441,laser satellite tracking installation,雷射衛星追蹤裝備,,,
442,laser scanner storage,雷射掃瞄器儲存,,,
443,laser sensor,雷射感測器,,,
444,laser signal device,雷射信號裝置,,,
445,laser source,雷射源,,,
446,laser storage,雷射儲存器,,,
447,laser threshold,雷射定限,,,
448,laser typesetter,雷射排版機,激光照排機 ,,
449,laser vision,雷射影碟,激光影碟 ,,
450,laser voice link,雷射語音鏈接,,,
451,laser xerography,雷射靜電印刷術,,,
452,lasing,雷射作用,,,
453,lasing medium,雷射媒體,,,
454,last activity date,前次活動日期,,,
455,last address register,最後位址暫存器,,,
456,last attribute,最後屬性,,,
457,last come first serve discipline,後到先做規則,,,
458,last come first serve policy,後到先做政策,,,
459,last come first serve,後到先做,,,
460,last cost,前次成本,,,
461,last costed,前次列計成本,,,
462,last current state,最後現行狀態,,,
463,last cycle,前次週期,,,
464,last data sample,前次數據樣本,,,
465,last date affecting quantity on hand,前次影響在庫數量日期,,,
466,last digit code,未數位碼,,,
467,last element,末元素,,,
468,last element of chain,鍊尾元素,,,
469,last environment point,最後環境點,,,
470,last executed instruction,最後執行指令,,,
471,last frame address register,最後框位址暫存器,,,
472,last in chain,後進鏈,,,
473,last in first out list,後進先出串列,,,
474,last in first out memory,後進先出記憶體,,,
475,last in first out stack,後進先出堆疊,,,
476,last in first out store,後進先出儲存,,,
477,last in first out,後進先出,,,
478,last in last out,後進後出,,,
479,last issue date,前次發料日期,,,
480,last issue date of component,前次組件發料日期,,,
481,last item,末項,,,
482,last level register,末級暫存器,,,
483,last level,末級,,,
484,last location,最後位置,,,
485,last logical record,最後邏輯記錄,,,
486,last macro,最後巨集,,,
487,last maintained,前次維護,,,
488,last marked character,最後標示字元,,,
489,last number,末號,,,
490,last of chain,鍊末,,,
491,last operation,前次作業,,,
492,last pass phase,末遍階段,,,
493,last physical cycle count date,前次實際週期計數日期,,,
494,last priority,最後優先等級,最后優先級 ,,
495,last priority level,最後優先等級,,,
496,last rack,末架,,,
497,last radio contact,最後一次無線電聯絡,,,
498,last record,最後記錄,,,
499,last referenced point,最後引用點,,,
500,last sector,末扇區,,,
501,last segment indicator,最末段指示符,,,
502,last significant figure,最後有效數,,,
503,last simulated,前次模擬的,,,
504,last son,末子節點,,,
505,last subscript,最後下標,,,
506,last symbol,最後符號,,,
507,last term,末項,,,
508,last terminal,最後終端符,,,
509,last test,最後測試,,,
510,last test step,最後測試步,,,
511,last textword,最後內文字,,,
512,last transaction,前次異動,,,
513,last transaction date,前次異動日期,,,
514,last unit cost,前次單位成本,,,
515,last use,前次使用,,,
516,last word address,末字位址,,,
517,last word,末字,,,
518,last-in first-out,後進先出,后進先出 ,,
519,latch,閂；鎖存器,鎖存器 ,,
520,latch bit test,鎖存位位測試,,,
521,latch checking switch,鎖存檢查開關,,,
522,latch circuit,鎖存電路,,,
523,latch decoder,鎖存解碼器,,,
524,latch down key,鎖下鍵,,,
525,latch enable,鎖存賦能,,,
526,latch mode,鎖存模式,,,
527,latch out tabulator key,製表鍵鎖定,,,
528,latch output,鎖存輸出,,,
529,latch pulse,鎖存脈衝,,,
530,latch register,鎖存暫存器,,,
531,latch trip,閂跳脫,,,
532,latch unit,鎖存單元,,,
533,latch up,鎖定；內鎖,,,
534,latch up free,無鎖定,,,
535,latchdown,鎖定,,,
536,latched,閂鎖,,,
537,latched system,閂鎖系統,,,
538,latching,閂鎖,,,
539,latching full adder,閂鎖全加器,,,
540,latching logic,閂鎖邏輯,,,
541,latching network,閂鎖網路,,,
542,latching semiconductor diode,閂鎖半導體二極體,,,
543,late commitment,延遲交付,,,
544,late date,延遲日期,,,
545,late distortion,延遲失真,,,
546,late register,後暫存器,,,
547,latency,潛伏,潛伏時間, *等待時間 ,,
548,latency avoidance,等待避免,等待避免 ,,
549,latency hiding,等待隱藏,等待隱藏 ,,
550,latency time,潛伏時間,,,
551,latency tolerance,潛時容許度,,,
552,latent error,潛在誤差,,,
553,latent heat,潛熱,,,
554,latent image,潛像,,,
555,latent multivalued dependencies,潛在多值相關,,,
556,latent root,潛在根,,,
557,latent vector,潛在向量,,,
558,later phase,後階段,,,
559,lateral,橫向,,,
560,lateral communications,橫向通信,,,
561,lateral complementary transistor,橫向互補電晶體,,,
562,lateral deflection,橫向偏轉,,,
563,lateral diffusion,橫向擴散,,,
564,lateral displacement coding,橫向位移編碼,,,
565,lateral displacement loss,橫向位移損耗,,,
566,lateral inhibition,橫向禁止,側抑制 ,,
567,lateral injection,橫向注入,,,
568,lateral isolation,橫向隔離,,,
569,lateral load,橫向負載,,,
570,lateral magnification,橫向放大倍數,,,
571,lateral parity,橫向奇偶,,,
572,lateral PNP transistor,橫向PNP電晶體,,,
573,lateral redundancy check,橫向冗餘檢查,,,
574,lateral resolution,橫向分解,,,
575,lateral reversal,橫向反轉,,,
576,lateral tell,橫向資訊傳送器,,,
577,lateral transistor,橫向電晶體,,,
578,lateral view,棋向視野,,,
579,latest completing time,最遲完成時間,,,
580,latest node time,最遲節點時間,,,
581,latest precedence partition,最新優先分區,,,
582,latest starting time,最遲開始時間,,,
583,Latin alphabet,拉丁字母表,,,
584,Latin font,拉丁文字型,,,
585,Latin letter,拉丁字母,,,
586,latitude data computer,緯度數據計算機,,,
587,lattice,晶格,,,
588,lattice defect,晶格缺陷,,,
589,lattice diagram,晶格圖,梯格圖 ,,
590,lattice file,晶格檔案,,,
591,lattice imperfection,晶格不完全,,,
592,lattice like structure,類晶格結構,,,
593,lattice model,晶格模型,,,
594,lattice modulator,晶格調變器,,,
595,lattice network,晶格網路,,,
596,lattice point,晶格點,,,
597,lattice search,晶格搜尋,,,
598,lattice spacing,晶格間距,,,
599,lattice structure,晶格結構,,,
600,lattice theory,格子理論,,,
601,lattice vibration,晶格振動,,,
602,launch,發射,,,
603,launch amplifier,發射放大器,,,
604,launch angle,發射角,,,
605,launch auxiliary system,發射輔助系統,,,
606,launch control and sequencer system,發射控制和定序器系統,,,
607,launch data system,發射資料系統,,,
608,launch enable logic unit,發射賦能邏輯單元,,,
609,launch operations control center,發射操作控制中心,,,
610,launch procedure document,發射程序文件,,,
611,launch processing system,發射處理系統,,,
612,launch support database,發射支援資料庫,,,
613,launch systems data,發射系統數據,,,
614,launch vehicle data center,發射載具資料中心,,,
615,launch vehicle digital computer,發射載具數位計算機,,,
616,launch vehicle flight control,發射載具飛行控制,,,
617,launch vehicle flight system,發射載具飛行系統,,,
618,launch zone display,發射區顯示器,,,
619,launcher assignment console,發射器分配控制台,,,
620,launching,發射,,,
621,law,法律,,,
622,law enforcement,執法,,,
623,law enforcement access area,執法存取區,執法訪問區 ,,
624,law enforcement information network,執法資訊網路,,,
625,law enforcement teletype system,執法電傳打字系統,,,
626,law of large number,大數定律,,,
627,laws for construction of programs,程式構造定律,,,
628,lay down,安裝,,,
629,lay in,導入,,,
630,layer,層,層 ,,
631,layer detection,層檢測,分層檢測 ,,
632,layer growth rate,膜生長速率,,,
633,layer insulation,層間絕緣,,,
634,layer level,層等級,,,
635,layer management,層管理,,,
636,layer primitive equation,層原始方程式,,,
637,layer protocol,層協定,,,
638,layer short,層間短路,,,
639,layer to layer adhesion,層間粘附,,,
640,layer to layer signal transfer,層間信號轉移,,,
641,layered architecture computer communication system,分層式架構計算機通信系統,,,
642,layered distributed operating system,分層分散式操作系統,,,
643,layered domain class,分層式領域類別,,,
644,layered file system,分層式檔案系統,,,
645,layered machine,分層式機器,,,
646,layered operating system,分層式操作系統,,,
647,layered protocol,分層式協定,,,
648,layered structure,分層式結構,,,
649,layered system,分層式系統,,,
650,layering,分層,分層 ,,
651,laying,布置,,,
652,laying apparatus,布置儀器,,,
653,laying effect,布置效應,,,
654,layout,布局；布置；列印格式,布局 ,,
655,layout character,布置字元,布局字符,,
656,layout check subsystem,布局檢查子系統,,,
657,layout constant,布置常數,,,
658,layout data,布局數據,,,
659,layout definition,布局定義,,,
660,layout design,布局設計,,,
661,layout ground rule,布局接地規則,布局接地規則 ,,
662,layout object,布局物件,布局對象,,
663,layout procedure,布局程序,,,
664,layout rule,布局規則,布局規則 ,,
665,layout structure,布局結構,,,
666,layout-error exception,布置錯誤異常,,,
667,lazy evaluation,遲緩評估,,,
668,LB,邏輯庫,邏輯庫 ,,
669,LBA-problem,LBA問題,,,
670,LCA,低成本自動化,低成本自動化 ,,
671,LCD,液晶顯示器,液晶顯示 ,,
672,LDAP,輕型目錄存取協定,簡便的目錄訪問協議 ,,
673,LDL,介面描述語言,接口描述語言 ,,
674,lead attribute,主屬性,,,
675,lead byte,前置位元組,,,
676,lead byte table,前置位元組表,,,
677,lead compensation,前置補償,超前補償 ,,
678,lead computer operator,引導計算機操作員,,,
679,lead fatigue test,引線疲勞測試,,,
680,lead frame,引線框架,,,
681,lead in,引入,,,
682,lead in pages,引入頁,,,
683,lead lag network,提前延遲網路,,,
684,lead out,引出,,,
685,lead pattern,引線圖型,,,
686,lead programmer,引線程式設計師,,,
687,lead time,前置時間,,,
688,lead time adjustment,前置時間調整,,,
689,lead time code,前置時間碼,,,
690,lead time control,前置時間控制,,,
691,lead time manufacturing,製造前置時間,,,
692,lead time purchase,採購前置時間,,,
693,lead time scheduling,排程前置時間,,,
694,lead wire,引線,,,
695,leader,引導,(磁帶)引導段,,
696,leader blanks,引導空白,,,
697,leader card,引導卡,,,
698,leader follower replication,主從複製,主從復制 ,,
699,leader record,引導記錄；首錄,,,
700,leader tape,引導帶,,,
701,leading,引導；前導,,,
702,leading byte,前導位元組,,,
703,leading character,前導字元,,,
704,leading control,前導控制,,,
705,leading decision,前導決策,,,
706,leading decision loop,前導決策迴路,,,
707,leading diagonal,主對角線,,,
708,leading edge,前緣,前沿 ,,
709,leading edge of tape,磁帶前緣,,,
710,leading end,前端,,,
711,leading flag,引導旗標,,,
712,leading graphics,前導圖形,,,
713,leading minor,前導子式,,,
714,leading principal minor,前導主子式,,,
715,leading space,前導間隔,,,
716,leading time,前導時間,,,
717,leading zero,前導零,,,
718,leading zero fill,前導零填充,,,
719,leading zero protection,前導零位保護,,,
720,leading zero suppress,前導零抑制,,,
721,leading-out terminal,輸出端子,,,
722,leadless chip carrier,無引線晶片載體,無引線芯片載體 ,,
723,leaf,葉；樹結構端節點,,,
724,leaf node,葉節點,,,
725,leaf recoed type,葉記錄型式,,,
726,leak,洩漏,,,
727,leakage,洩漏,,,
728,leakage loss,洩漏損耗,,,
729,leakage magnetic flux,漏磁通量,,,
730,leapfrog test,跳位測試,跳步測試 ,,
731,leapfrogging,跳位,,,
732,learnability,可學習性,,,
733,learning,學習,,,
734,learning agent,學習代理,學習主體 ,,
