編號,原文,臺灣用語,大陸用語,其他用語,
104,machine learning,機器學習,機器學習 ,,
105,machine level,機器層次,,,
106,machine link code,機器鏈接碼,,,
107,machine logic,機器邏輯,,,
108,machine logic design,機器邏輯設計,,,
109,machine malfunction,機器失靈,,,
110,machine module,機器模組,,,
111,machine notation,機器記法,,,
112,machine number,機器號碼,,,
113,machine operation	,機器操作,,,
114,machine operator,機器操作員,,,
115,machine oriented description,機器導向描述,,,
116,machine oriented higher order language	,機器導向較高階語言,,,
117,machine oriented language	,機器導向語言,,,
118,machine oriented programming system,機器導向系統,,,
119,machine part,機器零件,,,
120,machine program,機器程式,,,
121,machine proof,機器證明,,,
122,machine rate,機器費率,,,
123,machine readable,機器可讀,,,
124,machine readable catalog	,機器可讀目錄,,,
125,machine readable cataloging	,機器可讀編目,,,
126,machine readable catalogue	,機器可讀目錄,,,
127,machine readable character,機器可讀字元,,,
128,machine readable data,機器可讀資料,,,
129,machine readable data files	,機器可讀資料檔案,,,
130,machine readable dictionary,機器可讀辭典,,,
131,machine readable form,機器可讀形式,,,
132,machine readable information	,機器可讀資訊,,,
133,machine readable instruction,機器可讀指令,,,
134,machine readable medium,機器可讀媒體,,,
135,machine readable statement,機器可讀敘述,,,
136,machine readable string,機器可讀字串,,,
137,machine readable tapes	,機器可讀磁帶,,,
138,machine recognizable,機器可辨識,,,
139,machine reel,機器捲盤,,,
140,machine retrieval system	,機器檢索系統,,,
141,machine ringing,機器振鈴,,,
142,machine room,機房,機房 ,,
143,machine run,機器運行,機器運行 ,,
144,machine script,機器可讀數據,,,
145,machine sensible,機器可感測,,,
146,machine sensible information,機器可感測資訊,,,
147,machine sheet,機器表單,,,
148,machine shorthand,機器速記,,,
149,machine space point,機器空間點,,,
150,machine specification language	,機器規格語言,,,
151,machine spoiled time,機器損壞時間,,,
152,machine spoiled work-time,機器損壞工時,,,
153,machine status word	,機器狀態字,,,
154,machine storage pool,機器儲存池,,,
155,machine time,機器時間,,,
156,machine tool,機器工具,,,
157,machine tool control,機器工具控制,,,
158,machine translation,機器翻譯,機器翻譯 ,,
159,machine translation algorithm,機器翻譯算法,,,
160,machine translation summit,機器翻譯最高研討會,機譯最高研討會 ,,
161,machine translation system	,機器翻譯系統,,,
162,machine translation	,機器翻譯,,,
163,machine unit,機器單元,,,
164,machine usable form,機器可用形式,,,
165,machine user symbolic environment	,機用戶符號環境,,,
166,machine utilization reporting system	,機器利用率報告系統,,,
167,machine utilization statistical information collection	,機器利用率統計資訊收集,,,
168,machine variable,機器變數,,,
169,machine vision,機器視覺,機器視覺 ,,
170,machine vision inspection system,機器視覺檢驗系統,,,
171,machine word,機器字；計算機字,機器字,,
172,machine word length,機器字長度,,,
173,machine-aided human translation,機器輔助人工翻譯,機助人譯 ,,
174,machine-aided translation,機器輔助翻譯,機助翻譯 ,,
175,machine-oriented language,機器導向語言,面向機器語言 ,,
176,machine-spoiled time,機器浪費時間,機器浪費時間 ,,
177,machine-state grammar,機器狀態文法,,,
178,machining and display application program	,加工顯示應用程式,,,
179,machining data bank system,加工資料庫系統,,,
180,machining database system,加工資料庫系統,,,
181,machining rate,加工率,,,
182,Mach-number computer,馬赫數計算機,,,
183,Macintosh 	,麥金塔電腦,,,
184,macro,巨集,,,
185,macro address bus	,巨集位址匯流排,,,
186,macro address register	,巨集位址暫存器,,,
187,macro address table,巨集位址表,,,
188,macro architecture,巨集架構,,,
189,macro argument,巨集引數,,,
190,macro arithmetic processor	,巨集算術處理機,,,
191,macro assembler facility,巨集組合器設施,,,
192,macro assembler line editor,巨集組合器線編輯器,,,
193,macro assembler processor,巨集組合器處理機,,,
194,macro assembler time-sharing,巨集組合器分時,,,
195,macro assembler	,巨集組合程式；巨集組合器,,,
196,macro assembly instruction,巨集組合指令,,,
197,macro assembly language	,巨集組合語言,,,
198,macro assembly processor,巨集組合處理器,,,
199,macro assembly program	,巨集組合程式,,,
200,macro assignment statement,巨集指定敘述,,,
201,macro block,巨集塊,宏塊 ,,
202,macro block characterization program,巨集塊特性化程式,,,
203,macro block design	,巨集塊設計；程式塊設計,,,
204,macro block test generator	,巨集塊測試產生器,,,
205,macro body,巨集本體,,,
206,macro call,巨集呼叫,,,
207,macro cell arrays	,巨集單元陣列,,,
208,macro chip,巨集晶片,,,
209,macro code,巨集碼,,,
210,macro coding,巨集編碼,,,
211,macro command,巨集命令,,,
212,macro component,巨集組件,,,
213,macro control statement,巨集控制敘述,,,
214,macro cross reference,巨集交叉引用,,,
215,macro data language	,巨集資料語言,,,
216,macro data	,巨集資料,,,
217,macro declaration,巨集宣告,,,
218,macro declare statement,巨集宣告敘述,,,
219,macro defined system symbol,巨集定義系統符號,,,
220,macro definition,巨集定義,,,
221,macro definition block,巨集定義段,,,
222,macro definition exit	,巨集定義出口,,,
223,macro definition format,巨集定義格式,,,
224,macro definition library,巨集定義程式館,,,
225,macro definition table,巨集定義表,,,
226,macro directory,巨集目錄,,,
227,macro efficiency,巨集效率,,,
228,macro element,巨集元件,,,
229,macro exerciser,巨集檢查器,,,
230,macro expander,巨集擴展器,,,
231,macro expansion,巨集擴展,,,
232,macro expansion algorithm,巨集擴展算法,,,
233,macro expansion slack,巨集擴充鬆弛,,,
234,macro expression,巨集表式,,,
235,macro facility,巨集設施,,,
236,macro feature,巨集特徵,,,
237,macro flowchart,巨集流程圖,,,
238,macro generating program,巨集產生程式,,,
239,macro generation,巨集產生,,,
240,macro generator	,巨集產生器,,,
241,macro GO TO statement,巨集GOTO敘述,,,
242,macro IF statement,巨集IF敘述,,,
243,macro implementation,巨集實施,,,
244,macro instruction,巨集指令,宏指令 ,,
245,macro instruction compiler assembler	,巨集指令編譯器組合程式；巨集指令編譯組合程序,,,
246,macro instruction design,巨集指令設計,,,
247,macro instruction exit,巨集指令出口,,,
248,macro instruction level,巨集指令階,,,
249,macro instruction limitation,巨集指令限制,,,
250,macro instruction link,巨集指令鏈,,,
251,macro instruction linkage,巨集指令鏈接,,,
252,macro instruction operand,巨集指令運算元,,,
253,macro instruction set,巨集指令集,,,
254,macro instruction sorts,巨集指令分類,,,
255,macro instruction storage,巨集指令儲存器,,,
256,macro instruction system,巨集指令系統,,,
257,macro language,巨集語言,宏語言 ,,
258,macro language 1	,巨集語言1,,,
259,macro language instruction,巨集語言指令,,,
260,macro library,巨集程式館；巨集程式庫；巨集指令庫,,,
261,macro library directive,巨集程式館指引,,,
262,macro library editor,巨集程式館編輯器,,,
263,macro logic,巨集邏輯,,,
264,macro modular computer,巨集模組計算機,,,
265,macro module and digital differential analyzer machine	,巨集組件與數位微分分析機,,,
266,macro name,巨集名稱,,,
267,macro nest,巨集巢,,,
268,macro node,巨節點,宏結點 ,,
269,macro null statement,巨集空敘述,,,
270,macro operation symbolic assembler,巨集作業符號組譯器,,,
271,macro operation symbolic assembler and information compiler	,巨集作業符號組合與資訊,,,
272,macro operator,巨集運算子,,,
273,macro oriented business language	,巨集導向商用語言,,,
274,macro parameter,巨集參數,,,
275,macro phase,巨集階段,,,
276,macro pipeline,巨集管線,,,
277,macro pipelining,巨集排管線,,,
278,macro plus,巨集功能加,,,
279,macro preprocessor,巨集預處理機,,,
280,macro procedure language	,巨集程序語言,,,
281,macro processing,巨集處理,,,
282,macro processing instruction,巨集處理指令,,,
283,macro processing system	,巨集處理系統,,,
284,macro processor,巨集處理器,宏處理程序 ,,
285,macro program,巨集程式,,,
286,macro programming,巨集程式設計,,,
287,macro prototype,巨集原型,,,
288,macro prototype statement,巨集雛型敘述；巨集原型敘述,,,
289,macro prototype statement number,巨集原型敘述號碼,,,
290,macro pseudo instruction,巨集偽指令,,,
291,macro read only memory	,巨集唯讀記憶體,,,
292,macro recursion,巨集遞迴,,,
293,macro routine,巨集常式,,,
294,macro scheduler,巨集排程器,,,
295,macro scheme,巨集方案,,,
296,macro scopic concept,巨觀概念,,,
297,macro scopic state,巨觀狀態,,,
298,macro set,巨集合,,,
299,macro setup,巨集設置,,,
300,macro skeleton,巨集骨架,,,
301,macro skeleton structure,巨集骨架結構,,,
302,macro space read only memory,大空間唯讀記憶體,,,
303,macro statement,巨集敘述,,,
304,macro statement number,巨集敘述號碼,,,
305,macro statistics,巨集統計,,,
306,macro structure,巨觀結構,,,
307,macro subroutine library,巨集次常式程式館,,,
308,macro substitution,巨集替代,,,
309,macro successor,巨集後繼（子）,,,
310,macro symbol,巨集符號,,,
311,macro symbol table,巨集符號表,,,
312,macro system,巨集系統,,,
313,macro text editor	,巨集正文編輯器,,,
314,macro time event list	,巨集時間事件串列,,,
315,macro time function,巨時功能,,,
316,macro time variable,巨時變數；巨集時間變數,,,
317,macro trace,巨集追蹤,,,
318,macro variables,巨集變數,,,
319,macro virus,巨集病毒,宏病毒 ,,
320,macroeconometric model,宏觀計量經濟模型,宏觀計量經濟模型 ,,
321,macroeconomic model,宏觀經濟模型,宏觀經濟模型 ,,
322,macrograph,巨集圖,,,
323,macrograph design,巨集圖設計,,,
324,macropipelining algorithm,巨集管線演算法,宏流水線算法 ,,
325,macros,巨集,宏指令 ,,
326,macrotasking,巨集任務化,宏任務化 ,,
327,macro-theory,巨集理論,宏理論 ,,
328,mag tape,磁帶,(未穿孔)帶,,
329,magamp,磁放大器,,,
330,magazine,卡槽；雜誌,,,
331,magic number,幻數,,,
332,magic paper,幻紙,,,
333,magic set,魔術集,魔集 ,,
334,magic square,魔術方塊,,,
335,magic three code,幻三碼,,,
336,magmeter,直讀式頻率計,,,
337,Magnadur,鐵鋇永磁合金；馬格那多爾磁性合金,,,
338,magne-see,可見磁性顯影液,,,
339,magnet driver	,電磁鐵驅動器,,,
340,magnet drum recorder	,磁鼓記錄器,,,
341,magnet plate,磁碟片,,,
342,magnetic,磁（性）的,,,
343,magnetic after effect,磁後效應,,,
344,magnetic amplifier output	,磁放大器輸出,,,
345,magnetic amplifier	,磁放大器,,,
346,magnetic anisotropy,磁各向導性,,,
347,magnetic associative memory,磁相關記憶體,,,
348,magnetic axis,磁軸,,,
349,magnetic bar,磁棒,,,
350,magnetic bar code,磁棒代碼,,,
351,magnetic beam-switching tube,磁波束轉換管,,,
352,magnetic bias,磁偏移,,,
353,magnetic bubble,磁泡,磁泡 ,,
354,magnetic bubble chip simulator,磁泡晶片模擬器,,,
355,magnetic bubble detection,磁泡檢測,,,
356,magnetic bubble device,磁泡裝置,,,
357,magnetic bubble domain device	,泡疇裝置；磁泡範疇裝置,,,
358,magnetic bubble material,磁泡材料,,,
359,magnetic bubble memory	,磁泡記憶體,,,
360,magnetic bubble storage,磁泡儲存器,,,
361,magnetic card,磁卡,磁卡[片] ,,
362,magnetic card code	,磁卡片代碼,,,
363,magnetic card device,磁卡裝置,,,
364,magnetic card electric typewriter	,磁卡電動打字機,,,
365,magnetic card file	,磁卡檔案,,,
366,magnetic card filing cabinet,磁卡歸檔櫃,,,
367,magnetic card machine,磁卡機,磁卡[片]機 ,,
368,magnetic card memory	,磁卡記憶體,,,
369,magnetic card reader,磁卡閱讀機,,,
370,magnetic card storage,磁卡片儲存器,磁卡存儲器,,
371,magnetic card	,磁性卡片；磁卡,磁卡,,
372,magnetic carrier,磁（記錄）載體,,,
373,magnetic cartridge,磁匣,,,
374,magnetic cell,磁格,,,
375,magnetic character,磁字元,,,
376,magnetic character reader,磁字元閱讀機,,,
377,magnetic character recognition,磁字元辨識,,,
378,magnetic character sorter,磁字元分類機,,,
379,magnetic check	,磁性檢查,,,
380,magnetic circuit,磁電路,,,
381,magnetic clutch,電磁離合器,,,
382,magnetic coating,磁塗層,,,
383,magnetic code format,磁（性）代碼格式,,,
384,magnetic component,磁性組件,,,
385,magnetic core,磁心,磁心 ,,
386,magnetic core access switch,磁心存取開關,,,
387,magnetic core buffer,磁心緩衝器,,,
388,magnetic core circuit,磁心電路,,,
389,magnetic core gate,磁心閘,,,
390,magnetic core logical circuit,磁心邏輯電路,,,
391,magnetic core matrix,磁心矩陣,,,
392,magnetic core memory	,磁心記憶體,,,
393,magnetic core multiplexer,磁心多工器,,,
394,magnetic core plane,磁心平面,,,
395,magnetic core register,磁心暫存器,,,
396,magnetic core stack,磁心堆疊,,,
397,magnetic core storage	,磁心儲存器；磁心儲存,,,
398,magnetic core store,磁心儲存,,,
399,magnetic core tester	,磁心測試器,,,
400,magnetic core	,磁心,(磁)心,,
401,magnetic coupling,磁耦合,,,
402,magnetic damping,磁阻尼,,,
403,magnetic decision element	,磁判定元件,,,
404,magnetic delay-line,磁延遲線；磁延遲線,,,
405,magnetic device,磁性裝置,,,
406,magnetic device evaluator	,磁性裝置評估器,,,
407,magnetic dipole,磁偶極,,,
408,magnetic dipole moment,磁雙極矩,,,
409,magnetic direction indicator	,磁場方向指示器,,,
410,magnetic disc,磁碟,磁盤,,
411,magnetic disc control unit	,磁碟控制單元,,,
412,magnetic disc drive	,磁碟驅動器；磁碟驅動機,,,
413,magnetic disc memory	,磁碟記憶體,,,
414,magnetic disc pack,磁碟組,,,
415,magnetic disc pack control unit,磁碟組控制單元,,,
416,magnetic disc store,磁碟儲存,(磁)盤存儲器,,
417,magnetic disk,磁碟,磁盤, *盤 ,,
418,magnetic disk access arm,磁碟存取臂,,,
419,magnetic disk actuator,磁碟致動器,,,
420,magnetic disk adapter,磁碟配接器,磁盤適配器 ,,
421,magnetic disk controller,磁碟控制器,磁盤控制器 ,,
422,magnetic disk drive,磁碟驅動器,[磁]盤驅動器, *盤驅 ,,
423,magnetic disk file,磁碟檔案,,,
424,magnetic disk memory,磁碟記憶體,,,
425,magnetic disk storage,磁碟儲存器,,,
426,magnetic disk storage unit,磁碟儲存單元,,,
427,magnetic disk technology,磁碟技術,,,
428,magnetic disk unit,磁碟單元,,,
429,magnetic disk	,磁碟,磁盤,,
430,magnetic document reader	,磁文件閱讀機,,,
431,magnetic document sorter reader,磁文件分類閱讀機,,,
432,magnetic domain,磁域；磁疇,,,
433,magnetic domain device	,磁疇裝置；磁域裝置,,,
434,magnetic domain wall,磁域牆,,,
435,magnetic doublet,磁偶極,,,
436,magnetic drum,磁鼓,磁鼓 ,,
437,magnetic drum access,磁鼓存取,,,
438,magnetic drum coating,磁鼓塗層,,,
439,magnetic drum control unit,磁鼓控制單元,,,
440,magnetic drum controller	,磁鼓控制器,,,
441,magnetic drum data processing machine	,磁鼓資料處理機,,,
442,magnetic drum digital differential analyzer	,磁鼓數位微分分析機；磁鼓數位微分分析器,,,
443,magnetic drum input/output control system	,磁鼓輸入輸出控制系統,,,
444,magnetic drum macroorder	,磁鼓巨集命令,,,
445,magnetic drum memory,磁鼓記憶體,,,
446,magnetic drum read	,磁鼓讀,,,
447,magnetic drum receiving equipment	,磁鼓接收設備,,,
448,magnetic drum storage,磁鼓儲存器,磁鼓存儲器,,
449,magnetic drum storage system	,磁鼓儲存系統,,,
450,magnetic drum system	,磁鼓系統,,,
451,magnetic drum unit,磁鼓單元,磁鼓機,,
452,magnetic drum	,磁鼓,磁鼓,,
453,magnetic element,磁（性）元件,,,
454,magnetic energy density,磁能密度,,,
455,magnetic eraser,磁抹除器,,,
456,magnetic ferrites,磁鐵氧體,,,
457,magnetic field,磁場,,,
458,magnetic field equalizer,磁場均衡器,,,
459,magnetic field intensity,磁場強度,,,
460,magnetic field interference,磁場干擾,,,
461,magnetic figure,磁力線圖；磁場圖,,,
462,magnetic film,磁膜,磁膜 ,,
463,magnetic film logic device,磁膜邏輯裝置,,,
464,magnetic film memory,磁膜記憶體,,,
465,magnetic film recorder,磁膜記錄器,,,
466,magnetic film storage,磁膜儲存器,,,
467,magnetic flipflop,磁性正反器,,,
468,magnetic flux,磁通量,,,
469,magnetic flux density,磁通量密度,,,
470,magnetic flux distribution,磁通量分佈,,,
471,magnetic focusing,磁聚焦,,,
472,magnetic gap,磁間隙,,,
473,magnetic hand scanner,手握式磁掃瞄器,,,
474,magnetic head,磁頭,磁頭 ,,
475,magnetic head on-line cleaning,磁頭連線清潔,,,
476,magnetic head positioning construction,磁頭定位構造,,,
477,magnetic hologram,磁全像,,,
478,magnetic hysteresis,磁滯,,,
479,magnetic hysteresis loop,磁滯迴路；磁滯回線,,,
480,magnetic hysteresis loss,磁滯損耗,,,
481,magnetic impulse,磁脈衝,,,
482,magnetic induction,磁感應,,,
483,magnetic ink,磁墨；磁墨水,磁墨水,,
484,magnetic ink character,磁墨字元,磁墨水字符,,
485,magnetic ink character reader	,磁墨字元閱讀機,磁墨水字符閱讀機,,
486,magnetic ink character recognition code,磁墨字元辨識碼,,,
487,magnetic ink character recognition scan,磁墨字元辨識掃瞄,,,
488,magnetic ink character recognition	,磁墨字元辨識；磁墨字符識別,磁墨水字符識別,,
489,magnetic ink character scan,磁墨字元掃瞄,,,
490,magnetic ink character sorter,磁墨字元分類機,,,
491,magnetic ink document reader,磁墨文件閱讀機,,,
492,magnetic ink scan,磁墨掃瞄,,,
493,magnetic ink scanner,磁墨水掃瞄器,,,
494,magnetic instability,磁不穩定性,,,
495,magnetic isotropic,磁等向性,,,
496,magnetic keyboard,磁性鍵盤,,,
497,magnetic layer,磁層,,,
498,magnetic leakage,磁漏,,,
499,magnetic line of force,磁力線,,,
500,magnetic link,磁鏈接,,,
501,magnetic logic computer	,磁邏輯計算機,,,
502,magnetic loss,磁損耗,,,
503,magnetic mark reader,磁標示閱讀機,,,
504,magnetic master,磁性主盤,,,
505,magnetic matrix,磁儲存矩陣,,,
506,magnetic media,磁性媒體,,,
507,magnetic memory,磁記憶體,磁存儲器 ,,
508,magnetic metal-oxide-semiconductor type field effect,磁金氧半導體型式欄,,,
509,magnetic metal-oxide-semiconductor type field effect transistor	,磁金氧半導體場效應晶體,,,
510,magnetic modulator,磁調變器,,,
511,magnetic multi-aperture element,多孔磁元件,,,
512,magnetic needle,磁針,,,
513,magnetic nonreturn-to-zero	,磁性不歸零制,,,
514,magnetic operational amplifier,磁運算放大器,,,
515,magnetic optical	,可讀寫式光碟機,,,
516,magnetic optical-character reader,磁光字元閱讀機,,,
517,magnetic original,原版磁帶,,,
518,magnetic oxides,磁氧化,,,
519,magnetic path,磁路徑,,,
520,magnetic pen,磁（記錄）筆,,,
521,magnetic permeability,磁導率,,,
522,magnetic plate wire memory,磁板線記憶體,,,
523,magnetic plated wire,磁鍍線,,,
524,magnetic playback head,回放磁頭,,,
525,magnetic potential,磁性位勢,,,
526,magnetic powder core,磁粉磁心,,,
527,magnetic read head,磁讀頭,,,
528,magnetic read switch,磁讀開關,,,
529,magnetic read/write compatible head,磁讀／寫入相容頭,,,
530,magnetic read/write head,磁性讀／寫頭,,,
531,magnetic reader sorter	,磁閱讀分類機,,,
532,magnetic record file,磁記錄檔案,,,
533,magnetic recorder,磁記錄器,,,
534,magnetic recording,磁化記錄；磁記錄,磁記錄,,
535,magnetic recording characteristics,磁記錄特性,,,
536,magnetic recording head,記錄磁頭,,,
537,magnetic recording industries association	,（美國）磁性記錄工業協會,,,
538,magnetic recording medium,磁記錄媒體,磁記錄介質 ,,
539,magnetic relaxation effect,磁鬆弛效應,,,
540,magnetic remanence,頑磁,,,
541,magnetic reproduce head,磁性再製頭,,,
542,magnetic reproducer,磁複製器,,,
543,magnetic resistance,磁電阻,,,
544,magnetic resonance imaging	,磁共振成像,,,
545,magnetic saturation,磁飽和,,,
546,magnetic screen,磁屏幕,,,
547,magnetic semiconductor,磁性半導體,,,
548,magnetic sheet,磁性表單,,,
549,magnetic shield,磁屏蔽,,,
550,magnetic shield simulator	,磁屏蔽模擬器,,,
551,magnetic shift register,磁移位暫存器；磁移暫存器,,,
552,magnetic slot reader,磁槽閱讀機,,,
553,magnetic sound,磁聲,,,
554,magnetic storage register,磁儲存暫存器,,,
555,magnetic storage	,磁性儲存；磁儲存器,磁存儲器,,
556,magnetic store,磁性儲存（體）；磁儲存（器）,,,
557,magnetic storm,磁暴,,,
558,magnetic strength,磁場強度,,,
559,magnetic stress tensor,磁應力張量,,,
560,magnetic strip,磁條,,,
561,magnetic strip accounting,磁條記帳,,,
562,magnetic strip accounting machine,磁條記帳機,,,
563,magnetic strip file,磁條檔案,,,
564,magnetic strip reader,磁條閱讀機,,,
565,magnetic strip recording,磁條記錄,,,
566,magnetic stripe,磁條,磁條 ,,
567,magnetic stripe reader,磁條閱讀機,磁條閱讀機 ,,
568,magnetic surface memory,磁面記憶體,,,
569,magnetic surface recording,磁（表）面記錄,磁表面記錄 ,,
570,magnetic surface storage,磁面儲存器,,,
571,magnetic susceptibility,磁化率,,,
572,magnetic switch,磁開關,,,
573,magnetic tape,磁帶,磁帶 ,,
574,magnetic tape access,磁帶存取,,,
575,magnetic tape adapter,磁帶配接器,,,
576,magnetic tape back-up station,磁帶備份站,,,
577,magnetic tape back-up system,磁帶備份系統,磁帶后援系統 ,,
578,magnetic tape buffer,磁帶緩衝器,,,
579,magnetic tape cartridge,磁帶匣,,,
580,magnetic tape cassette,卡式磁帶,,,
581,magnetic tape channel	,磁帶通道,,,
582,magnetic tape check,磁帶檢查,,,
583,magnetic tape command	,磁帶命令,,,
584,magnetic tape control unit	,磁帶控制單元,,,
585,magnetic tape controller,磁帶控制器,磁帶控制器 ,,
586,magnetic tape controller	,磁帶控制器,,,
587,magnetic tape deck,磁帶疊,,,
588,magnetic tape deck mechanism,磁帶疊機構,,,
589,magnetic tape delay,磁帶延遲,,,
590,magnetic tape diagnostics,磁帶診斷,,,
591,magnetic tape drive,磁帶驅動機,磁帶驅動器 ,,
592,magnetic tape drive unit,磁帶驅動裝置,,,
593,magnetic tape driver,磁帶驅動器,,,
594,magnetic tape driving system,磁帶驅動系統,磁帶驅動系統 ,,
595,magnetic tape equipment	,磁帶設備,,,
596,magnetic tape field search	,磁帶欄搜尋,,,
597,magnetic tape file,磁帶檔案,,,
598,magnetic tape file check,磁帶檔案檢查,,,
599,magnetic tape file formatter,磁帶檔案格式器,,,
600,magnetic tape file information,磁帶檔案資訊,,,
601,magnetic tape file label,磁帶檔案標號,,,
602,magnetic tape file operation,磁帶檔案操作,,,
603,magnetic tape filing cabinet,磁帶歸檔櫃,,,
604,magnetic tape format,磁帶格式,磁帶格式 ,,
605,magnetic tape gap width,磁帶間隙寬度,,,
606,magnetic tape group,磁帶組,,,
607,magnetic tape handler	,磁帶處置器,,,
608,magnetic tape head,磁帶頭,,,
609,magnetic tape label,磁帶標號,磁帶標號 ,,
610,magnetic tape leader,磁帶首部,,,
611,magnetic tape librarian,磁帶館管理器,,,
612,magnetic tape library,磁帶程式館,,,
613,magnetic tape loader,磁帶載入器,,,
614,magnetic tape loading program	,磁帶載入程式,,,
615,magnetic tape loading	,磁帶載入,,,
616,magnetic tape loop storage,磁環帶儲存,,,
617,magnetic tape master file,磁帶主檔案,,,
618,magnetic tape memory,磁帶記憶體,,,
619,magnetic tape module	,磁帶模組,,,
620,magnetic tape operating system	,磁帶作業系統,,,
621,magnetic tape parity,磁帶奇偶,磁帶奇偶檢驗 ,,
622,magnetic tape parity check,磁帶同位檢查,,,
623,magnetic tape plotting system	,磁帶繪圖系統,,,
624,magnetic tape processor	,磁帶處理機,,,
625,magnetic tape programming system	,磁帶程式設計系統,,,
626,magnetic tape reader	,磁帶閱讀機,,,
627,magnetic tape record end	,磁帶記錄結束,,,
628,magnetic tape record start	,磁帶記錄開始,,,
629,magnetic tape recorder,磁帶記錄器,,,
