編號,原文,臺灣用語,大陸用語,其他用語,
122,abstract coding,抽象編碼,,,
123,abstract data type,抽象資料類型,抽象數據類型 ,,
124,abstract family of languages,抽象語言系列,抽象語言族 ,,
125,abstract individual,抽象單體,,,
126,abstract machine,抽象機,抽象機 ,,
127,abstract method,抽象方法,抽象方法 ,,
128,abstract model,抽象模型,,,
129,abstract symbol,抽象符號,,,
130,abstract syntax,抽象語法,,,
131,abstract syntax tree,抽象語法樹,,,
132,abstract window toolkit,抽象視窗工具箱,抽象窗口工具箱 ,,
133,abstracting service,摘要服務,(1)文摘服務(2)文摘服務處,,
134,abstraction,抽象,抽象 ,,
135,AC erasing,交流清除法,交流清洗，交流抹去,,
136,AC flipflop,交流正反器,,,
137,AC indicator,交流指示器,,,
138,AC mode,交流模式,,,
139,ac-bias recording,交流偏壓記錄,,,
140,accelerated depreciation,加速折舊,,,
141,accelerated life test,加速壽命試驗,,,
142,accelerated random search,加速隨機搜尋,,,
143,accelerated test,加速測試,加速測試 ,,
144,acceleration factor,加速因數,,,
145,acceleration time,加速時間,加速時間 ,,
146,accelerator,加速器,,,
147,accelerator key,加速鍵,加速鍵 ,,
148,accept,接受,,,
149,accept action,接受動作,,,
150,accept command key indicator,接受命令鍵指示器,,,
151,accept date,接受日期,,,
152,accept for update,接受更新,,,
153,accept phase,接受階段,,,
154,accept response,接受回應,,,
155,accept sequence error,接受順序錯誤,,,
156,accept statement,接受敘述,,,
157,accept with error,有錯誤仍予接受,,,
158,accept with warning,有警告仍予接受,,,
159,acceptable estimates,可接受估計量,,,
160,acceptable failure rate,可接受故障率,,,
161,acceptable level of risk,可承受風險級,可承受風險級 ,,
162,acceptable program,可接受程式,,,
163,acceptable quality level,可接受品質位準,,,
164,acceptable reliability level,可接受的可靠性位準,,,
165,acceptable string,可接受字串,,,
166,acceptance,驗收,驗收 ,,
167,acceptance acknowledge,接受應答,,,
168,acceptance and transfer,驗收與移轉,,,
169,acceptance angle,[觀察]允許角,[觀察]允許角 ,,
170,acceptance criteria,驗收準則,驗收准則 ,,
171,acceptance data package,驗收資料包,,,
172,acceptance functional test,驗收功能測試,,,
173,acceptance functional test procedure,驗收功能測試程序,,,
174,acceptance inspection,驗收檢驗,驗收檢查 ,,
175,acceptance inspection package,驗收檢驗套裝軟體,,,
176,acceptance problem,驗收問題,,,
177,acceptance requirement package,驗收需求包,,,
178,acceptance requirements,驗收需求,,,
179,acceptance review,驗收檢視,,,
180,acceptance test,驗收測試,,,
181,acceptance test procedure,驗收測試程序,,,
182,acceptance testing,驗收測試,驗收測試 ,,
183,acceptance trials,驗收試驗,,,
184,accepted limit,接受極限,,,
185,accepted sequence,接受順序,,,
186,accepted tolerance,接受容許度,,,
187,accepted value,接受值,,,
188,accepting,接收,,,
189,accepting state,接受狀態,接受狀態 ,,
190,accepting station,接收站,,,
191,acceptor handshake,接收器交握,,,
192,acceptor of data,資料接收器,,,
193,access,存取；進接；讀取；進出,訪問, *存取 ,,
194,access activity,存取活動,,,
195,access algorithm,存取演算法,,,
196,access analysis,存取分析,,,
197,access and control point,存取和控制點,,,
198,access arm,存取臂,存取臂 ,,
199,access assembly,存取組合,,,
200,access attribute,存取屬性,,,
201,access attribute of segment,段存取屬性,,,
202,access authorization,存取授權,訪問授權 ,,
203,access barred,存取禁止,,,
204,access barred signal,存取禁止信號,,,
205,access bit,存取位元,,,
206,access block,存取塊,,,
207,access by record file address,利用記錄檔案位址存取,,,
208,access category,存取種類,訪問范疇, *存取范疇 ,,
209,access channel,存取通道,,,
210,access channel control,存取通道控制,,,
211,access charge,存取費用,,,
212,access check,存取檢查,,,
213,access circuit,存取電路,,,
214,access code,存取碼,,,
215,access coding,存取編碼,,,
216,access common system table,存取公用系統表,,,
217,access compatibility,存取相容性,,,
218,access conflict,存取沖突,存取沖突, *訪問沖突 ,,
219,access consideration,存取考慮,,,
220,access constraint,存取約束,,,
221,access context,存取上下文,,,
222,access control,存取控制,存取控制, *訪問控制 ,,
223,access control bit,存取控制位元,,,
224,access control byte,存取控制位元組,,,
225,access control entry,存取控制項,,,
226,access control field,存取控制欄,訪問控制字段 ,,
227,access control key,存取控制鍵,,,
228,access control level,存取控制等級,,,
229,access control list,存取控制列表,,,
230,access control list entry,存取控制列表項,,,
231,access control lock,存取控制鎖,,,
232,access control mechanism,存取控制機制,存取控制機制 ,,
233,access control procedure,存取控制程序,,,
234,access control requirement,存取控制需求,,,
235,access control section,存取控制區段,,,
236,access control system,存取控制系統,,,
237,access control word,存取控制字,,,
238,access cycle,存取周期,訪問周期 ,,
239,access cylinder,存取磁柱,,,
240,access date,存取日期,,,
241,access decision,存取決策,,,
242,access declaration,存取宣告,,,
243,access denial,存取拒絕,存取拒絕 ,,
244,access device,存取裝置,,,
245,access domain,存取域,,,
246,access exception,存取異常,,,
247,access existing permanent file,存取現存永久檔案,,,
248,access facility,存取設施,,,
249,access failure,存取失敗,,,
250,access file,存取檔案,,,
251,access floor,活動地板,,,
252,access function,存取功能,,,
253,access function register,存取功能暫存器,,,
254,access gap,存取間隙,,,
255,access gate,存取閘,,,
256,access hole,存取孔,讀寫孔 ,,
257,access interface,存取介面,,,
258,access interrupt,存取中斷,,,
259,access interrupt mark,存取中斷標示,,,
260,access isolation mechanism,存取隔離機制,,,
261,access key,存取鍵,,,
262,access key organization,存取鍵組織,,,
263,access level,存取層次；存取等級,訪問級別, *存取級別 ,,
264,access level structure,存取層次結構,,,
265,access line,存取線路,,,
266,access line facilities,存取線路設施,,,
267,access link,存取讀寫鏈接,,,
268,access list,存取串列,存取表, *訪問表 ,,
269,access machine,存取機,,,
270,access macro,存取巨集,,,
271,access macro instruction,存取巨集指令,,,
272,access management,存取管理,,,
273,access manager,存取管理器,存取管理程序 ,,
274,access mask register,存取遮罩暫存器,,,
275,access matrix,存取矩陣,訪問矩陣, *存取矩陣 ,,
276,access mechanism,存取機構,存取機構 ,,
277,access memory,存取記憶體,,,
278,access method,存取方法,存取方法 ,,
279,access method block,存取方法區塊,,,
280,access method block list,存取方法塊列表,,,
281,access method control block,存取方法控制塊,,,
282,access method data statistics block,存取方法數據統計塊,,,
283,access method for indexed data,索引資料存取法,,,
284,access method interface,存取方法介面,,,
285,access method module,存取法模組,,,
286,access method routine,存取方法常式,,,
287,access method services,存取方法服務,,,
288,access method summary,存取方法摘要,,,
289,access mode,存取模,,,
290,access model,存取模型,,,
291,access name,存取名稱,,,
292,access network,存取網路,,,
293,access object,存取目標,,,
294,access operation,存取操作,,,
295,access oriented,存取導向,,,
296,access oriented programming,存取導向程式設計,,,
297,access originator,存取發起者,,,
298,access path,存取路徑,,,
299,access path control,存取路徑控制,,,
300,access path of data structure,資料結構的存取路徑,,,
301,access path period,存取路徑週期,,,
302,access path selection,存取路徑選擇,,,
303,access path specification language,存取路徑規格語言,,,
304,access path widening,存取路徑加寬,,,
305,access period,存取週期,,,
306,access permission,存取允許；存取許可,訪問許可, *存取許可 ,,
307,access phase,存取階段,,,
308,access point,存取點,,,
309,access port,存取埠,,,
310,access priority,存取優先權,,,
311,access privilege,存取特權,存取特權, *訪問特權 ,,
312,access procedure,存取程序,,,
313,access program,存取程式,,,
314,access protection field,存取保護欄,,,
315,access protocol,存取協定,,,
316,access queue,存取佇列,存取隊列 ,,
317,access rate,存取速率,,,
318,access record,存取記錄,,,
319,access restriction,存取限制,,,
320,access restriction enforcement,存取限制加強,,,
321,access right,存取權；使用權限,訪問權, *存取權 ,,
322,access right assertion,存取權判定,,,
323,access right grant or deny,存取權授與或拒絕,,,
324,access right terminal,直接存取終端機,,,
325,access routine,存取常式,,,
326,access routine code file,存取常式碼檔案,,,
327,access routine recompilation,存取常式重新編譯,,,
328,access routine specification,存取常式規格,,,
329,access rule,存取規則,,,
330,access scan,存取掃瞄,取數掃描,,
331,access scheme,存取方案,,,
332,access sequence,存取順序,,,
333,access sharing,存取共享,訪問共享 ,,
334,access specification,存取規格,,,
335,access specification language,存取規格語言,,,
336,access specifier,存取規格符,,,
337,access speed,存取速率,,,
338,access stencil,存取模板,,,
339,access stream,存取流,,,
340,access structure,存取結構,,,
341,access system,存取系統,,,
342,access table,存取表,,,
343,access technique,存取技術,,,
344,access time,存取時間,存取時間,,
345,access time gap,存取時間間隙,,,
346,access transparency,存取透明性,存取透明性 ,,
347,access type,存取型式,存取類型, *訪問類型 ,,
348,access type bits,存取型式位元,,,
349,access type definition,存取類型定義,,,
350,access unit,存取單元,,,
351,access value,存取值,,,
352,access variables,存取變數,,,
353,access verb,存取動詞,,,
354,access violation,存取違規,存取違例 ,,
355,access width,存取寬度,,,
356,access window,存取視窗,,,
357,accessibility,可存取性,可存取性 ,,
358,accessibility character,可存取性字元,,,
359,accessible,可存取的,,,
360,accessible address space,可存取位址空間,,,
361,accessible field,可存取欄,,,
362,accessible state,可存取狀態,,,
363,accessing batch processing environment,存取批次處理環境,,,
364,accessing cost for instruction and data,指令和資料的成本存取,,,
365,accessing cost for item outside stack,存取堆疊外項目的成本,,,
366,accessing environment of task,存取任務環境,,,
367,accessing formula,存取公式,,,
368,accessing independent processing environment,存取獨立處理環境,,,
369,accessing interactive processing environment,存取交互式處理環境,,,
370,accessing operation,存取操作,,,
371,accession designation number,存取指定號碼,,,
372,accessor,存取器,,,
373,accessor control,存取器控制,,,
374,accessor privilege,存取器特權,,,
375,accessory,附件；配件,,,
376,accessory power supply,輔助電源,,,
377,accidental data,非限定資料,,,
378,accidental threat,非限定威脅,偶然威脅 ,,
379,accordion fold,手風琴式折頁,,,
380,accordion seek,往復尋覓,往復尋道[測試] ,,
381,account balance,帳戶結餘,,,
382,account creation report,新建帳戶報表,,,
383,account delete report,刪除帳戶報表,,,
384,account detail,帳戶明細,,,
385,account information,帳戶資訊,,,
386,account name,帳戶名稱,,,
387,account number,帳號；會計編號,,,
388,account payable,應付帳款,,,
389,account policy,帳號原則,記賬策略 ,,
390,account receivable,應收帳款,,,
391,account reconciliation program,會計對帳程式,,,
392,account string,帳戶字串,,,
393,account template,帳戶模板,,,
394,account,帳戶；科目；會計；帳款,,,
395,accountability in data entry,資料登錄之可信度,,,
396,accounting,帳務；會計,,,
397,accounting application program,會計應用程式,,,
398,accounting code,會計碼,記賬碼 ,,
399,accounting cycle,會計週期,,,
400,accounting data system,會計資料系統,,,
401,accounting equation,會計方程式,,,
402,accounting format,會計格式,,,
403,accounting information,會計資訊,,,
404,accounting information system,會計資訊系統,,,
405,accounting language,會計語言,,,
406,accounting line number,計行用號碼,,,
407,accounting machine,記帳機；電子記帳機,,,
408,accounting management system,會計管理系統,,,
409,accounting manager,會計經理,,,
410,accounting period,會計週期,,,
411,accounting procedure,會計程序,,,
412,accounting ratio,會計比率,,,
413,accounting regime,會計管轄,,,
414,accounting report,會計報表,,,
415,accounting summary report,會計彙總表,,,
416,accounting system,會計系統；帳務系統,,,
417,accounting tabulating,會計製表,,,
418,accounts payable system,應付帳款系統,,,
419,accounts receivable age month,應收帳款帳齡月數,,,
420,accounts receivable file,應收帳款檔,,,
421,accounts receivable system,應收帳款系統,,,
422,accreditation,身份鑑定,,,
423,accrual accounting,應計的帳務,,,
424,accrual basis,應計基礎,,,
425,accrued,應計的,,,
426,accrued by period,依期間應計,,,
427,accumulate,累計,,,
428,accumulated depreciation,累計折舊,,,
429,accumulating final total,最後累計總數,,,
430,accumulating reproducer,累積複製器,,,
431,accumulation and distribution unit,累積與分配單元,,,
432,accumulation field,累計欄,,,
433,accumulative reception,累積接收,,,
434,accumulative value,累積值,,,
435,accumulator,累加器,累加器,,
436,accumulator field,累加器欄位,,,
437,accumulator instruction,累積器指令,,,
438,accumulator jump instruction,累積器跳越指令,累加器轉移指令,,
439,accumulator left shift,累加器左移,,,
440,accumulator minus judgement,累加器減判定,,,
441,accumulator read-in module,累加器讀入模組,,,
442,accumulator register,累加暫存器,累加寄存器,,
443,accumulator right shift,累加器右移,,,
444,accumulator shift instruction,累積器移位指令,,,
445,accumulator shift right,累加器右移,,,
446,accumulator transfer instruction,累積器轉移指令,,,
447,accuracy,準確度；精確度,,,
448,accuracy constraint,準確度約束,,,
449,accuracy control character,準確度控制字元,,,
450,accuracy control system,準確度控制系統,準確度控制系統,,
451,accuracy of equalization,等化準確度,,,
452,accurate position indicator,精確位置指示器,,,
453,accurately defined system,確切定義系統,,,
454,ac-dc ringing,交直流振鈴,,,
455,acetate,醋酸鹽膠片,,,
456,ACK,確認,確認 ,,
457,acknowledge,確認,確認,,
458,acknowledge character,確認字元,,,
459,acknowledged connectionless-mode transmission,確認的無連接方式傳輸,確認的無連接方式傳輸 ,,
460,acknowledged information transfer service,應答資訊傳送服務,,,
461,acknowledged state variable,應答狀態變數,,,
462,acknowledgement,認可；確認；應答,確認 ,,
463,ACMS central controller,ACMS中央控制器,,,
464,ACMS operator,ACMS作業員,,,
465,ACMS operator command,ACMS操作員命令,,,
466,ACMS user,ACMS使用者,,,
467,ACMS/AD,應用控制與管理系統／應用發展,,,
468,acorn tube,橡實管,,,
469,acoustic,聲響,,,
470,acoustic coupler,聲響耦合器,,,
471,acoustic data,聲響資料,,,
472,acoustic data analysis center,聲響資料分析中心,,,
473,acoustic data processor,聲響資料處理機,,,
474,acoustic delay,聲響延遲,,,
475,acoustic delay line,聲響延遲線,,,
476,acoustic hood,隔音箱,,,
477,acoustic input device,聲響輸入裝置,,,
478,acoustic intelligence data system,聲響智慧資料系統,,,
479,acoustic memory,聲響記憶體,聲存儲器,,
480,acoustic model,聲響模型,聲學模型 ,,
481,acoustic panel,聲響面板,,,
482,acoustic storage,聲響儲存器,,,
483,acoustic transmission system,聲響傳輸系統,,,
484,acoustical,音響的,,,
485,acoustical absorption coefficient,音響吸收係數,,,
486,acoustical hologram,音響全像,,,
487,acoustical holography,音響全像術,,,
488,acoustical imaging,音響成像,,,
489,acoustical sound enclosure,隔音箱,,,
490,acoustic-optic modulator,聲光調變器,,,
491,acoustics,音響學；聲學,,,
492,acousto-optic deflector,聲光偏轉器,,,
493,acousto-optic effect,聲光效應,,,
494,acousto-optic medium,聲光媒介,,,
495,acquire,獲取,,,
496,acquire program device operation,程式裝置獲取作業,,,
497,acquirer,獲取者,需方 ,,
498,acquisition,獲取；擷取,獲取 ,,
499,acquisition mode,探測模式；擷取模式（指信號）,,,
500,acquisition of signal,信號獲取,,,
501,acquisition process,獲取過程,獲取過程 ,,
502,acquisition time,獲取時間,,,
503,acquisition time limit,擷取時間限制,,,
504,acronym,縮寫字；字首；字首語；頭字語,字首組合詞,,
505,across tape,交叉磁帶,,,
506,ACSE,應用控制服務元件,聯合控制服務要素 ,,
507,act fork,決策叉路,,,
508,actinic light,化學光線,,,
509,action,行動；作用；措施；指令；動作,,,
510,action area,動作區,,,
511,action code,動作碼,,,
512,action command,動作命令,,,
513,action current,作用電流,,,
514,action cycle,動作週期,,,
515,action detail,行動明細報表,,,
516,action detail report,行動明細報表,,,
517,action directive,動作指令,,,
518,action entry,動作登錄,,,
519,action field,動作檔,,,
520,action file,現用檔,,,
521,action group,指令群,,,
522,action item,作用項目,,,
523,action line,作用線,,,
524,action list,作用列表,,,
525,action menu,作用選項單,,,
526,action message,動作訊息,,,
527,action panel,指令面板,,,
528,action paper,壓感紙,壓感紙 ,,
529,action period,作用週期,,,
530,action prompt,動作提示,,,
531,action rate,作用率,,,
532,action routine,作用常式,,,
533,action schedule,行動時程,,,
534,action sequence diagram,作用順序圖,,,
535,action site,作用地點,,,
536,action spot,作用點,作用點,,
537,action stack,作用堆疊,,,
538,action status,行動狀態,,,
539,action time,作用時間,,,
540,action token,作用符記,,,
541,activate,啟動,激活, *使能 ,,
542,activate button,啟動鈕,,,
543,activate counter,啟動計數器,,,
544,activate key,啟動鍵,,,
545,activate logical unit,啟動邏輯單元,,,
546,activate mechanism,啟動機制,激活機制 ,,
547,activate physical unit,啟動實體單元,,,
548,activate primitive,啟動基元,激活原語 ,,
549,activate signal,啟動信號,,,
550,activate task,啟動任務,,,
551,activate user,啟動使用者,,,
552,activate user task,啟動使用者任務,,,
553,activating,啟動,,,
554,activation,啟動；活動,,,
555,activation block,啟動區塊,,,
556,activation environment,啟動環境,,,
557,activation flag,啟動旗標,,,
558,activation fragment,啟動片段,,,
559,activation function,啟動函數,激活函數 ,,
560,activation item,啟動項,,,
561,activation list,啟動串列,,,
562,activation mechanism,啟動機制,,,
563,activation of homing,啟動自動導引系統,,,
564,activation pointer,啟動指標,,,
565,activation procedure,啟動程序,,,
566,activation processor,啟動處理機,,,
567,activation record template,啟動記錄模板,,,
568,activation record,活動記錄；啟動記錄,,,
569,activation request,啟動請求,,,
570,activation table,啟動表,,,
571,activation tree,啟動樹,,,
572,active,現用；有效；主動,,,
573,active acoustic device,主動聲響裝置；有源聲裝置,,,
574,active address key,現用位址鍵,,,
575,active agent,主動代理,活動主體 ,,
576,active and inactive stack,現用及不活動堆疊,,,
577,active area,有效區,,,
578,active attack,主動攻擊,主動攻擊 ,,
579,active backplane,有源底板,有源底板 ,,
580,active backup line,有效備用線路,,,
581,active bank,現行記憶庫,,,
582,active block,現用區塊,,,
583,active bubble generator,主動磁泡產生器,,,
584,active card,現用卡片,,,
585,active cell,有效格,,,
586,active channel state,現用通道狀態,工作信道狀態 ,,
587,active circuit,有效電路,,,
588,active communication satellite,有效通訊衛星,,,
589,active component,主動組件,,,
590,active computer,現用電腦,,,
591,active data,現用資料,,,
592,active data area,現用資料區,,,
593,active data set,現用資料集,,,
594,active database,現用資料庫,主動數據庫 ,,
595,active decision support system,主動決策支援系統,主動決策支持系統 ,,
596,active default detection,現用系統預設檢測,,,
597,active device,有效裝置,,,
598,active directory,主動式目錄,現用目錄 ,,
599,active disc table,現用磁碟表,,,
600,active display,有效顯示,,,
601,active DO-loop,現用DO循環,,,
602,active driver,主動式驅動器,活動驅動器 ,,
603,active edge list,現行邊串列,活化邊表 ,,
604,active electronic countermeasure,現行電子反制,,,
605,active element,主動元件,有源元件,,
606,active element group,主動元件組,,,
607,active environment group,現用環境組,,,
608,active feedback,主動回饋,,,
609,active file,現用檔案,活動文件 ,,
610,active file directory,現用檔案目錄,,,
611,active file list,現用檔案串列,,,
612,active file table,現用檔案表,,,
613,active form,現用表格,,,
614,active gate,有源閘,,,
615,active high,高態有效,,,
616,active high clock,高態有效時鐘,,,
617,active high signal,高態有效信號,,,
618,active instruction,有效指令,,,
619,active instruction counter,現用指令計數器,,,
620,active interface,現用介面,,,
621,active item record count,使用中記錄項數,,,
622,active job,現用工件,,,
623,active junction box,有源連接盒,,,
624,active line,現用鏈,,,
625,active link,有效鏈接,工作鏈路 ,,
626,active link pack,有效鏈接包；現用鏈接包,,,
627,active list structure,現用串列結構,,,
628,active logging,現用登錄,,,
629,active low,低態有效,,,
630,active low clock,低態有效時鐘,,,
631,active low inverter,低態有效反向器,,,
632,active maintenance downtime,有效維護當機時間,,,
633,active master file,現用主檔案,,,
634,active master item,現用主項,,,
635,active matrix,動態矩陣,,,
636,active matrix addressing,動態矩陣定址,,,
637,active matrix liquid crystal display,動態矩陣液晶顯示器,,,
638,active memory,現用記憶體,,,
639,active memory cell,現用記憶體格,,,
640,active message processing,有效訊息處理,,,
641,active monitor,現用監視器,,,
642,active network,現用網路,,,
643,active only,僅限於使用中的,,,
644,active operator,有效運算子,,,
645,active page,現用頁,活動頁 ,,
646,active page field,現用頁欄,,,
647,active page queue,現用頁佇列,,,
648,active page register,現用頁暫存器,,,
649,active paging,現用分頁,,,
650,active partition,現用分區,活動分區 ,,
651,active parts,現用零件,,,
652,active procedure,現用過程,,,
653,active process,活動中的作業元,活動進程 ,,
654,active processor module,現用處理機模組,,,
655,active program,現用程式,,,
656,active pull-up,主動上拉,,,
657,active query,主動查詢,主動查詢 ,,
658,active record,現行記錄,,,
659,active record code,現行記錄碼,,,
660,active relay station,有源中繼站,,,
661,active screen,現用畫面,,,
662,active search list,現用搜尋串列,,,
663,active segment field,現用段欄,,,
664,active sheet,現用表單,,,
665,active side,現用側,,,
666,active simulation,主動模擬,,,
667,active state,活動狀態,活動狀態 ,,
668,active station,現用站,,,
669,active status register,現行狀態暫存器,,,
670,active sub-file,現用子檔,,,
671,active task,現行任務,,,
672,active task list,現行任務串列,,,
673,active threat,主動威脅,主動威脅 ,,
674,active time list,有效時間表,,,
675,active transfer command,有效轉移命令,,,
676,active type,現用型式,,,
677,active user,有效使用者,,,
678,active vision,主動視覺,主動視覺 ,,
679,active volume,現用卷,,,
680,active window,現用視窗,,,
681,active wiretapping,主動篡改線路訊息,篡改信道信息, *偽造信道信息 ,,
682,active work space,現行工作空間,,,
683,activity,活動率；活動性,活動 ,,
684,activity attributes,活動屬性,,,
685,activity chain address,活動鍊接位址,,,
686,activity code,活動碼,,,
687,activity grid,活動柵,,,
688,activity loading,活動率負載,,,
689,activity logging,活動率登錄,,,
690,activity ratio,活動比,活動率,,
691,activity save area,活動保存區,,,
692,activity trail,活動存底,,,
693,activity-directed simulation,活動導向模擬,,,
694,actor model,角色模型,角色模型 ,,
695,actual,實際,,,
696,actual address,實際位址,,,
697,actual argument,實際引數,,,
698,actual coding,實際編碼,,,
699,actual cost,實際成本,,,
700,actual cost over standard cost,實際成本高於標準成本,,,
701,actual cost this period,本期實際成本,,,
702,actual costing,實際成本法,,,
703,actual cost-to-date,至本日累計實際成本,,,
704,actual count,實際盤點,,,
705,actual counted quantity,實際盤點數量,,,
706,actual data transfer rate,實際資料傳送率,,,
707,actual decimal point,實際小數點,,,
708,actual key,實際鍵,,,
709,actual logical file name,實際邏輯檔名,,,
710,actual lower bound,實際下限,,,
711,actual nonterminal name,實際非終端名,,,
712,actual number of active and suspended record,使用中及暫停使用記錄之筆數,,,
713,actual numerical value,實際數值,,,
714,actual output,實際輸出,,,
715,actual output alpha factor,實際輸出alpha因子,,,
716,actual parameter,實際參數,實參 ,,
717,actual parameter association,實際參數結合,,,
718,actual parameter list,實際參數串列,,,
719,actual parameter part,實際參數部分,,,
720,actual parameter word,實際參數字,,,
721,actual program absolute address,實際程式絕對位址,,,
722,actual quantity,實際數量,,,
723,actual quantity over standard quantity,實際數量高於標準數量,,,
724,actual quantity under standard quantity,實際數量低於標準數量,,,
725,actual record length,實際記錄長度,,,
726,actual retention time,實際保持時間,,,
727,actual return code,實際轉回碼,,,
728,actual row,實際列,,,
729,actual run-time,實際運行時間,,,
730,actual run-time data area,實際運行時間資料區,,,
731,actual selling price,實際銷售價格,,,
732,actual selsyn,實際自同步機,,,
733,actual sequence,實際順序,,,
734,actual source,實源,,,
735,actual start,實際開始,,,
736,actual start date,實際開始日期,,,
737,actual storage,實際儲存器,,,
738,actual switching point,實際換點,,,
739,actual time,實際時間,,,
740,actual time of completion,實際完成時間,,,
