編號,原文,臺灣用語,大陸用語,其他用語,
59,sales profit amount,銷售利潤金額,,,
60,sales profit percent,銷售利潤百分比,,,
61,sales quantity,銷售數量,,,
62,sales shipment transaction,銷售出貨異動,,,
63,sales transaction,銷售異動,,,
64,salesman number,業務員號碼,,,
65,Salton's magical automatic retrieval of texts system,SMART,,,
66,samarium gallium garnet,釤鎵榴石,,,
67,same area,同區域,,,
68,same area clause,相同區子句；同域子句,,,
69,same body chain,同體鍊,,,
70,same body relation,同體關係,,,
71,same clause,相同子句,,,
72,same domain LU-LU session,同域邏輯單元對邏輯單元對話,,,
73,same phase,同相,,,
74,same priority,同一優先級；相同優先級,,,
75,same record area,同記錄域；同一記錄區,,,
76,same record area clause,同記錄區子句,,,
77,same size,同尺寸（大小）,,,
78,same sort area,同分類區,,,
79,same sort/merge area clause,同一分類／合併區子句,,,
80,same way,同方向,,,
81,sample,樣本,樣本 ,,
82,sample and hold,取樣與保持,,,
83,sample and hold circuit,抽樣保持電路；取樣保持電路,,,
84,sample and hold device,抽樣保持裝置；取樣保持裝置；取樣保值裝器,,,
85,sample autocorrelation function,樣本自相關函數,,,
86,sample average,樣本平均值（數）,,,
87,sample central moment,樣本中央矩,,,
88,sample change compaction,樣本變化緊密,,,
89,sample command file,抽樣命令檔案,,,
90,sample configuration,樣本組態,,,
91,sample controller,抽樣控制器；取樣控制器,,,
92,sample correlation coefficient,樣本相關係數,,,
93,sample covariance,樣本協方差,樣本協方差 ,,
94,sample definition,樣本定義,,,
95,sample delay	,抽樣延遲；取樣延遲,,,
96,sample dispersion,樣本分散,樣本離差 ,,
97,sample distribution,樣本分佈,樣本分布 ,,
98,sample evaluation method	,抽樣評估法；抽樣鑒定法,,,
99,sample flipflop,抽樣正反器,,,
100,sample generator,樣本產生器；抽樣發生器,,,
101,sample input,抽樣輸入,,,
102,sample interactive task,抽樣交談式任務,,,
103,sample interval,樣本區間,樣本區間 ,,
104,sample interval	,抽樣（時間）間隔,,,
105,sample job stream,樣本工件流,,,
106,sample length,樣本長度,,,
107,sample line,抽樣線,,,
108,sample mean,樣本均值,樣本均值 ,,
109,sample mean estimator,樣本平均估計器,,,
110,sample mean square contingency,樣本均方應急,,,
111,sample mechanism,抽樣機構,,,
112,sample median,樣本中數,,,
113,sample mode,抽樣模式,采樣方式 ,,
114,sample moment,樣本矩,樣本矩 ,,
115,sample number,樣本數,,,
116,sample operating system	,樣本操作系統,,,
117,sample output,樣本輸出；抽樣輸出,,,
118,sample panel,樣本面板,,,
119,sample percentile,樣本百分位數,,,
120,sample point,抽樣點,,,
121,sample program,抽樣程式,,,
122,sample program listing sequence,抽樣程式列表序列,,,
123,sample protocol,抽樣協定,,,
124,sample quartiles,樣本四分位數,,,
125,sample query procedure,抽樣查詢程序,,,
126,sample range,樣本範圍,,,
127,sample rate,樣本率；取樣率,,,
128,sample relay	,取樣繼電器；抽樣繼電器,,,
129,sample scope,取樣示波器,,,
130,sample session,抽樣對話,,,
131,sample session editing,抽樣對話編輯,,,
132,sample set,樣本集,樣本集 ,,
133,sample size,樣本大小,,,
134,sample space,檥本空間,樣本空間 ,,
135,sample standard deviation,樣本標準偏差,,,
136,sample techniques,抽樣技術；取樣技術,,,
137,sample time,抽樣時間；取樣時間,,,
138,sample time aperture,抽樣時間截口,,,
139,sample tree,抽樣樹；取樣樹,,,
140,sample variance,樣本變異數,,,
141,sample wafer,樣本片,,,
142,sampled,抽樣；取樣,,,
143,sampled analog computer,抽樣類比計算機,,,
144,sampled analog data,抽樣類比資料,,,
145,sampled data,抽樣資料,,,
146,sampled data computer,抽樣資料計算機,,,
147,sampled data control,抽樣資料控制（器）,,,
148,sampled data control system,抽樣資料控制系統,,,
149,sampled data measurement,抽樣資料測量,,,
150,sampled data mode,抽樣資料模式,,,
151,sampled data nonlinearity matrix	,抽樣資料非線性矩陣,,,
152,sampled data signal,抽樣資料信號,,,
153,sampled data simulator,抽樣資料模擬器,,,
154,sampled data system,抽樣資料系統,,,
155,sampled image quality measure,抽樣影像品質測量,,,
156,sampled ramp signal,抽樣斜坡信號,,,
157,sampled signal,抽樣信號,,,
158,sample-hold,抽樣保持,,,
159,sample-hold circuit,抽樣保持電路；取樣維持電路,,,
160,sample-hold switch,抽樣保持開關,,,
161,sampler,抽樣器；取樣器,采樣器 ,,
162,samples per second	,每秒抽樣數,,,
163,sampling,取樣；抽樣,采樣 ,,
164,sampling algorithm,取樣演算法；抽樣演算法,,,
165,sampling analog memory system	,抽樣類比記憶體系統,,,
166,sampling cell,抽樣單元,,,
167,sampling control,抽樣控制,采樣控制 ,,
168,sampling controller,抽樣控制器,,,
169,sampling distribution,抽樣分佈,采樣分布 ,,
170,sampling error,抽樣誤差,采樣誤差 ,,
171,sampling frequency,抽樣頻率,采樣頻率 ,,
172,sampling function,抽樣函數,,,
173,sampling gate,抽樣閘,,,
174,sampling grid size,抽樣柵大小,,,
175,sampling inspection,抽樣檢驗,,,
176,sampling inspection by attribute,屬性抽樣檢驗,,,
177,sampling inspection by variable,變數抽樣檢驗,,,
178,sampling interval,抽樣間隔,,,
179,sampling life test,抽樣壽命試驗,,,
180,sampling mechanism,抽樣機構,,,
181,sampling network,抽樣網路,,,
182,sampling noise,抽樣雜訊,采樣噪聲 ,,
183,sampling normal distribution,抽樣常態分配,,,
184,sampling oscilloscope,抽樣示波器,,,
185,sampling parametric computation,抽樣參數計算,,,
186,sampling period,抽樣週期,采樣周期 ,,
187,sampling plan,抽樣計畫,,,
188,sampling plug-in,抽樣plugin,采樣插件 ,,
189,sampling process,抽樣過程,,,
190,sampling property,抽樣性質,,,
191,sampling pulse,抽樣脈衝,,,
192,sampling pulse width,抽樣脈衝寬度,,,
193,sampling rate,抽樣率,采樣速率 ,,
194,sampling read out,抽樣讀出,,,
195,sampling scope,抽樣範疇,,,
196,sampling signal,抽樣信號,,,
197,sampling survey method,抽樣調查法,,,
198,sampling switch,抽樣開關,,,
199,sampling system,抽樣系統,采樣系統 ,,
200,sampling theorem,抽樣定理,,,
201,sampling theory,抽樣理論,,,
202,sampling time,抽樣時間,,,
203,sampling tool,抽樣工具,,,
204,sampling unit,抽樣單元,,,
205,sampling window,抽樣視窗,,,
206,sand blast,噴砂；砂磨,,,
207,sandwich,三明治結構；夾心結構,,,
208,sandwich digit,夾心數位,,,
209,sandwich tape,夾心帶,,,
210,sandwich testing,夾心測試,,,
211,sandwich type element,夾心型元件,,,
212,sanitizing,消毒,消密 ,,
213,SAP,服務存取點,服務訪問點, *服務接入點 ,,
214,sapphire,藍寶石；青玉色,,,
215,sapphire substrate,藍寶石基體,,,
216,SAR,分段與重組合,分段和重裝 ,,
217,SAS,軟體架構風格,軟件體系結構風格 ,,
218,SASE,特定應用服務元件,特定應用服務要素 ,,
219,satellite,衛星,,,
220,satellite access,衛星存取,,,
221,satellite address,衛星位址,,,
222,satellite and missile observation system	,衛星及飛彈觀察系統,,,
223,satellite antenna,衛星天線,,,
224,satellite attitude,衛星姿態,,,
225,satellite automation system,衛星自動化系統,,,
226,satellite automonitor system	,衛星自動監視器系統,,,
227,satellite beacon,衛星信標,,,
228,satellite bus line,衛星匯流排線,,,
229,satellite business,衛星商業,,,
230,satellite business system	,衛星商用系統,,,
231,satellite channel,衛星通道,,,
232,satellite channel mode,衛星通道模式,,,
233,satellite communication,衛星通訊,,,
234,satellite communication center,衛星通訊中心,,,
235,satellite communication concentrator	,衛星通信集線器,,,
236,satellite communication control facility,衛星通信控制設施,,,
237,satellite communication controller,衛星通訊控制器,,,
238,satellite communication network,衛星通信網路,,,
239,satellite communication system,衛星通信系統,,,
240,satellite communication terminal,衛星通信終端,,,
241,satellite communication test,衛星通信測試,,,
242,satellite community reception,衛星社區接收,,,
243,satellite computer terminal,衛星計算機終端,,,
244,satellite computer	,衛星計算機；輔助計算機,,,
245,satellite control center,衛星控制中心,,,
246,satellite control facility	,衛星控制設施,,,
247,satellite control function,衛星控制功能,,,
248,satellite control network,衛星控制網路,,,
249,satellite data,衛星數據；衛星資料,,,
250,satellite data area	,衛星資料區,,,
251,satellite data collection system,衛星資料收集系統,,,
252,satellite data communication,衛星資料通信,,,
253,satellite data exchange	,衛星資料交換,,,
254,satellite data modulator,衛星資料調變器,,,
255,satellite data processing system,衛星資料處理系統,,,
256,satellite data recorder,衛星資料記錄器,,,
257,satellite data system,衛星資料系統,,,
258,satellite delay,衛星延遲,,,
259,satellite delay compensation unit	,衛星延遲補償單元,,,
260,satellite digital analog display,衛星數位類比顯示,,,
261,satellite downlink,衛星下發鏈路；衛星下行鏈路,,,
262,satellite droplet,衛星滴,,,
263,satellite earth station,衛星地面站,,,
264,satellite earth terminal,衛星地面終端機,,,
265,satellite environment,衛星環境,,,
266,satellite equatorial orbit,赤道軌道衛星,,,
267,satellite graphic job processor	,衛星圖形工件處理器,,,
268,satellite ground station,衛星地面站,,,
269,satellite I/O module	,衛星輸入輸出模組,,,
270,satellite identification,衛星識別,,,
271,satellite image,衛星影像,,,
272,satellite information,衛星資訊,,,
273,satellite information center	,衛星資訊中心,,,
274,satellite information message protocol	,衛星資訊訊息協定,,,
275,satellite information processor,衛星資訊處理機,,,
276,satellite inspection,衛星檢驗,,,
277,satellite inspection network,衛星檢驗網路,,,
278,satellite inspection technique,衛星檢驗技術,,,
279,satellite interface message processor	,衛星介面訊息處理機,,,
280,satellite laboratory,衛星實驗室,,,
281,satellite library information network,衛星圖書館資訊網路,,,
282,satellite line,衛星通訊線路,,,
283,satellite link,衛星鏈路,,,
284,satellite maintenance technique,衛星維護技術,,,
285,satellite minicomputer,衛星迷你電腦,,,
286,satellite module,徫星模組,,,
287,satellite motion simulator	,衛星運動模擬器,,,
288,satellite multiple access,衛星多重存取,,,
289,satellite navigation computer,衛星導航計算機,,,
290,satellite network,衛星網路,,,
291,satellite observation,衛星觀測,,,
292,satellite optical link,衛星光鏈接,,,
293,satellite packet transmission,衛星封包傳輸,,,
294,satellite pair,伴偶,,,
295,satellite paper tape transfer,衛星紙帶傳送,,,
296,satellite point,衛星點,,,
297,satellite problem,衛星問題,,,
298,satellite processor access method	,衛星處理機存取方法,,,
299,satellite processor	,衛星處理機,,,
300,satellite recovery,衛星恢復,,,
301,satellite relay,衛星中繼,,,
302,satellite rendezvous,衛星會合,,,
303,satellite rendezvous system,衛星會合系統,,,
304,satellite service,衛星服務,,,
305,satellite simulator,衛星模擬器,,,
306,satellite space station,衛星太空站,,,
307,satellite station,衛星站,,,
308,satellite switched time division multiple access	,衛星交換分時多重存取多,,,
309,satellite switching,衛星交換,,,
310,satellite system,衛星系統；輔助系統,,,
311,satellite system monitor station,衛星系統監視站,,,
312,satellite test center,衛星測試中心,,,
313,satellite to satellite communication,衛星對衛星通信,,,
314,satellite to satellite data transfer,衛星對衛星資料傳送,,,
315,satellite to satellite link,衛星對衛星鏈接,,,
316,satellite tracking program	,衛星追蹤程式,,,
317,satellite transmission,衛星傳輸,,,
318,SATF policy,SATF政策,,,
319,satisfaction proof,滿足式證明,,,
320,satisfiability,滿足性,,,
321,satisfiability problem,滿足性問題,可滿足性問題 ,,
322,satisfiable,可滿足的,,,
323,satisfiable combination,可滿足組合,,,
324,satisfy,滿足,,,
325,satstream,衛星流,,,
326,S-attribute grammar,S屬性文法,,,
327,saturate,使飽和,,,
328,saturated,飽和的,,,
329,saturated arc,飽和弧,,,
330,saturated circuit,飽和電路,,,
331,saturated current demand logic	,飽和電流需求邏輯電路,,,
332,saturated cut,飽和切割,,,
333,saturated diode,飽和二極體,,,
334,saturated drift transistor diode logic	,飽和漂移型電晶體二極體邏輯,,,
335,saturated drift transistor register logic,飽和漂移型電晶體暫存器邏輯,,,
336,saturated edge,飽和邊,,,
337,saturated integrator,飽和積分器,,,
338,saturated inverter logic,飽和反向器邏輯,,,
339,saturated logic circuit,飽和邏輯電路,,,
340,saturated logic	,飽和邏輯,,,
341,saturated path,飽和路徑,,,
342,saturating drift transistor register logic	,飽和漂移電晶體暫存器邏輯,,,
343,saturating integrator,飽和積分器,,,
344,saturation,飽和,,,
345,saturation area,飽和區,,,
346,saturation arithmetic,飽和算術,,,
347,saturation breakpoint voltage,飽和斷點電壓,,,
348,saturation characteristic,飽和特性,,,
349,saturation current,飽和電流,,,
350,saturation delay,飽和延遲,,,
351,saturation delay Schottky diode,飽和延遲肖特基二極體,,,
352,saturation flux,飽和通量,,,
353,saturation flux density,飽和通量密度,,,
354,saturation jamming,飽和干擾,,,
355,saturation magnetic recording,飽和磁記錄,飽和磁記錄 ,,
356,saturation magnetization,飽和磁化,,,
357,saturation noise	,飽和雜訊,,,
358,saturation point,飽和點,,,
359,saturation recording current,飽和記錄電流,,,
360,saturation region,飽和區域,,,
361,saturation resistance,飽和電阻,,,
362,saturation routing,飽和選路,,,
363,saturation signaling,飽和發信,,,
364,saturation signaling system,飽和發信系統,,,
365,saturation state,飽和狀態,,,
366,saturation testing,飽和測試,,,
367,saturation threshold,飽和定限,,,
368,saturation voltage,飽和電壓,,,
369,saturation zone,飽和區域,,,
370,save,保存；存；節省；保留,保存,,
371,save address latch	,保留位址閂,,,
372,save area,保存區,保存區 ,,
373,save area table	,保存區表,,,
374,save file,保存檔案；副本檔案,,,
375,save file procedure,保存檔案程序,,,
376,save file system resource,保存檔案系統資源,,,
377,save format,保存格式,,,
378,save graphic environment,保存圖形環境,,,
379,save image structure,保存影像結構,,,
380,save instruction,保存指令,,,
381,save memory,保存記憶體,,,
382,save option,保存選項,,,
383,save register,保存暫存器,,,
384,save routine,保存常式,,,
385,save statement,保存敘述,,,
386,save system rights,保存系統權力,,,
387,save tape,保存帶,,,
388,save tape structure,保存帶結構,,,
389,save value,保存值,,,
390,save/restore message queue	,保存恢復訊息佇列,,,
391,saved area,保留區,,,
392,saved area description entry,保留區描述項,,,
393,saved screen,保留的螢幕,,,
394,saved system,保留系統,,,
395,saving time,保存時間,,,
396,sawtooth,鋸齒波,,,
397,sawtooth generator,鋸齒波產生器,,,
398,sawtooth pulse,鋸齒波脈衝,,,
399,sawtooth time base,鋸齒波時基,,,
400,sawtooth voltage generator,鋸齒波電壓產生器,,,
401,sawtooth wave,鋸齒波,,,
402,sawtooth waveform,鋸齒波形,,,
403,SBC,單字元組校正,單字節校正 ,,
404,SBR,統計位元率,統計比特率 ,,
405,SCADAS,監控與資料獲取系統,監控與數據采集系統 ,,
406,scalability,可擴縮性,可擴縮性, *易擴縮性 ,,
407,scalable coherent interface,可擴縮一致性介面,可擴縮一致性接口 ,,
408,scalable video,可調整視訊,可調整視頻 ,,
409,scalar,純量；純量的,標量 ,,
410,scalar access control,量存取控制,,,
411,scalar analysis,純量分析,,,
412,scalar array operation,純量陣列運算,,,
413,scalar assignment,量指定,,,
414,scalar C compiler,純量C語言編譯器,,,
415,scalar computation,純量計算,,,
416,scalar computer,純量計算機,標量計算機 ,,
417,scalar constant,純量常數,,,
418,scalar data,純量資料,,,
419,scalar data flow analysis,純量資料流分析,標量數據流分析 ,,
420,scalar enumerated type,純量枚舉類型,,,
421,scalar execution unit,量執行單元,,,
422,scalar expansion,純量擴展,,,
423,scalar expression,純量表示式,,,
424,scalar filter,純量濾波器,,,
425,scalar forward substitution,純量正向替代,,,
426,scalar instruction,純量指令,,,
427,scalar item,純量項,,,
428,scalar matrix,純量矩陣,,,
429,scalar multiplication,純量乘法,,,
430,scalar operation,純量運算,,,
431,scalar pipeline,純量管線,標量流水線 ,,
432,scalar predictor,純量預測子,,,
433,scalar processing,純量處理,,,
434,scalar processing unit	,純量處理單元,,,
435,scalar processor,純量處理機,標量處理器 ,,
436,scalar product,純量乘積,,,
437,scalar quantity,純量數量,,,
438,scalar reference,純量引用,,,
439,scalar register,純量暫存器,,,
440,scalar result,純量結果,,,
441,scalar return register,純量返回暫存器,,,
442,scalar stream,純量流,,,
443,scalar type,純量類型,,,
444,scalar type identifier,純量型識別符,,,
445,scalar variable,純量變數,,,
446,scale,標度；尺度；音階；比例尺；規模,,,
447,scale change,標度改變,,,
448,scale coefficient,比例尺係數,,,
449,scale control,比例尺控制,,,
450,scale coordinate system,縮放坐標系統,,,
451,scale decimal arithmetic,帶比例的十進算術,,,
452,scale definition,標度定義,,,
453,scale down,按比例縮小,,,
454,scale factor check,比例因數檢查,,,
455,scale factor designator,比例因數指定符,,,
456,scale factor register	,比例因數暫存器,,,
457,scale factor	,比例因數；標度因數,,,
458,scale increment,標度增量,,,
459,scale label,標度標號,,,
460,scale line,標度線,,,
461,scale mark,標度標示,,,
462,scale merit,規模優質,,,
463,scale model,比例模型,,,
464,scale model investigation,比例模型調查,,,
465,scale modifier,標度修飾符,,,
466,scale multiplier,標度乘法器,,,
467,scale number,標度數目,,,
468,scale operation,標度運算,,,
469,scale plate,標度板,,,
470,scale process technology,標度處理技術,,,
471,scale space,標度空間,尺度空間 ,,
472,scale up,按比例增加；按比例放大,,,
473,scale value,標度值；刻度值,,,
474,scale-of-ten,十進制,,,
475,scale-of-ten circuit,十進制電路,,,
476,scale-of-two,二進制,,,
477,scaler,定標器,,,
478,scaler circuit,定標器電路,,,
479,scaler quantity,定標器量,,,
480,scaler-printer,列印機的定標器,,,
481,scaling,定標；換算,放縮 ,,
482,scaling ,定比；定標（電腦圖形的）,,,
483,scaling attribute,定標屬性,,,
484,scaling circuit,定標電路,,,
485,scaling down,按比例縮小,,,
486,scaling factor,比例因數；定標因數；標度因數,,,
487,scaling instruction,定標指令,,,
488,scaling method,定標方法,,,
489,scaling point,定標點,,,
490,scaling position,定標位置,,,
491,scaling transformation,比例變換,比例變換, *定比變換 ,,
492,scallop,扇形畸度；扇形扭曲,,,
493,scan,掃瞄,掃描,,
494,scan abort,掃瞄異常中止,,,
495,scan abort subsystem,掃瞄異常中止子系統,,,
496,scan address,掃瞄位址,,,
497,scan address generator,掃瞄位址產生器,,,
498,scan algorithm,掃瞄演算法,,,
499,scan area,掃瞄區,,,
500,scan backwards,反向掃瞄,,,
501,scan band,掃瞄帶,,,
502,scan code,掃瞄碼,,,
503,scan command,掃瞄命令,,,
504,scan command word,掃瞄命令字,,,
505,scan control register,掃瞄控制暫存器,,,
506,scan control unit,掃瞄控制單元,,,
507,scan conversion,掃瞄轉換,掃描轉換 ,,
508,scan conversion algorithm,掃瞄轉換演算法,,,
509,scan conversion program,掃瞄轉換程式,,,
510,scan converter,掃瞄轉換器,,,
511,scan counter,掃瞄計數器,,,
512,scan design,掃瞄設計,掃描設計 ,,
513,scan for operand,掃瞄運算元,,,
514,scan forward,正向掃瞄,,,
515,scan fraction,掃瞄分數,,,
516,scan frequency,掃瞄頻率,,,
517,scan gate number	,掃瞄閘號碼,,,
518,scan head,掃瞄頭,,,
519,scan length,掃瞄長度,,,
520,scan limit,掃瞄限量,,,
521,scan line,掃瞄線,,,
522,scan line algorithm,掃瞄線演算法,掃描線算法 ,,
523,scan out,掃瞄輸出,,,
524,scan pattern,掃瞄型樣,,,
525,scan period,掃瞄週期,,,
526,scan plane,掃描平面,掃描平面 ,,
527,scan rate,掃瞄率,,,
528,scan rate modulation deception,掃瞄率調變欺詐,,,
529,scan reset,掃瞄重置,,,
530,scan resolution,掃瞄分解,,,
531,scan speed,掃瞄速率,,,
532,scan task,掃瞄任務,,,
533,scan-in,掃瞄輸入,掃描輸入 ,,
534,scan-in bus,掃瞄輸入匯流排,,,
535,scanistor,掃瞄器,,,
536,scanned character,掃瞄字元,,,
537,scanned document,被掃瞄文件,,,
538,scanned laser infrared microscope	,掃瞄雷射紅外線顯微鏡,,,
539,scanned storage tube	,掃瞄儲存管,,,
540,scanned symbol,被掃瞄符號,,,
541,scanner,掃瞄器；掃瞄程序,掃描儀 ,,
542,scanner board,掃瞄器板,,,
543,scanner controller,掃瞄器控制器,,,
544,scanner definition,掃瞄器定義,,,
545,scanner definition facility,掃瞄器定義設施,,,
546,scanner encoder,掃瞄器編碼器,,,
547,scanner generator,掃瞄器產生器,,,
548,scanner input language	,掃瞄器輸入語言,,,
549,scanner interrupt,掃瞄器中斷,,,
550,scanner keyed input language	,掃瞄器鍵控輸入語言,,,
551,scanner program,掃瞄器程式,,,
552,scanner selection,掃瞄器選擇,,,
553,scanner selector,掃瞄器選擇器,掃描選擇器 ,,
554,scanning,掃瞄,掃描,,
555,scanning accuracy,掃瞄準確度,,,
556,scanning algorithm,掃瞄演算法,,,
557,scanning area,掃瞄區,,,
558,scanning beam,掃瞄束,,,
559,scanning circuit,掃瞄電路,,,
560,scanning control,掃瞄控制,,,
561,scanning control register,掃瞄控制暫存器,,,
562,scanning densitometer,掃瞄密度計,,,
563,scanning density,掃瞄密度,,,
564,scanning device,掃瞄裝置,,,
565,scanning digitizer,掃瞄數化器,,,
566,scanning direction,掃瞄方向,,,
567,scanning drum,掃瞄磁鼓,,,
568,scanning electron microscope	,掃瞄電子顯微鏡,,,
569,scanning encoding	,掃瞄編碼,,,
570,scanning field,掃瞄欄,,,
571,scanning index,掃瞄索引,,,
572,scanning interval,掃瞄區間,,,
573,scanning limit,掃瞄極限,,,
574,scanning line,掃瞄線,,,
575,scanning line frequency,掃瞄線頻率,,,
576,scanning line length,掃瞄線長度,,,
577,scanning line period,行掃瞄線週期,,,
578,scanning line rate,掃瞄線率,,,
579,scanning line usable length,掃瞄行可用長度,,,
580,scanning machine,掃瞄機,,,
581,scanning mechanism,掃瞄機構,,,
582,scanning method,掃瞄法,,,
583,scanning motion,掃瞄移動,,,
584,scanning pattern,掃描型樣,掃描模式 ,,
585,scanning period,掃瞄週期,,,
586,scanning pitch,掃瞄間距,,,
587,scanning pointer,掃瞄指標,,,
588,scanning position,掃瞄位置,,,
589,scanning rate,掃瞄速率,,,
590,scanning routine,掃瞄常式,,,
591,scanning search,掃瞄搜尋,,,
592,scanning selector,掃瞄選擇器,,,
593,scanning sequence,掃瞄順序,,,
594,scanning shift,掃瞄移位,,,
595,scanning speed,掃瞄速率,,,
596,scanning spot,掃瞄點,,,
597,scanning spot beam,掃瞄點束,,,
598,scanning spot X-dimension,X維掃瞄點,,,
599,scanning spot Y-dimension,Y維掃瞄點,,,
600,scanning television camera,掃瞄電視攝影機,,,
601,scanning trace,掃瞄追蹤,,,
602,scanning traverse,掃瞄橫過,,,
603,scanning unit,掃瞄裝置,,,
604,scannogram,掃瞄術,,,
605,scan-out,掃描輸出,掃描輸出 ,,
606,scan-round,循環掃瞄,,,
607,scatter,散射；分散,,,
608,scatter chart,散佈圖,,,
609,scatter diagram,散佈圖,,,
610,scatter format,散佈格式,分散格式 ,,
611,scatter gap,散佈間隙,,,
612,scatter graph,發散圖；散射圖,,,
613,scatter load,散佈載入,,,
614,scatter loading,散佈載入,分散裝入 ,,
615,scatter plot,散佈圖,,,
616,scatter proofs,散射校樣,,,
617,scatter propagation,散射傳播,,,
618,scatter read,散佈讀,,,
619,scatter read operation,散佈讀入操作,,,
620,scatter read/write,散佈讀寫,,,
621,scatter reading,散佈閱讀,,,
622,scatter register transfer,散佈暫存器轉移,,,
623,scatter storage,散佈儲存,,,
624,scatter storage technique,散佈儲存技術,,,
625,scatter table,散佈表,,,
626,scatter transfer,散佈轉移,,,
627,scatter write,散佈寫入,,,
628,scatter write operation,散佈寫入作業,,,
629,scatter/gather,分散或集中,,,
630,scatter/gather operation,分散或集中操作,,,
631,scattered data point,散佈資料點,,,
632,scattered data points,散佈資料點,散亂數據點 ,,
633,scattered seeds,散射晶種,,,
634,scattered wind,散佈卷,,,
635,scatterer,散射體；散射物質,,,
636,scattering,散佈；散射,,,
637,scattering center,散射中心,,,
638,scattering coefficient,散射係數,,,
639,scattering cross-section,散射截面,,,
640,scattering loss,散射損失,,,
641,scatter-read/gather-write,分散讀集中寫,,,
642,scavenge,清掃,提取 ,,
643,scavenger,清掃器；淨化劑,,,
644,scavenging,清掃,,,
645,SCB,對話控制段,對話控制塊 ,,
646,scenario,情節；情景；腳本,,,
647,scenario agent,情節代理,情景主體 ,,
648,scenario based design,情節為基的設計,,,
649,scenario method,腳本法,,,
650,scenario prototype,腳本原型；方案原案,,,
651,scenario testing,情節測試,,,
652,scene,場面；場景,景物 ,,
653,scene analysis,景物分析,,,
654,scene border,景物邊界,,,
655,scene description,景物描述,,,
656,scene domain,場域,,,
657,scene of action communication,行動實況通信,,,
658,scene of air-sea-rescue frequency,海空救援頻率,,,
659,scene recognition,景物識別,,,
660,scene segmentation,景物分段,,,
661,scene understanding,景物理解,,,
662,scenic analysis,景物分析,景物分析 ,,
663,SCF,同步和收斂功能,同步和會聚功能 ,,
664,schedulability,可排程性,可調度性, *易調度性 ,,
665,schedule,排程；時程,,,
666,schedule file,排程檔案,,,
667,schedule job,排程工件,調度作業 ,,
668,schedule maintenance,定期維護,定期維護 ,,
669,schedule of transaction,異動排程,,,
670,schedule status preprocessor	,排程狀態預處理機,,,
671,schedule stop date,時程停止日期,,,
672,schedule table,排程表,調度表 ,,
673,schedule time,排程時間,,,
674,scheduled,排定；預定,,,
675,scheduled circuits,預定線路；預定電路,,,
676,scheduled completion date,排定完成日期,,,
677,scheduled down time,預定停機時間,,,
678,scheduled engineering time,預定工程時間,,,
679,scheduled fault detection,預定故障檢測,預定故障檢測 ,,
680,scheduled maintenance,預定維修,預定維修 ,,
681,scheduled maintenance time,例行維護時間；預定維護時間；定期維護時間,預訂維修時間 ,,
682,scheduled maintenance	,排定維護；定期維護,,,
683,scheduled operation,預定操作；例行操作,,,
684,scheduled output,預定輸出；例行輸出,,,
685,scheduled overtime,排定加班,,,
686,scheduled receipt,排定接收,,,
687,scheduled start date,預定開始日期,,,
688,scheduled start time,預定開始時間；例行啟動時間,,,
689,scheduled time,排定時間,,,
690,scheduler,排程器,調度程序 ,,
