系統編號,英文名稱,中文名稱,圖片,更新時間
2381575,intercommunicating line,內部通信線路,,2015-09-11
2381576,intercommunicating system,內部通信系統,,2015-09-11
2381577,intercommunication circuit,內部通信電路,,2015-09-11
2381578,intercommunication equipment,內部通信設備,,2015-09-11
2381579,intercommunication flipflop，ICF,內部通信正反器,,2015-09-11
2381580,intercommunication installation,內部通信安裝,,2015-09-11
2381581,intercommunication logic,內部通信邏輯,,2015-09-11
2381582,intercommunication primitives,內部通信原語,,2015-09-11
2381583,intercommunication set,內部通信集,,2015-09-11
2381584,intercomparison test,比對試驗,,2015-09-11
2381585,intercompilation,內部編譯,,2015-09-11
2381586,intercomputer adapter，ICA,計算機間轉接器,,2015-09-11
2381587,intercomputer buffer,計算機間緩衝器,,2015-09-11
2381588,intercomputer communication link,計算機間通信鏈路,,2015-09-11
2381589,interconnect,互連,,2015-09-11
2381590,interconnect device arrange,互連裝置安排,,2015-09-11
2381591,interconnect dynamical system,互連式動態系統,,2015-09-11
2381592,interconnect equipment,互連設備,,2015-09-11
2381593,interconnect function,互連功能,,2015-09-11
2381594,interconnect matrix,互連矩陣,,2015-09-11
2381595,interconnectable behavior model,可互連特性模型,,2015-09-11
2381596,interconnected business system,互連商用系統,,2015-09-11
2381597,interconnected system,互連系統,,2015-09-11
2381598,interconnecting device,互連裝置,,2015-09-11
2381599,interconnecting electronic mail system,互連電子郵件系統,,2015-09-11
2381600,interconnecting link,互連鏈接,,2015-09-11
2381601,interconnecting main,互連主線,,2015-09-11
2381602,interconnecting switching center,互連交換中心,,2015-09-11
2381603,interconnecting unit,互連裝置,,2015-09-11
2381604,interconnection,互連,,2015-09-11
2381605,interconnection agreement,互連協議,,2015-09-11
2381606,interconnection approach,互連法,,2015-09-11
2381607,interconnection between computer system and process interface system,電腦系統與處理介面系統間之互接,,2015-09-11
2381608,interconnection between process interface system and process control equipment,處理介面系統與過程控制設備間之互接,,2015-09-11
2381609,interconnection board,互連板,,2015-09-11
2381610,interconnection capacitance,互連電容,,2015-09-11
2381611,interconnection circuit,互連電路,,2015-09-11
2381612,interconnection film,互連膜,,2015-09-11
2381613,interconnection function,互連功能,,2015-09-11
2381614,interconnection list,互連表,,2015-09-11
2381615,interconnection network,互連網路,,2015-09-11
2381616,interconnection pattern,互連型樣,,2015-09-11
2381617,interconnection scheme,互連方案,,2015-09-11
2381618,interconnection stack,互連堆疊,,2015-09-11
2381619,interconnection switch,互連開關,,2015-09-11
2381620,interconnection system,互連系統,,2015-09-11
2381621,interconnection topology,互連布局,,2015-09-11
2381622,interconnectivity,網間連結,,2015-09-11
2381623,interconnector,互連符,,2015-09-11
2381624,interconsole message program,控制台間訊息程式,,2015-09-11
2381625,intercoupler,內耦合器,,2015-09-11
2381626,intercross,交叉,,2015-09-11
2381627,intercutting,轉切,,2015-09-11
2381628,intercycle,間週,,2015-09-11
2381629,interdiction,封鎖,,2015-09-11
2381630,interdigital timing,數位間計時,,2015-09-11
2381631,interdigital transducer,數位間轉換器,,2015-09-11
2381632,interdocument link,文件間鏈結,,2015-09-11
2381633,interdomain policy routing,網域間政策選路,,2015-09-11
2381634,interdomain routing protocol,域間選路協定；IDRP 協定,,2015-09-11
2381635,interelectrode capacitance,極間電容,,2015-09-11
2381636,interest,利息,,2015-09-11
2381637,Interest Code,興趣代碼,,2015-09-11
2381638,interested party,利害關係人,,2015-09-11
2381639,interesting,感興趣,,2015-09-11
2381640,interexchange carrier,交換機間載波,,2015-09-11
2381641,interexchange channel,互換通道,,2015-09-11
2381642,interface,介面,,2015-09-11
2381643,interface adapter,介面配接器,,2015-09-11
2381644,interface agent,介面主體,,2015-09-11
2381645,interface analysis,介面分析,,2015-09-11
2381646,interface board,介面板,,2015-09-11
2381647,interface cable,介面電纜,,2015-09-11
2381648,interface card,介面卡,,2015-09-11
2381649,interface channel,介面通道,,2015-09-11
2381650,interface channel communication,介面通道通信,,2015-09-11
2381651,interface checking,介面檢查,,2015-09-11
2381652,interface chip,介面晶片,,2015-09-11
2381653,interface circuit,介面電路,,2015-09-11
2381654,interface command,介面命令,,2015-09-11
2381655,interface communication,介面通信,,2015-09-11
2381656,interface computer,介面計算機,,2015-09-11
2381657,interface computer unit,介面計算機單元,,2015-09-11
2381658,interface connection,介面連接,,2015-09-11
2381659,Interface Control,界面控制,,2015-09-11
2381660,Interface Control Document,界面控制文件,,2015-09-11
2381661,interface control module,介面控制模組,,2015-09-11
2381662,interface control unit,介面控制單元,,2015-09-11
2381663,interface data,介面資料,,2015-09-11
2381664,interface data unit，IDU,介面資料單元,,2015-09-11
2381665,interface debugging,介面除錯,,2015-09-11
2381666,interface definition language，IDL,介面定義語言,,2015-09-11
2381667,interface description language，IDL,介面描述語言,,2015-09-11
2381668,interface design,介面設計,,2015-09-11
2381669,interface device,介面裝置,,2015-09-11
2381670,interface diagnosis,介面診斷,,2015-09-11
2381671,interface driver,介面驅動器,,2015-09-11
2381672,interface equipment,介面設備,,2015-09-11
2381673,interface error control,介面錯誤控制,,2015-09-11
2381674,interface flag,介面旗標,,2015-09-11
2381675,interface function,介面功能,,2015-09-11
2381676,interface function layer,介面功能層,,2015-09-11
2381677,interface hardware,介面硬體,,2015-09-11
2381678,interface interpretable station address,介面譯碼站位址,,2015-09-11
2381679,interface job,介面工件,,2015-09-11
2381680,interface latch chip,介面閂晶片,,2015-09-11
2381681,interface line summary,介面線路彙總,,2015-09-11
2381682,interface logic design,介面邏輯設計,,2015-09-11
2381683,interface management language,介面管理語言,,2015-09-11
2381684,Interface Management Plan,界面管理計畫,,2015-09-11
2381685,interface message processor throughput,介面訊息處理器通量,,2015-09-11
2381686,interface message processor，IMP,介面訊息處理器,,2015-09-11
2381687,interface message process，IMP,介面訊息處理,,2015-09-11
2381688,interface microprocessor system,介面微處理機系統,,2015-09-11
2381689,interface module,介面模組,,2015-09-11
2381690,interface multiplexer,介面多工器,,2015-09-11
2381691,interface node,介面節點,,2015-09-11
2381692,interface organization,介面組織,,2015-09-11
2381693,interface parity,介面奇偶性,,2015-09-11
2381694,interface peripherals,介面週邊,,2015-09-11
2381695,interface port,介面埠,,2015-09-11
2381696,interface pragma,介面程式標注,,2015-09-11
2381697,interface procedure,介面程序,,2015-09-11
2381698,interface processor,介面處理機,,2015-09-11
2381699,interface program,介面程式,,2015-09-11
2381700,interface requirement,介面需求,,2015-09-11
2381701,interface routine,介面常式,,2015-09-11
2381702,interface signaling format,介面信號格式,,2015-09-11
2381703,interface software,介面軟體,,2015-09-11
2381704,Interface Specification Language,介面規格語言,,2015-09-11
2381705,interface specification standard,介面規格標準,,2015-09-11
2381706,interface standard,介面標準,,2015-09-11
2381707,interface surface,介面面,,2015-09-11
2381708,interface switch,介面開關,,2015-09-11
2381709,interface system communication,介面系統通信,,2015-09-11
2381710,interface testing,介面測試,,2015-09-11
2381711,interface timer,介面計時器,,2015-09-11
2381712,interface type,介面類型,,2015-09-11
2381713,interface typewriter,介面打字機,,2015-09-11
2381714,interface unit,介面單元,,2015-09-11
2381715,interface vector,介面向量,,2015-09-11
2381716,interfaceability,介面能力,,2015-09-11
2381717,interfaces between process computer systems and technical processes,處理電腦系統與技術處理間之介面,,2015-09-11
2381718,interfacility transfer trunk,設施間傳送幹線,,2015-09-11
2381719,interfacing concept,介面技術概念,,2015-09-11
2381720,interfacing terminal,介面終端,,2015-09-11
2381721,interference,干擾,,2015-09-11
2381722,interference absorber,干擾吸收器,,2015-09-11
2381723,interference analyzer,干擾分析器,,2015-09-11
2381724,interference blanker,干擾消除器,,2015-09-11
2381725,interference detection,干擾檢測,,2015-09-11
2381726,interference emission,干擾放射,,2015-09-11
2381727,interference fading,干擾衰落,,2015-09-11
2381728,interference fringe,干擾邊緣,,2015-09-11
2381729,interference immunity,抗干擾性,,2015-09-11
2381730,interference limit,干擾極限,,2015-09-11
2381731,interference pattern,干擾型樣,,2015-09-11
2381732,interference prediction,干擾預測,,2015-09-11
2381733,interference region,干擾區,,2015-09-11
2381734,interference rejection capability,干擾拒絕能力,,2015-09-11
2381735,interference spectrum,干擾頻譜,,2015-09-11
2381736,interfering process,干擾過程,,2015-09-11
2381737,interfering signal,干擾信號,,2015-09-11
2381738,interferogram,干涉圖,,2015-09-11
2381739,interferometer,干涉儀,,2015-09-11
2381740,interframe coding,框間編碼,,2015-09-11
2381741,interframe compression,框間壓縮,,2015-09-11
2381742,interframe difference amplitude suppressing,框間差分幅度壓制,,2015-09-11
2381743,interframe encode,框間編碼,,2015-09-11
2381744,interframe time fill,框間時間填充,,2015-09-11
2381745,intergrated mission control center,整合性任務控制中心,,2015-09-11
2381746,interim interswitch signaling protocol,交換機間信號協定,,2015-09-11
2381747,interim ledger,中間帳,,2015-09-11
2381748,Interim Maintenance,中程保養,,2015-09-11
2381749,interim storage,臨時儲存器,,2015-09-11
2381750,interior ballistics,內彈道學,,2015-09-11
2381751,interior clipping,內部截割,,2015-09-11
2381752,interior communication,內部通信,,2015-09-11
2381753,interior design,內部設計,,2015-09-11
2381754,interior gateway protocol，IGP,內部閘道協定,,2015-09-11
2381755,interior gateway routing protocol，IGRP,內閘道選路協定,,2015-09-11
2381756,interior label,內部標號,,2015-09-11
2381757,interior node,內部節點,,2015-09-11
2381758,interior-based representation,內部為本表示,,2015-09-11
2381759,interjob dependency,工件間相依,,2015-09-11
2381760,interjob message handler,工件間訊息處置器,,2015-09-11
2381761,interlaboratory test comparison,實驗室間測試比較,,2015-09-11
2381762,interlace,交錯,,2015-09-11
2381763,interlace control,交錯控制,,2015-09-11
2381764,interlace memory,交錯記憶體,,2015-09-11
2381765,interlace operation,交錯操作,,2015-09-11
2381766,interlace scan,交錯掃瞄,,2015-09-11
2381767,interlace sync,交錯同步,,2015-09-11
2381768,interlaced,交錯,,2015-09-11
2381769,interlaced display,交織的顯示器,,2015-09-11
2381770,interlaced GIF,交織GIF格式,,2015-09-11
2381771,interlaced image,交錯影像,,2015-09-11
2381772,interlaced memory,交錯式記憶體,,2015-09-11
2381773,interlaced mode,交錯模式,,2015-09-11
2381774,interlaced scanning,交錯掃瞄,,2015-09-11
2381775,interlacing,交錯,,2015-09-11
2381776,interlanguage,中間語言,,2015-09-11
2381777,interlayer,層間,,2015-09-11
2381778,interlayer contact,層間接觸,,2015-09-11
2381779,interlayer continuity,層間連續性,,2015-09-11
2381780,interlayer interface,層間介面,,2015-09-11
2381781,Interleaf,Interleaf 文件準備系統,,2015-09-11
2381782,interleave,交插,,2015-09-11
2381783,interleave factor,交插因子,,2015-09-11
2381784,interleaved array,交插陣列,,2015-09-11
2381785,interleaved bar code,交插條碼,,2015-09-11
2381786,interleaved code,交插碼,,2015-09-11
2381787,interleaved memory,交插記憶體,,2015-09-11
2381788,interleaved subscript,交插下標,,2015-09-11
2381789,interleaved transmission,交插傳輸,,2015-09-11
2381790,interleaved two of five，ITF,交插二五碼,,2015-09-11
2381791,interleaving,交插,,2015-09-11
2381792,interleaving access,交插存取,,2015-09-11
2381793,interleaving equipment,交插設備,,2015-09-11
2381794,interleaving memory,交插記憶體,,2015-09-11
2381795,interleaving unit,交插單元,,2015-09-11
2381796,interline gap,行間間隙,,2015-09-11
2381797,interline space,行間空格,,2015-09-11
2381798,interlinear spacing,行間隔,,2015-09-11
2381799,interlingua,中間語言，國際語言,,2015-09-11
2381800,interlingual approach,中間語言法,,2015-09-11
2381801,interlinkage,互接鏈,,2015-09-11
2381802,interlinking,互鏈,,2015-09-11
2381803,interlinking routine,互鏈常式,,2015-09-11
2381804,INTERLISP,INTERLISP語言,,2015-09-11
2381805,interlock,互鎖,,2015-09-11
2381806,interlock circuit,互鎖電路,,2015-09-11
2381807,interlock code,互鎖碼,,2015-09-11
2381808,interlock projector,互鎖投影機,,2015-09-11
2381809,interlock switch,互鎖開關,,2015-09-11
2381810,interlock time,互鎖時間,,2015-09-11
2381811,interlock time print,互鎖時間列印,,2015-09-11
2381812,interlocked manner,互鎖方式,,2015-09-11
2381813,interlocked mode,互鎖模式,,2015-09-11
2381814,Interlocking Zone,聯鎖區,,2015-09-11
2381815,interlocutory appeal,抗告,,2015-09-11
2381816,interlude,中間段,,2015-09-11
2381817,intermedia,中間；媒介,,2015-09-11
2381818,intermedia interchange format,媒體間交換格式,,2015-09-11
2381819,intermediary language,中間語言,,2015-09-11
2381820,intermediate,中間的,,2015-09-11
2381821,intermediate access memory，IAM,中間存取記憶體,,2015-09-11
2381822,intermediate assignment,中間賦值,,2015-09-11
2381823,intermediate block check,中間塊檢查,,2015-09-11
2381824,intermediate block check character，ITB,中間塊檢查字元,,2015-09-11
2381825,intermediate buffer,中間緩衝區,,2015-09-11
2381826,intermediate carrier,中間載波,,2015-09-11
2381827,intermediate carry status,中間進位狀態,,2015-09-11
2381828,intermediate center,中轉中心,,2015-09-11
2381829,intermediate circuit sub-control station,中間電路副控制站,,2015-09-11
2381830,intermediate code,中間代碼,,2015-09-11
2381831,intermediate colour,中間色,,2015-09-11
2381832,intermediate control change,中間控制變更,,2015-09-11
2381833,intermediate conversion,中間轉換,,2015-09-11
2381834,intermediate copy,中間副本,,2015-09-11
2381835,intermediate cycle,中間週期,,2015-09-11
2381836,intermediate data set,中間資料集,,2015-09-11
2381837,intermediate distributing frame,中間配線框,,2015-09-11
2381838,intermediate distribution frame，IDF,媒體間配線架,,2015-09-11
2381839,intermediate document,中間文件,,2015-09-11
2381840,intermediate echo suppressor,中間回音抑制器,,2015-09-11
2381841,intermediate equipment,中間設備,,2015-09-11
2381842,intermediate field,中間欄,,2015-09-11
2381843,intermediate file,中間檔案,,2015-09-11
2381844,intermediate form,中間形式,,2015-09-11
2381845,intermediate frequency,中頻,,2015-09-11
2381846,intermediate frequency amplifier,中頻放大器,,2015-09-11
2381847,intermediate frequency gain control,中頻增益控制,,2015-09-11
2381848,intermediate function,中間功能,,2015-09-11
2381849,intermediate handling,中間處置,,2015-09-11
2381850,intermediate host node,中間主機節點,,2015-09-11
2381851,intermediate language,中間語言,,2015-09-11
2381852,intermediate level processing,中級處理,,2015-09-11
2381853,intermediate materials,中間材料,,2015-09-11
2381854,intermediate memory,中間記憶體,,2015-09-11
2381855,intermediate memory storage,中間記憶體儲存,,2015-09-11
2381856,intermediate negative carry,中間負進位,,2015-09-11
2381857,intermediate network node,中間網路節點,,2015-09-11
2381858,intermediate node,中間節點，中間結點,,2015-09-11
2381859,intermediate object code,中間目標碼,,2015-09-11
2381860,intermediate object program,中間目標程式,,2015-09-11
2381861,intermediate output file,中間輸出檔案,,2015-09-11
2381862,intermediate pass,中間掃瞄遍,,2015-09-11
2381863,intermediate processing element,中間處理元件,,2015-09-11
2381864,intermediate product,中間產品,,2015-09-11
2381865,intermediate quantity,中間量,,2015-09-11
2381866,intermediate read out,中間讀出,,2015-09-11
2381867,intermediate recovery,中間復原,,2015-09-11
2381868,intermediate representations,中間表示法,,2015-09-11
2381869,intermediate result,中間結果,,2015-09-11
2381870,intermediate routing function,中間選路功能,,2015-09-11
2381871,intermediate routing node,中間選路節點,,2015-09-11
2381872,intermediate source text,中間原始本文,,2015-09-11
2381873,intermediate station,中間站,,2015-09-11
2381874,intermediate storage,中間儲存器,,2015-09-11
2381875,intermediate store,中間儲存,,2015-09-11
2381876,intermediate string,中間字串,,2015-09-11
2381877,intermediate subcarrier,中間副載波,,2015-09-11
2381878,intermediate subcontrol station,中間副控制站,,2015-09-11
2381879,intermediate switchboard,中間交換機,,2015-09-11
2381880,intermediate system,中間系統,,2015-09-11
2381881,intermediate system to intermediate system,中間系統對中間系統,,2015-09-11
2381882,Intermediate System-Intermediate System,中間系統 - 中間系統,,2015-09-11
2381883,intermediate system-to-intermediate system protocol,中介系統協定,,2015-09-11
2381884,intermediate text block，ITB,中間本文段,,2015-09-11
2381885,intermediate text language,中間本文語言,,2015-09-11
2381886,intermediate total,中間合計，中間總計,,2015-09-11
2381887,intermediate transit point,中間中轉點,,2015-09-11
2381888,intermediate transmission block,中間傳輸塊,,2015-09-11
2381889,intermediate tree representation,中間樹型表示,,2015-09-11
2381890,intermediate vertex,中間頂點,,2015-09-11
2381891,intermediate work file,中間工作檔案,,2015-09-11
2381892,intermediate zone,中間區,,2015-09-11
2381893,intermessage delay,訊息間延遲,,2015-09-11
2381894,intermessage fluctuation,訊息間波動,,2015-09-11
2381895,intermittence,間歇,,2015-09-11
2381896,intermittent,間歇,,2015-09-11
2381897,intermittent control,間歇控制,,2015-09-11
2381898,intermittent error,間歇性錯誤,,2015-09-11
2381899,intermittent fault,間歇性故障,,2015-09-11
2381900,intermittent input,間歇輸入,,2015-09-11
2381901,intermittent service,間歇性服務,,2015-09-11
2381902,intermittent signal,間歇信號,,2015-09-11
2381903,intermittent timing transmission,間歇性定時傳輸,,2015-09-11
2381904,intermix tape,混用磁帶,,2015-09-11
2381905,intermodulation,互調變,,2015-09-11
2381906,intermodulation distortion,互調變失真,,2015-09-11
2381907,intermodulation distortion ratio,互調變失真比,,2015-09-11
2381908,intermodulation noise,互調變雜訊,,2015-09-11
2381909,intermodule communication,模組間通信,,2015-09-11
2381910,intermodule reference,模組間引用,,2015-09-11
2381911,internal absorptance,內部吸收比,,2015-09-11
2381912,internal address,內部位址,,2015-09-11
2381913,internal address indicating group,內部位址指示群,,2015-09-11
2381914,internal analog transmission,內部類比傳輸,,2015-09-11
2381915,internal arithmetic,內部運算,,2015-09-11
2381916,internal attribute,內部屬性,,2015-09-11
2381917,internal auditor,內部稽核員,,2015-09-11
2381918,internal bias,內偏差,,2015-09-11
2381919,internal block,內部塊,,2015-09-11
2381920,internal buffer,內部緩衝器,,2015-09-11
2381921,internal bus,內部匯流排,,2015-09-11
2381922,internal cache,內部快取記憶體,,2015-09-11
2381923,internal call,內部呼叫,,2015-09-11
2381924,internal capabilities assessment,內部能力評鑑,,2015-09-11
2381925,internal capacity,內部容量,,2015-09-11
2381926,internal chaining,內部鍊接,,2015-09-11
2381927,internal character format,內部字元格式,,2015-09-11
2381928,internal checking,內部檢查,,2015-09-11
2381929,internal circuit,內部電路,,2015-09-11
2381930,internal clock,內時鐘,,2015-09-11
2381931,internal clocking,內部計時,,2015-09-11
2381932,internal code,內碼,,2015-09-11
2381933,internal command,內部命令,,2015-09-11
2381934,internal communication circuit,內部通信電路,,2015-09-11
2381935,internal communication facility,內部通信設施,,2015-09-11
2381936,internal concurrency,內部同作,,2015-09-11
2381937,internal configuration,內部組態,,2015-09-11
2381938,internal conjunction,內部接合,,2015-09-11
2381939,internal constant,內部常數,,2015-09-11
2381940,internal control system,內部控制系統,,2015-09-11
2381941,internal conversion routine,內部轉換常式,,2015-09-11
2381942,internal copy group,內複製組,,2015-09-11
2381943,internal customer,內部客戶；內部顧客,,2015-09-11
2381944,internal data,內部資料,,2015-09-11
2381945,internal data bus,內部資料匯流排,,2015-09-11
2381946,internal data conversion,內部資料轉換,,2015-09-11
2381947,internal data field,內部資料欄,,2015-09-11
2381948,internal data set,內部資料集,,2015-09-11
2381949,internal data structure,內部資料結構,,2015-09-11
2381950,internal decimal,內部十進制,,2015-09-11
2381951,internal decimal item,內部十進制項,,2015-09-11
2381952,internal digital transmission,內部數位傳輸,,2015-09-11
2381953,internal discontinuity,內部不連續性,,2015-09-11
2381954,internal disjunction,內部析取,,2015-09-11
2381955,internal documentation listing,內部文件列表,,2015-09-11
2381956,internal drop,內部引入,,2015-09-11
2381957,internal error log,內部錯誤日誌,,2015-09-11
2381958,internal failsafe timer,內故障安全計時器,,2015-09-11
2381959,internal file,內部檔案,,2015-09-11
2381960,internal file access block，IFAB,內部檔案存取塊,,2015-09-11
2381961,internal file connector,內部檔案連接器,,2015-09-11
2381962,internal file name,內部檔案名,,2015-09-11
2381963,internal floating point,內部浮點,,2015-09-11
2381964,internal focus,內聚焦,,2015-09-11
2381965,internal font,內部字型,,2015-09-11
2381966,internal form,內部形式,,2015-09-11
2381967,internal format,內部格式,,2015-09-11
2381968,internal forwarding,內部轉接,,2015-09-11
2381969,internal fragmentation,內部片段,,2015-09-11
2381970,internal function,內部功能,,2015-09-11
2381971,internal function register,內部功能暫存器,,2015-09-11
2381972,internal hard disk,內部硬磁碟,,2015-09-11
2381973,internal idle time,內部閒置時間,,2015-09-11
2381974,internal impedance,內阻抗,,2015-09-11
2381975,internal input circuit,內部輸入電路,,2015-09-11
2381976,internal integration tools,內部整合工具,,2015-09-11
2381977,internal interrupt,內中斷,,2015-09-11
2381978,internal journal,內部日誌,,2015-09-11
2381979,internal label,內部標號,,2015-09-11
2381980,internal lag,內部滯後,,2015-09-11
2381981,internal leading,內部前導,,2015-09-11
2381982,internal level,內部層次,,2015-09-11
2381983,internal library definition,內部程式館定義,,2015-09-11
2381984,internal link flag,內部鏈旗標,,2015-09-11
2381985,internal machine representation,內部機器表示法,,2015-09-11
2381986,internal magnetic recording,內部磁記錄,,2015-09-11
2381987,internal manipulation instruction,內部調處指令,,2015-09-11
2381988,internal medium map,內部媒體映射,,2015-09-11
2381989,internal memory,內記憶體,,2015-09-11
2381990,internal memory unit,內部記憶體單元,,2015-09-11
2381991,internal message distribution center,內訊息分配中心,,2015-09-11
2381992,internal model,內部模型,,2015-09-11
2381993,internal modem,內部數據機,,2015-09-11
2381994,internal module,內部模組,,2015-09-11
2381995,internal name,內部名字,,2015-09-11
2381996,internal network protocol,內部網路協定,,2015-09-11
2381997,internal node,內部節點,,2015-09-11
2381998,internal number system,內部編號系統,,2015-09-11
2381999,internal object,內部物件,,2015-09-11
2382000,internal operating environment,內部操作環境,,2015-09-11
2382001,internal output circuit,內部輸出電路,,2015-09-11
2382002,internal parameter,內部參數,,2015-09-11
2382003,internal priority,內部優先級,,2015-09-11
2382004,internal procedure,內部程序,,2015-09-11
2382005,internal processing unit,內處理機,,2015-09-11
2382006,internal processor error,內部處理機錯,,2015-09-11
2382007,internal processor interrupts,內部處理機岔斷,,2015-09-11
2382008,internal program representation,內部程式表示法,,2015-09-11
2382009,internal rate of return,內部投資報酬率,,2015-09-11
2382010,internal reader,內部閱讀機,,2015-09-11
2382011,internal record,內部記錄,,2015-09-11
2382012,internal reference,內部參考,,2015-09-11
2382013,internal reference electrode,內部參考電極,,2015-09-11
2382014,internal reflection,內部反射,,2015-09-11
2382015,internal relational database,內部關連式資料庫,,2015-09-11
2382016,internal report,內部報表,,2015-09-11
2382017,internal resistance,內部電阻,,2015-09-11
2382018,internal resource,內部資源,,2015-09-11
2382019,internal resource lock manager,內部資源鎖定管理器,,2015-09-11
2382020,internal response,內部回應,,2015-09-11
2382021,internal routine,內部常式,,2015-09-11
2382022,internal schema,內部綱目,,2015-09-11
2382023,internal search,內部搜尋,,2015-09-11
2382024,internal searching,內部搜尋,,2015-09-11
2382025,internal security audit,內部安全稽核,,2015-09-11
2382026,internal security controls,內部安全控制,,2015-09-11
2382027,internal sort,內部排序,,2015-09-11
2382028,internal sort phase,內部排序階段,,2015-09-11
2382029,internal sorting,內部排序,,2015-09-11
2382030,internal source,內部源,,2015-09-11
2382031,internal source program pointer,內部源程式指標,,2015-09-11
2382032,internal stack,內部堆疊,,2015-09-11
2382033,internal state,內狀態,,2015-09-11
2382034,internal statement number,內部敘述編號,,2015-09-11
2382035,internal storage,內部儲存器，內儲存,,2015-09-11
2382036,internal storage buffer,內存緩衝器,,2015-09-11
2382037,internal storage capacity,內部儲存容量,,2015-09-11
2382038,internal storage code,內部儲存碼,,2015-09-11
2382039,internal storage location,內部儲存位置,,2015-09-11
2382040,internal storage structure,內部儲存結構,,2015-09-11
2382041,internal structured field,內部結構化欄位,,2015-09-11
2382042,internal subpicture stack,內部子圖堆疊,,2015-09-11
2382043,internal subprogram,內部次程式,,2015-09-11
2382044,internal subroutine,內部次常式,,2015-09-11
2382045,internal symbol form,內符號形式,,2015-09-11
2382046,internal symbol table,內部符號表,,2015-09-11
2382047,internal syntax,內部語法,,2015-09-11
2382048,internal table,內部表,,2015-09-11
2382049,internal text,內部正文,,2015-09-11
2382050,internal thermal resistance,內熱阻,,2015-09-11
2382051,internal timer,內計時器,,2015-09-11
2382052,internal timer handler,內部計時處置器,,2015-09-11
2382053,internal trace table,內部追蹤表,,2015-09-11
2382054,internal translator，IT,內部翻譯器,,2015-09-11
2382055,internal transmittance,內部透射率,,2015-09-11
2382056,internal transport instruction,內部傳送指令,,2015-09-11
2382057,internal trap,內部陷阱,,2015-09-11
2382058,internal variable,內部變數,,2015-09-11
2382059,internal vertex,內部頂點,,2015-09-11
2382060,internal virtual address,內虛擬位址,,2015-09-11
2382061,internal visual inspection,內部目視檢驗,,2015-09-11
2382062,internal voltage,內電壓,,2015-09-11
2382063,internal writer,內寫入器,,2015-09-11
2382064,internalization,內化,,2015-09-11
2382065,internally locked,內部鎖定,,2015-09-11
2382066,internally programmed computer,內部程控電腦,,2015-09-11
2382067,internally stored program，ISP,內部儲存程式,,2015-09-11
2382068,internalnet,內部網路,,2015-09-11
2382069,international algebraic language，IAL,國際代數語言,,2015-09-11
2382070,international business exchange,國際商業交換,,2015-09-11
2382071,international business machines corporation,國際商業機器公司；IBM公司,,2015-09-11
2382072,international business machines，IBM,國際商業機器,,2015-09-11
2382073,international call sign,國際呼叫記號,,2015-09-11
2382074,international code,國際碼,,2015-09-11
2382075,international code signal,國際編碼信號,,2015-09-11
2382076,international commercial language,國際商用語言,,2015-09-11
2382077,international computation center,國際計算中心,,2015-09-11
2382078,International Core War Society,國際核心戰爭協會,,2015-09-11
2382079,international data communication standardization,國際資料通信標準化,,2015-09-11
2382080,international data corporation,國際數據公司；IDC 公司,,2015-09-11
2382081,international data encryption algorithm，IDEA,國際資料加密演算法,,2015-09-11
