系統編號,英文名稱,中文名稱,圖片,更新時間
2371725,four-pole network,四極網路,,2015-09-11
2371726,four-row keyboard,四列鍵盤,,2015-09-11
2371727,four-tape sort,四帶排序,,2015-09-11
2371728,four-terminal network,四終端機網路,,2015-09-11
2371729,four-wire,四線,,2015-09-11
2371730,four-wire channel,四線通道,,2015-09-11
2371731,four-wire circuit,四線電路,,2015-09-11
2371732,four-wire link,四線鏈,,2015-09-11
2371733,four-wire multiplex facility,四線多工設施,,2015-09-11
2371734,four-wire repeater,四線增訊器,,2015-09-11
2371735,four-wire system,四線系統,,2015-09-11
2371736,four-wire terminating set,四線終止集,,2015-09-11
2371737,four-word bead,四字珠,,2015-09-11
2371738,fourCC,四字元碼,,2015-09-11
2371739,Fourier analysis,傅立葉分析,,2015-09-11
2371740,Fourier analyzer,傅立葉分析器,,2015-09-11
2371741,Fourier descriptor,傅立葉描述符,,2015-09-11
2371742,Fourier integral,傅立葉積分,,2015-09-11
2371743,Fourier kernel,傅立葉核心,,2015-09-11
2371744,Fourier principle,傅立葉原理,,2015-09-11
2371745,Fourier processing,傅立葉處理,,2015-09-11
2371746,Fourier series,傅立葉級數,,2015-09-11
2371747,Fourier synthesis,傅立葉合成,,2015-09-11
2371748,Fourier transform,傅立葉變換,,2015-09-11
2371749,Fourier transform centering,傅立葉變換中心,,2015-09-11
2371750,Fourier transform diagonalization property,傅立葉變換對角化性質,,2015-09-11
2371751,Fourier transform pair,傅立葉變換對,,2015-09-11
2371752,Fourier transform shifting,傅立葉變換移位,,2015-09-11
2371753,Fourier transform spectrum,傅立葉變換頻譜,,2015-09-11
2371754,fourth -generation language,第4代語言,,2015-09-11
2371755,fourth generation,第四代,,2015-09-11
2371756,fourth generation computer,第四代計算機,,2015-09-11
2371757,fourth generation electronic computer,第四代電子計算機,,2015-09-11
2371758,fourth generation language，4GL,第四代語言,,2015-09-11
2371759,fourth generation system,第四代系統,,2015-09-11
2371760,fourth normal form，FNF,第四正規形式,,2015-09-11
2371761,fourth-generation phototypesetters,第四代照相排版機,,2015-09-11
2371762,fourth-generation wireless,第四代無線通信,,2015-09-11
2371763,Fourthought,Fourthought 公司,,2015-09-11
2371764,Fowler-Nordheim tunnelling,Fowler-Nordheim隧道式技術,,2015-09-11
2371765,fox and hound,信號音發生定位器,,2015-09-11
2371766,fox message,電動打字檢查訊息,,2015-09-11
2371767,Fox Software,Fox Software軟體公司,,2015-09-11
2371768,Foxbase,Foxbase軟體,,2015-09-11
2371769,FoxBASE+,FoxBASE+資料庫,,2015-09-11
2371770,Foxbord programming language，FPL,Foxbord程式設計語言,,2015-09-11
2371771,FoxPRO,FoxPRO資料庫,,2015-09-11
2371772,fps,框每秒,,2015-09-11
2371773,fractal,碎形,,2015-09-11
2371774,fractal compression,碎形壓縮,,2015-09-11
2371775,fractal dimension,碎形因次,,2015-09-11
2371776,fractal encoding,碎形編碼,,2015-09-11
2371777,fractal geometry,碎形幾何,,2015-09-11
2371778,fractal image format,不規則影像格式,,2015-09-11
2371779,fractile,分位數,,2015-09-11
2371780,fraction,分數，小數,,2015-09-11
2371781,fraction bar,分數線,,2015-09-11
2371782,fraction field,分數欄,,2015-09-11
2371783,fraction mask,分數遮罩,,2015-09-11
2371784,fractional arithmetic,分數算術,,2015-09-11
2371785,fractional arithmetic unit,分數運算單元,,2015-09-11
2371786,fractional computer,分數計算機,,2015-09-11
2371787,fractional constant,分數常數,,2015-09-11
2371788,fractional correction rule,部分校正規則,,2015-09-11
2371789,fractional digit,小數位,,2015-09-11
2371790,fractional error,分差，相對誤差,,2015-09-11
2371791,fractional factorials,分數階乘,,2015-09-11
2371792,fractional fixed point,分數定點,,2015-09-11
2371793,fractional frequency,分頻,,2015-09-11
2371794,fractional knapsack problem,分數背包問題,,2015-09-11
2371795,fractional number,小數,,2015-09-11
2371796,fractional part,小數部分,,2015-09-11
2371797,fractional programming,分式規劃,,2015-09-11
2371798,fractional representation,小數表示法,,2015-09-11
2371799,fractional solution,分數解答,,2015-09-11
2371800,fractional step method,分步法,,2015-09-11
2371801,fractional T1,部份T1,,2015-09-11
2371802,fractional T3,部分的T3數位線路,,2015-09-11
2371803,fractionation,分數化,,2015-09-11
2371804,fractionator reflux analog computer，FRAC,分餾回流類比計算機,,2015-09-11
2371805,fracture,斷裂,,2015-09-11
2371806,fragile,易碎的,,2015-09-11
2371807,fragment,片段,,2015-09-11
2371808,fragment code,片段碼,,2015-09-11
2371809,fragment record,片段記錄,,2015-09-11
2371810,fragmentation,儲存片，片段儲存,,2015-09-11
2371811,fragmentation index,片段索引,,2015-09-11
2371812,fragmentation model,片段儲存模型,,2015-09-11
2371813,fragmentation of storage space,儲存空間片段化,,2015-09-11
2371814,fragmentation transparency,片段透通性,,2015-09-11
2371815,fragmented packets attack,分段封包攻擊,,2015-09-11
2371816,fragmenting,片段化,,2015-09-11
2371817,frame,框，資訊框,,2015-09-11
2371818,frame (in data communication),(資料通訊之)訊框,,2015-09-11
2371819,frame access function,框存取功能,,2015-09-11
2371820,frame accurate,準確[精確]的資訊框,,2015-09-11
2371821,frame advance,資訊框前進,,2015-09-11
2371822,frame alignment,框調正，框對齊,,2015-09-11
2371823,frame alignment recovery time,框對齊恢復時間,,2015-09-11
2371824,frame alignment sequence,框對齊順序,,2015-09-11
2371825,frame alignment signal,框調正信號,,2015-09-11
2371826,frame alignment time slot,框調正時間槽,,2015-09-11
2371827,frame area,框面積,,2015-09-11
2371828,frame assertion,框判定,,2015-09-11
2371829,frame axiom,框公理,,2015-09-11
2371830,frame based description language,框基描述語言,,2015-09-11
2371831,frame based system,框為本的系統,,2015-09-11
2371832,frame basic,框基,,2015-09-11
2371833,frame blanking,框遮沒,,2015-09-11
2371834,frame boundary,框邊界,,2015-09-11
2371835,frame buffer,碼框緩衝器,,2015-09-11
2371836,frame buffer display,框緩衝顯示器,,2015-09-11
2371837,frame chaining,框鍊接,,2015-09-11
2371838,frame check sequence error,框檢查順序錯誤,,2015-09-11
2371839,frame check sequence，FCS,框檢查順序,,2015-09-11
2371840,frame checking sequence，FCS,框檢查順序,,2015-09-11
2371841,frame code,框碼,,2015-09-11
2371842,frame connector,框連接器,,2015-09-11
2371843,frame control,框架控制,,2015-09-11
2371844,frame control field,框控制欄位,,2015-09-11
2371845,frame count,框計數,,2015-09-11
2371846,frame creation terminal,建框終端機,,2015-09-11
2371847,frame default,框內定值,,2015-09-11
2371848,frame delimiting sequence,框定界序列,,2015-09-11
2371849,frame dependent control，FDC,框相依控制,,2015-09-11
2371850,frame description,框架描述,,2015-09-11
2371851,frame driven dialog system,框驅動對話系統,,2015-09-11
2371852,frame end delimiter,框端定界符,,2015-09-11
2371853,frame erasure rate,框架抹除速率,,2015-09-11
2371854,frame error,框錯誤,,2015-09-11
2371855,frame format,框格式,,2015-09-11
2371856,frame format relationship,框格式關係,,2015-09-11
2371857,frame free representation,無框表示,,2015-09-11
2371858,frame frequency,框頻,,2015-09-11
2371859,frame grabber,框接收器,,2015-09-11
2371860,frame grabbing,框取,,2015-09-11
2371861,frame ground,框架地線，機殼接地,,2015-09-11
2371862,frame grounding circuit,框架接地電路,,2015-09-11
2371863,frame handler,框處置器,,2015-09-11
2371864,frame handling function,框處置函數,,2015-09-11
2371865,frame header,框標頭,,2015-09-11
2371866,frame hole,框架孔,,2015-09-11
2371867,frame in,框入,,2015-09-11
2371868,frame inheritance,框的繼承,,2015-09-11
2371869,frame interlace,框交織,,2015-09-11
2371870,frame knowledge,框邊緣,,2015-09-11
2371871,frame level,框位準,,2015-09-11
2371872,frame level data,框位準資料,,2015-09-11
2371873,frame level function,框位準功能,,2015-09-11
2371874,frame level interface,框位準介面,,2015-09-11
2371875,frame level procedure,框位準程序,,2015-09-11
2371876,frame like slot array,框架式槽陣列,,2015-09-11
2371877,frame like theory,框架式理論,,2015-09-11
2371878,frame line,框線,,2015-09-11
2371879,frame link,框架鏈接,,2015-09-11
2371880,frame name,框名,,2015-09-11
2371881,frame number,框號碼,,2015-09-11
2371882,frame of reference,參考框,,2015-09-11
2371883,frame oriented approach,框導向方法,,2015-09-11
2371884,frame output,框輸出,,2015-09-11
2371885,frame page,框頁,,2015-09-11
2371886,frame pitch,框間距,,2015-09-11
2371887,frame pointer，FP,框指標,,2015-09-11
2371888,frame problem,框問題,,2015-09-11
2371889,frame processing unit,框架處理單元,,2015-09-11
2371890,frame rate,框速率,,2015-09-11
2371891,frame reject,訊框拒絕,,2015-09-11
2371892,frame related attribute,框相關屬性,,2015-09-11
2371893,frame relay access device,訊框中繼接取裝置,,2015-09-11
2371894,frame relay assembler / disassembler，FRAD,訊框中繼組合拆卸器,,2015-09-11
2371895,frame relay assembler dissembler,訊框中繼組譯解譯器,,2015-09-11
2371896,frame relay asynchronous device,框架中繼非同步設備,,2015-09-11
2371897,frame relay forum,訊框中繼討論會,,2015-09-11
2371898,frame relaying information,訊框傳送資訊,,2015-09-11
2371899,frame relay，FR,訊框中繼,,2015-09-11
2371900,frame repetition frequency，FRF,框重複頻率,,2015-09-11
2371901,frame representation,框表示法,,2015-09-11
2371902,frame representation language，FRL,框表示語言,,2015-09-11
2371903,frame reverse,框反轉,,2015-09-11
2371904,frame size,框大小,,2015-09-11
2371905,frame size of stream,串流框大小,,2015-09-11
2371906,frame slot,框槽,,2015-09-11
2371907,frame slot default,框槽內定值,,2015-09-11
2371908,frame source,訊框源,,2015-09-11
2371909,frame start,框起始,,2015-09-11
2371910,frame start delimiter,框起始定界符,,2015-09-11
2371911,frame statement,框敘述,,2015-09-11
2371912,frame store,框儲存,,2015-09-11
2371913,frame structure,框結構,,2015-09-11
2371914,frame synchronization,框同步,,2015-09-11
2371915,frame synchronizer,框同步器,,2015-09-11
2371916,frame synchronizing pulse,框同步脈衝,,2015-09-11
2371917,frame system,框系統,,2015-09-11
2371918,frame table entry，FTE,框表入口,,2015-09-11
2371919,Frame Technology Corporation,Frame Technology 排版軟體專業公司,,2015-09-11
2371920,frame theory,框理論,,2015-09-11
2371921,frame theory model,框理論模型,,2015-09-11
2371922,frame time code,框架時間碼,,2015-09-11
2371923,frame timing,框計時,,2015-09-11
2371924,frame transmission,框傳輸,,2015-09-11
2371925,frame type A,A型框架,,2015-09-11
2371926,frame type B,B型框架,,2015-09-11
2371927,frame type，FTY,框類型,,2015-09-11
2371928,frame up,框架向上調整,,2015-09-11
2371929,frame window,框視窗,,2015-09-11
2371930,frame-based management,框架為基的管理,,2015-09-11
2371931,frame-slot-facet access path,框槽面存取路徑,,2015-09-11
2371932,framed interface,框架介面,,2015-09-11
2371933,FrameMaker,FrameMaker程式,,2015-09-11
2371934,frames dropped,框遺漏,,2015-09-11
2371935,frames per second，FPS,每秒框數,,2015-09-11
2371936,frames received in error,接收框錯誤數,,2015-09-11
2371937,frames/sec,框每秒,,2015-09-11
2371938,frameset,框集,,2015-09-11
2371939,framestack,資訊框疊列,,2015-09-11
2371940,framework,框架,,2015-09-11
2371941,Framework 4,Framework 4 計畫（歐盟）,,2015-09-11
2371942,framework for language evolution,語言進化架構,,2015-09-11
2371943,framework for web services implementation,網路服務實作架構技術委員會,,2015-09-11
2371944,framework of steps,步驟框架,,2015-09-11
2371945,framing,成框，分框,,2015-09-11
2371946,framing bits,成框位元,,2015-09-11
2371947,framing character,成框字元,,2015-09-11
2371948,framing code,成框碼,,2015-09-11
2371949,framing error，FE,成框誤差,,2015-09-11
2371950,framing mask,成框遮罩,,2015-09-11
2371951,framing pattern,成框型樣,,2015-09-11
2371952,framing specification,成框規格,,2015-09-11
2371953,franchise,特許,,2015-09-11
2371954,franchiser,加盟店,,2015-09-11
2371955,francium,鍅 ( 放射性金屬元素，符號 Fr，原子序數87 ),,2015-09-11
2371956,frangible,易碎的,,2015-09-11
2371957,franking,免費遞送,,2015-09-11
2371958,Franz Lisp,Franz LISP 語言,,2015-09-11
2371959,fraud,詐欺,,2015-09-11
2371960,fraud detection,欺詐偵查,,2015-09-11
2371961,fraudulent,詐欺,,2015-09-11
2371962,fraudulent codeword,偽造文書,,2015-09-11
2371963,free,自由，空閒，免費，釋放，無,,2015-09-11
2371964,free access,自由存取,,2015-09-11
2371965,free access floor,活動地板,,2015-09-11
2371966,free access to selected numbers，FASN,選擇數的自由存取,,2015-09-11
2371967,free agent,免費代理者,,2015-09-11
2371968,Free Area,非付費區,,2015-09-11
2371969,free area / paid area,免費區／付費區,,2015-09-11
2371970,free area list,自由區表,,2015-09-11
2371971,free area routine,自由區常式,,2015-09-11
2371972,free Berkeley software / standard distribution,免費BSD作業系統,,2015-09-11
2371973,free block,自由塊,,2015-09-11
2371974,free block control table，FCT,自由塊控制表,,2015-09-11
2371975,free block list,自由塊表,,2015-09-11
2371976,free block queue element,自由塊佇列元素,,2015-09-11
2371977,free Boolean algebra,自由布林代數,,2015-09-11
2371978,free boundary,自由邊界,,2015-09-11
2371979,free bytes,可用位元組,,2015-09-11
2371980,free cell,自由單元,,2015-09-11
2371981,free chain,自由鍊,,2015-09-11
2371982,free circuit,空閒電路,,2015-09-11
2371983,free component,自由成分,,2015-09-11
2371984,free condition,空線狀態，未占線狀態,,2015-09-11
2371985,free control interval,空閒控制區間,,2015-09-11
2371986,free convection cooling,自然對流冷卻,,2015-09-11
2371987,free core pool,空閒主儲存池,,2015-09-11
2371988,free cursor,自由游標,,2015-09-11
2371989,free edge,空邊,,2015-09-11
2371990,free electron,自由電子,,2015-09-11
2371991,free f1oal,自由浮時,,2015-09-11
2371992,free f1oat,自由浮時,,2015-09-11
2371993,free field,自由欄,,2015-09-11
2371994,free field storage,自由欄位儲存器,,2015-09-11
2371995,free file map,自由檔案映象,,2015-09-11
2371996,free float PERT,自由浮動規劃評估法,,2015-09-11
2371997,free form,自由形式,,2015-09-11
2371998,free form coding,自由形式編碼,,2015-09-11
2371999,free form data,自由形式資料,,2015-09-11
2372000,free form format,自由形式格式,,2015-09-11
2372001,free form input,自由形式輸入,,2015-09-11
2372002,free form language for image processing，FLIP,影像處理用自由形式語言,,2015-09-11
2372003,free form mode,自由形式模式,,2015-09-11
2372004,free form operation,自由形式操作,,2015-09-11
2372005,free format,自由格式,,2015-09-11
2372006,free format input,自由格式輸入,,2015-09-11
2372007,free format menu,自由格式選單,,2015-09-11
2372008,free format update,自由格式更新,,2015-09-11
2372009,free function,自由函數,,2015-09-11
2372010,free game,免費遊戲,,2015-09-11
2372011,free garbage,自由廢料,,2015-09-11
2372012,free garbage collection,自由廢料收集,,2015-09-11
2372013,free garbage routine,自由廢料常式,,2015-09-11
2372014,free gdI resources,空閒 GDI 資源,,2015-09-11
2372015,free group of block,自由塊組,,2015-09-11
2372016,free identifier,自由識別符,,2015-09-11
2372017,free Image Bytes,可用影像位元組,,2015-09-11
2372018,free indexing,自由索引,,2015-09-11
2372019,free input/output mode,自由輸入輸出模式,,2015-09-11
2372020,free lattice,自由格,,2015-09-11
2372021,free line,空閒線,,2015-09-11
2372022,free line condition,空線狀態,,2015-09-11
2372023,free line signal,空閒線信號,,2015-09-11
2372024,free list,自由表,,2015-09-11
2372025,free location,自由位置,,2015-09-11
2372026,free lossless audio codec,免費無損聲頻編碼解碼器,,2015-09-11
2372027,free memory,自由記憶體,,2015-09-11
2372028,free network address,免費網路位址,,2015-09-11
2372029,free occurrence,自由出現,,2015-09-11
2372030,free occurrence of identifier,識別符自由出現,,2015-09-11
2372031,free on-line dictionary of computing,免費線上計算詞典,,2015-09-11
2372032,free operand,自由運算元,,2015-09-11
2372033,free operator,自由運算子,,2015-09-11
2372034,free operator precedence grammar,自由運算子居先文法,,2015-09-11
2372035,free oscillation,自由振盪,,2015-09-11
2372036,free Page,空閒頁,,2015-09-11
2372037,free page of memory space,記憶體空間自由頁面,,2015-09-11
2372038,free period,自由期間,,2015-09-11
2372039,free physical block,自由實體塊,,2015-09-11
2372040,free pool,自由池,,2015-09-11
2372041,free queue element，FQE,自由佇列元素,,2015-09-11
2372042,free record queue,空閒記錄佇列,,2015-09-11
2372043,free release,釋放,,2015-09-11
2372044,free routing,自由選路,,2015-09-11
2372045,free running blocking oscillator,自發間歇振盪器,,2015-09-11
2372046,free running mode,自發模式,,2015-09-11
2372047,free running multivibrator,自發多階複振器,,2015-09-11
2372048,free schema,自由綱目,,2015-09-11
2372049,free schema entry,自由綱目項,,2015-09-11
2372050,free sketch,徒手草圖,,2015-09-11
2372051,free slot,自由槽,,2015-09-11
2372052,free software,免費軟體,,2015-09-11
2372053,Free Software Foundation,免費軟體基金會,,2015-09-11
2372054,free space,自由空間,,2015-09-11
2372055,free space attenuation,自由空間衰減,,2015-09-11
2372056,free space directory,自由空間目錄,,2015-09-11
2372057,free space list,自由空間表,,2015-09-11
2372058,free space loss,自由空間損耗,,2015-09-11
2372059,free space management,自由空間管理,,2015-09-11
2372060,free space page,自由空間頁面,,2015-09-11
2372061,free speech online,線上自由發言,,2015-09-11
2372062,free standing display,獨立式顯示器,,2015-09-11
2372063,free standing operating system，FSOS,獨立的操作系統,,2015-09-11
2372064,free standing postprocessor of job,工作的獨立後處理器,,2015-09-11
2372065,free standing preprocessor of job,工作的獨立預處理器,,2015-09-11
2372066,free statement,釋放敘述,,2015-09-11
