系統編號,英文名稱,中文名稱,圖片,更新時間
2401680,offences of threaten,恐嚇罪,,2015-09-11
2401681,offer,提供,,2015-09-11
2401682,offering,提供,,2015-09-11
2401683,offering life cycle,服務提供生命週期,,2015-09-11
2401684,offering requirement,提供需求,,2015-09-11
2401685,office,辦公室，局，處，室,,2015-09-11
2401686,Office 2000,Office 2000套裝軟體,,2015-09-11
2401687,office activity,辦公室活動,,2015-09-11
2401688,office application,辦公室應用軟體,,2015-09-11
2401689,office automation conference，OAC,辦公室自動化會議,,2015-09-11
2401690,office automation model,辦公室自動化模型,,2015-09-11
2401691,office automation system，OASYS,辦公室自動化系統,,2015-09-11
2401692,office automation，OA,辦公室自動化,,2015-09-11
2401693,office check,公務支票,,2015-09-11
2401694,office computer,辦公室計算機,,2015-09-11
2401695,office computer system，OCS,辦公室計算機系統,,2015-09-11
2401696,office computing system，OCS,辦公室計算系統,,2015-09-11
2401697,office copier,辦公室複製機,,2015-09-11
2401698,office document architecture,辦公室文件架構,,2015-09-11
2401699,office document interchange format,辦公室文件交換格式,,2015-09-11
2401700,office document processing system,辦公室文件處理系統,,2015-09-11
2401701,office document retrieval system,辦公室文件檢索系統,,2015-09-11
2401702,office equipment division，OED,辦公設備部門,,2015-09-11
2401703,office equipment manufacturer's institute，OEMI,辦公室設備製造商研究所,,2015-09-11
2401704,office for scientific and technical information，OSTI,科學和技術資訊局,,2015-09-11
2401705,office information system，OIS,辦公室資訊系統,,2015-09-11
2401706,office machine,辦公室機器,,2015-09-11
2401707,office management,辦公室管理,,2015-09-11
2401708,office model,辦公室模型,,2015-09-11
2401709,office network,辦公室網路,,2015-09-11
2401710,office of air research automatic computer，OARAC,航空研究自動計算機室,,2015-09-11
2401711,office of communication systems，OCS,通訊系統局,,2015-09-11
2401712,office of computer and communications system，OCCS,計算機與通訊系統局,,2015-09-11
2401713,office of computer information，OCI,計算機資訊局,,2015-09-11
2401714,office of government commerce,英國政府商務部；政府商務辦公室,,2015-09-11
2401715,office of information systems，OIS,資訊系統局,,2015-09-11
2401716,office of management and budget，OMB,行政管理和預算局,,2015-09-11
2401717,office of public sector information,公部門資訊署；英國政府新聞局,,2015-09-11
2401718,office of science and technology，OST,科學技術局,,2015-09-11
2401719,office of science information service，OSIS,科學情報服務辦公室,,2015-09-11
2401720,office of scientific research and development，OSRD,科學研究開發局,,2015-09-11
2401721,office of scientific research，OSR,科學研究局,,2015-09-11
2401722,office of space sciences，OSS,太空科學局,,2015-09-11
2401723,office of standard reference data，OSRD,標準參考資料局,,2015-09-11
2401724,office of surface mining,地煤採礦處,,2015-09-11
2401725,office of technology assessment，OTA,（美國政府）技術評價處,,2015-09-11
2401726,office of telecommunications policy，OTP,電信政策室,,2015-09-11
2401727,office of telecommunications，OT,電信辦公室,,2015-09-11
2401728,office of the comptroller of the currency,（美國）金融管理局,,2015-09-11
2401729,office procedures,辦公室程序,,2015-09-11
2401730,office process,辦公室處理,,2015-09-11
2401731,office products,辦公室產品,,2015-09-11
2401732,office profile,辦公室規範（表）,,2015-09-11
2401733,Office Suite,Office Suite 軟體套件,,2015-09-11
2401734,office support program,辦公室支援程式,,2015-09-11
2401735,office system,辦公室系統,,2015-09-11
2401736,office typewriter,辦公室打字機,,2015-09-11
2401737,Office update,Office 軟體更新,,2015-09-11
2401738,Office XP,Office XP軟體,,2015-09-11
2401739,Office/Home Address,辦公／住家地址,,2015-09-11
2401740,OfficeJet,OfficeJet印表機,,2015-09-11
2401741,officer,官員，職員,,2015-09-11
2401742,officer in charge; commander on the spot,事故現場負責人,,2015-09-11
2401743,officer-of-the-watch,觀察員,,2015-09-11
2401744,official experimental station，OES,（美國ARRL）公務實驗電台,,2015-09-11
2401745,official language,官方語言,,2015-09-11
2401746,official production system 5,OPS 5 語言,,2015-09-11
2401747,offline (adjective),離線(形容詞),,2015-09-11
2401748,offline navigator,離線導航器,,2015-09-11
2401749,offline publication,離線發行物；離線出版品,,2015-09-11
2401750,offline publication wizard,離線發行精靈,,2015-09-11
2401751,offline reader,離線閱讀機,,2015-09-11
2401752,offload,卸載,,2015-09-11
2401753,offprint,單印本，選刊,,2015-09-11
2401754,offset,偏移，偏置，推移，殘留誤差,,2015-09-11
2401755,offset address,偏移位址，偏置位址,,2015-09-11
2401756,offset bit,偏置位元,,2015-09-11
2401757,offset control,偏移控制,,2015-09-11
2401758,offset correction,偏移校正,,2015-09-11
2401759,offset course computer,航向偏移計算機,,2015-09-11
2401760,offset data,偏移資料，補償資料,,2015-09-11
2401761,offset days,偏移日數,,2015-09-11
2401762,offset duplicating machine,平版印刷複印機,,2015-09-11
2401763,offset error,偏移誤差,,2015-09-11
2401764,offset gravure,間接凹版,,2015-09-11
2401765,offset letterpress,間接活版,,2015-09-11
2401766,offset litho duplicating,平版印刷複製,,2015-09-11
2401767,offset litho duplicator,平版印刷複製機,,2015-09-11
2401768,offset lithography,平版印刷術,,2015-09-11
2401769,offset maximum,最大偏置,,2015-09-11
2401770,offset name,（資料區的）區距名,,2015-09-11
2401771,offset paper,膠印紙；柯式紙,,2015-09-11
2401772,offset prime focus feed,補償主焦聚饋電,,2015-09-11
2401773,offset printing,平板印刷,,2015-09-11
2401774,offset quadrature PSK,偏移式正交相位移鍵控,,2015-09-11
2401775,offset stacker,偏置堆疊器，分選接卡箱機,,2015-09-11
2401776,offset stacking,偏置堆疊,,2015-09-11
2401777,offset track,偏移磁軌,,2015-09-11
2401778,offset variable,位移變數,,2015-09-11
2401779,offset voltage,偏移電壓，補償電壓,,2015-09-11
2401780,offsetting mechanism,偏移機制,,2015-09-11
2401781,offshore outsourcing,國外委外服務,,2015-09-11
2401782,offside lay,右標針,,2015-09-11
2401783,offspring,後代，支系,,2015-09-11
2401784,ogg vorbis,Ogg Vorbis 音訊壓縮格式,,2015-09-11
2401785,Ohm,歐姆,,2015-09-11
2401786,Ohm's law,歐姆定律,,2015-09-11
2401787,ohmeter,歐姆計,,2015-09-11
2401788,ohmic,歐姆的,,2015-09-11
2401789,ohmic base resistance,基極歐姆電阻,,2015-09-11
2401790,ohmic drop,電阻（性）電壓降,,2015-09-11
2401791,ohmic leakage,漏電阻,,2015-09-11
2401792,ohmmeter,歐姆表,,2015-09-11
2401793,Ohm， Georg Simon,歐姆,,2015-09-11
2401794,OI-clash,OI對撞,,2015-09-11
2401795,OI-dash,OI對撞,,2015-09-11
2401796,OIC,僅在鏈內,,2015-09-11
2401797,oil absorbency,吸油性,,2015-09-11
2401798,oil paper,油（絕緣）紙,,2015-09-11
2401799,oil reservoir,油槽,,2015-09-11
2401800,oil yellow,菜籽色,,2015-09-11
2401801,oil-based ink,油基墨,,2015-09-11
2401802,oil-filled cable，OFC,充油電纜,,2015-09-11
2401803,OK,OK 按鍵,,2015-09-11
2401804,Okidata,Okidata 公司,,2015-09-11
2401805,OL system,OL系統,,2015-09-11
2401806,OL-resolution,OL消解,,2015-09-11
2401807,OLAP database,OLAP資料庫,,2015-09-11
2401808,old face,古體,,2015-09-11
2401809,old fart,老調；老鳥,,2015-09-11
2401810,old generation file,舊代檔案,,2015-09-11
2401811,old lace,舊布黃；舊蕾絲色,,2015-09-11
2401812,old program status word location,舊程式狀態字位置,,2015-09-11
2401813,old style,古風體,,2015-09-11
2401814,old style figures,古風體數字,,2015-09-11
2401815,old sung style,舊宋體,,2015-09-11
2401816,Old Testament,舊約；古典 C 語言書,,2015-09-11
2401817,oldbie,網上老手,,2015-09-11
2401818,OLE control extension,OLE 控制延伸,,2015-09-11
2401819,OLE custom controls，OCX,OLE 習慣控制,,2015-09-11
2401820,OLE DB,OLE DB 介面,,2015-09-11
2401821,OLE for Process Control,程序控制 OLE,,2015-09-11
2401822,OLE transaction identifier,OLE 交易識別符,,2015-09-11
2401823,oleophilic,親油性,,2015-09-11
2401824,oleophobic,拒油性；抗油性,,2015-09-11
2401825,olive,深黃；橄欖色,,2015-09-11
2401826,olive drab,淡綠褐,,2015-09-11
2401827,Olivetti,Olivetti 公司（義大利）,,2015-09-11
2401828,Olsen memory,奧爾遜記憶體,,2015-09-11
2401829,Omega,Omega 程式語言,,2015-09-11
2401830,Omega network,ω網路,,2015-09-11
2401831,Omega-algebraic,Omega 代數,,2015-09-11
2401832,omega-square criterion,ω平方檢驗,,2015-09-11
2401833,OMEN-60 orthogonal computer,OMEN-60正交計算機,,2015-09-11
2401834,omicron,希臘字母 Ο,,2015-09-11
2401835,omission factor,省略因素，遺漏係數，漏檢率,,2015-09-11
2401836,omit function,省略功能,,2015-09-11
2401837,omnibus book,全集；選集,,2015-09-11
2401838,omnidirectional,全向,,2015-09-11
2401839,omnidirectional antenna,全向天線,,2015-09-11
2401840,omnidirectional light,全向燈光,,2015-09-11
2401841,omnidirectional microphone,全向麥克風,,2015-09-11
2401842,omnidirectional radio range,全向無線電範圍,,2015-09-11
2401843,omnidirectional range station,全向測距站,,2015-09-11
2401844,omnidirectional signaling system,全向發信系統,,2015-09-11
2401845,omnies,普遍聲音；無限聲音,,2015-09-11
2401846,omnifont,全字體,,2015-09-11
2401847,omnifont reader,全字體閱讀機,,2015-09-11
2401848,OmniPage,OmniPage 辨識軟體,,2015-09-11
2401849,omplimentary copy,副本,,2015-09-11
2401850,On Approved Credit,依核准的信用,,2015-09-11
2401851,on black,接通黑像信號,,2015-09-11
2401852,On Board Stability Duration,穩定期間,,2015-09-11
2401853,on bond,具保,,2015-09-11
2401854,on camera,在攝影機拍攝範圍內,,2015-09-11
2401855,on condition,啟動條件，接通狀況,,2015-09-11
2401856,on hand,在庫,,2015-09-11
2401857,On Load Tap Changer,有載分接頭切換器,,2015-09-11
2401858,on order,已訂,,2015-09-11
2401859,on order production quantity,已訂生產數量,,2015-09-11
2401860,on order purchase quantity,已訂採購數量,,2015-09-11
2401861,on order quantity,已訂數量,,2015-09-11
2401862,on order quantity audit,已訂數量稽核,,2015-09-11
2401863,on position,接通位置,,2015-09-11
2401864,on premise standby equipment,機房內待用設備,,2015-09-11
2401865,on screen binary readout,螢幕二進制讀出,,2015-09-11
2401866,on screen data,螢幕資料,,2015-09-11
2401867,on screen display,螢幕顯示,,2015-09-11
2401868,on screen editing,螢幕編輯,,2015-09-11
2401869,on screen image manipulation,螢幕影像調處,,2015-09-11
2401870,on site,現場,,2015-09-11
2401871,on site data processing，OSDP,現場資料處理,,2015-09-11
2401872,on site data processor，OSDP,現場資料處理機，現場資料處理程序,,2015-09-11
2401873,on site maintenance,現場維護,,2015-09-11
2401874,on site processing,現場處理,,2015-09-11
2401875,on state,開啟狀態,,2015-09-11
2401876,on statement,ON敘述,,2015-09-11
2401877,on status,開狀態,,2015-09-11
2401878,on the air,廣播中,,2015-09-11
2401879,on the fly,高速旋轉，飛擊,,2015-09-11
2401880,on the other hand,另一方面來說,,2015-09-11
2401881,on the way media,在途媒體,,2015-09-11
2401882,on unit,接通單元,,2015-09-11
2401883,on white,接通白像信號,,2015-09-11
2401884,on-access scanner,即時病毒掃瞄器,,2015-09-11
2401885,on-beat,節拍時；循著鼓點,,2015-09-11
2401886,on-board attitude control system,機載姿態控制系統,,2015-09-11
2401887,on-board checkout system，OCS,機載檢測系統,,2015-09-11
2401888,on-board computer,機載電腦,,2015-09-11
2401889,on-board data processor,機載資料處理機,,2015-09-11
2401890,on-board digital data handling，ODDH,機載數位資料處置,,2015-09-11
2401891,on-board equipment,機載設備,,2015-09-11
2401892,on-board memory,機載記憶體,,2015-09-11
2401893,on-board modem,內建數據機,,2015-09-11
2401894,on-board processor，OBP,機載處理機,,2015-09-11
2401895,on-board regulation,機載調整,,2015-09-11
2401896,on-board spacecraft computer,機載航空計算機,,2015-09-11
2401897,on-call channel,應召通道，隨時叫通通道,,2015-09-11
2401898,on-call circuit,應召電路，隨時叫通電路,,2015-09-11
2401899,on-call maintenance,應召維護，電話呼叫維修,,2015-09-11
2401900,on-call patching service,應召修補服務,,2015-09-11
2401901,on-call repairing,應召修復，電話呼叫修理,,2015-09-11
2401902,on-card clock distribution,板內時鐘分配,,2015-09-11
2401903,on-card power distribution,板上電源分配,,2015-09-11
2401904,on-chip cache,晶載快取,,2015-09-11
2401905,on-chip control logic,晶載控制邏輯,,2015-09-11
2401906,on-chip memory,晶載記憶體,,2015-09-11
2401907,on-chip microcomputer,晶載微電腦,,2015-09-11
2401908,on-demand,隨選,,2015-09-11
2401909,on-demand call tracing,應需呼叫追蹤,,2015-09-11
2401910,on-demand computing,應需計算,,2015-09-11
2401911,on-demand ink gun,應需噴墨頭,,2015-09-11
2401912,on-demand mail relay,應需郵件繼電器,,2015-09-11
2401913,on-demand printing,隨選列印,,2015-09-11
2401914,on-demand processing,應需處理,,2015-09-11
2401915,on-demand publishing,隨選出版；應需出版,,2015-09-11
2401916,on-demand scanner,隨選掃瞄器,,2015-09-11
2401917,on-demand server,隨選伺服器,,2015-09-11
2401918,on-demand service,隨選服務,,2015-09-11
2401919,on-demand system,應需系統,,2015-09-11
2401920,on-disk structure level 1,一級磁碟內存結構,,2015-09-11
2401921,on-disk structure level 2,二級磁碟內存結構,,2015-09-11
2401922,on-going defalcation,進行中的挪用公款,,2015-09-11
2401923,on-hand cost,在庫成本,,2015-09-11
2401924,on-hand cost or annual use at price,在庫成本或全年使用價格,,2015-09-11
2401925,on-hand cost range,在庫成本範圍,,2015-09-11
2401926,on-hand quantity,在庫數量,,2015-09-11
2401927,on-hand total quantity,在庫總數量,,2015-09-11
2401928,on-hook,掛機，非工作中,,2015-09-11
2401929,on-hook signal,掛機信號,,2015-09-11
2401930,on-line /GB/ (adjective),線上/英國/ (形容詞),,2015-09-11
2401931,on-line access machine interaction,連線存取機器交互作用,,2015-09-11
2401932,on-line adapter,連線配接器,,2015-09-11
2401933,on-line administrative information system，OASIS,連線行政管理資訊系統,,2015-09-11
2401934,on-line algorithm,連線演算法,,2015-09-11
2401935,on-line analog input，OAI,連線類比輸入,,2015-09-11
2401936,on-line analog output，OAO,連線類比輸出,,2015-09-11
2401937,on-line analysis,連線分析,,2015-09-11
2401938,on-line analysis process,連線分析處理,,2015-09-11
2401939,on-line analytical mining,線上分析挖掘,,2015-09-11
2401940,on-line analytical processing,連線分析處理,,2015-09-11
2401941,on-line analytical processing，OLAP,線上分析處理,,2015-09-11
2401942,on-line and off-line,連線與離線,,2015-09-11
2401943,on-line application,連線應用,,2015-09-11
2401944,on-line application transaction,連線應用異動,,2015-09-11
2401945,on-line authority,線上機構,,2015-09-11
2401946,on-line backup,連線備份,,2015-09-11
2401947,on-line banking system,連線銀行系統,,2015-09-11
2401948,on-line base system,連線資料庫系統,,2015-09-11
2401949,on-line batch processing,連線整批處理,,2015-09-11
2401950,on-line batch processing system,連線整批處理系統,,2015-09-11
2401951,on-line business systems，OBS,連線商用系統,,2015-09-11
2401952,on-line button,連線鈕,,2015-09-11
2401953,on-line capacity,連線容量,,2015-09-11
2401954,on-line card reader,連線卡片閱讀機,,2015-09-11
2401955,on-line central file,連線中央檔案,,2015-09-11
2401956,on-line certificate status protocol,線上憑證狀態協定,,2015-09-11
2401957,on-line change,線上變更,,2015-09-11
2401958,on-line character recognition，OLCR,線上(手寫)字元辨識,,2015-09-11
2401959,on-line circuit analysis，OLCA,連線電路分析,,2015-09-11
2401960,on-line circuit design，OLCD,線上電路設計,,2015-09-11
2401961,on-line citation,線上引用,,2015-09-11
2401962,on-line clock,連線計時器,,2015-09-11
2401963,on-line closed loop,連線閉迴路,,2015-09-11
2401964,on-line command language,連線命令語言,,2015-09-11
2401965,on-line communication,連線通信,,2015-09-11
2401966,on-line communication driver，OCD,連線通信驅動器，連線通信驅動程序,,2015-09-11
2401967,on-line communications adapter，OLCA,連線通信配接器,,2015-09-11
2401968,on-line community,連線社區,,2015-09-11
2401969,on-line compiler,連線編譯器,,2015-09-11
2401970,on-line computation,線上計算,,2015-09-11
2401971,on-line computer library center，OCLC,連線電腦程式館中心,,2015-09-11
2401972,on-line computer output microfilm recorders,連線計算機輸出微縮膠卷記錄器,,2015-09-11
2401973,on-line computer system，OLCS,連線計算機系統,,2015-09-11
2401974,on-line computer，OLC,連線計算機,,2015-09-11
2401975,on-line computing,線上計算,,2015-09-11
2401976,on-line console,連線控制台,,2015-09-11
2401977,on-line control,連線控制,,2015-09-11
2401978,on-line control file,連線控制檔案,,2015-09-11
2401979,on-line cryptanalytic aid language，OCAL,連線密碼分析輔助語言,,2015-09-11
2401980,on-line crypto-analytic aid system，OCAS,連線密碼分析輔助系統,,2015-09-11
2401981,on-line crypto-operation,連線密碼運算,,2015-09-11
2401982,on-line cryptographic equipment,連線密碼設備,,2015-09-11
2401983,on-line cryptographic operation,連線加密操作,,2015-09-11
2401984,on-line data,連線資料,,2015-09-11
2401985,on-line data acquisition,線上資料獲取,,2015-09-11
2401986,on-line data entry,線上資料輸入,,2015-09-11
2401987,on-line data entry system，ODESY,連線資料登錄系統,,2015-09-11
2401988,on-line data flow,連線資料流,,2015-09-11
2401989,on-line data processing,連線資料處理,,2015-09-11
2401990,on-line data processor，OLDAP,連線資料處理機,,2015-09-11
2401991,on-line data reduction，OLDR,連線資料縮減,,2015-09-11
2401992,on-line database management,連線資料庫管理,,2015-09-11
2401993,on-line database system,連線資料庫系統,,2015-09-11
2401994,on-line database，OLDB,連線資料庫,,2015-09-11
2401995,on-line debug,連線除錯,,2015-09-11
2401996,on-line debug communicator,連線除錯通信器,,2015-09-11
2401997,on-line debug program,連線除錯程式,,2015-09-11
2401998,on-line debugging system,線上除錯系統,,2015-09-11
2401999,on-line debugging technique，ODT,連線除錯技術,,2015-09-11
2402000,on-line diagnostic and report system，ODARS,連線診斷及報告系統,,2015-09-11
2402001,on-line diagnostic technique，ODT,線上偵錯技術,,2015-09-11
2402002,on-line diagnostics,連線診斷,,2015-09-11
2402003,on-line dialogue,連線對話,,2015-09-11
2402004,On-line Digital Analog Simulator,線上數位類比模擬器,,2015-09-11
2402005,on-line digital control system,連線數位控制系統,,2015-09-11
2402006,on-line digital input，ODI,連線數位輸入,,2015-09-11
2402007,on-line digital output，ODO,連線數位輸出,,2015-09-11
2402008,on-line disk file,連線磁碟檔案,,2015-09-11
2402009,on-line display system，OLDS,連線顯示系統,,2015-09-11
2402010,on-line document retrieval system,連線文件檢索系統,,2015-09-11
2402011,on-line dump,線上傾印,,2015-09-11
2402012,on-line edit,線上編輯,,2015-09-11
2402013,on-line editing,連線編輯,,2015-09-11
2402014,on-line editor,連線編輯器,,2015-09-11
2402015,on-line encryption,連線加密,,2015-09-11
2402016,on-line environment,連線環境,,2015-09-11
2402017,on-line equipment,連線設備,,2015-09-11
2402018,on-line executive for real-time，OLERT,即時線上執行,,2015-09-11
2402019,on-line executive，OLX,連線執行程式,,2015-09-11
2402020,on-line fault detection,連線故障檢測,,2015-09-11
2402021,on-line file,連線檔案,,2015-09-11
2402022,on-line file software，OLFS,連線檔案軟體,,2015-09-11
2402023,on-line file system，OLFS,連線檔案系統,,2015-09-11
2402024,on-line forward recovery,線上正向復原,,2015-09-11
2402025,on-line Fourier transform system，OLFTS,連線傅立葉變換系統,,2015-09-11
2402026,on-line free form input,連線自由形式輸入,,2015-09-11
2402027,on-line handwritten Chinese character recognition,線上手寫中文字元識別,,2015-09-11
2402028,on-line help,線上求助,,2015-09-11
2402029,on-line help system,連線求助系統,,2015-09-11
2402030,on-line identification algorithm,線上識別演算法,,2015-09-11
2402031,on-line image copy,線上影像複製,,2015-09-11
2402032,on-line image-forming light modulator，OLIFLM,連線成像光調變器,,2015-09-11
2402033,on-line implicit calculation,連線隱式計算,,2015-09-11
2402034,on-line information,連線資訊,,2015-09-11
2402035,on-line information retrieval,連線資訊檢索,,2015-09-11
2402036,on-line information retrieval system,連線資訊檢索系統,,2015-09-11
2402037,on-line information service,線上資訊服務,,2015-09-11
2402038,on-line information system,連線資訊系統,,2015-09-11
2402039,on-line input,連線輸入,,2015-09-11
2402040,on-line input instruction,連線輸入指令,,2015-09-11
2402041,on-line inquiry system,連線詢問系統,,2015-09-11
